SOLUTION
1 n110w8

ASSIGNMENTS = 381
HN_0 Mon Late HeadNurse
HN_0 Thu Early Nurse
HN_0 Fri Early HeadNurse
HN_0 Sat Late Nurse
HN_0 Sun Late HeadNurse
HN_1 Mon Night HeadNurse
HN_1 Tue Night HeadNurse
HN_1 Wed Night HeadNurse
HN_1 Thu Night HeadNurse
HN_1 Fri Night Nurse
HN_2 Mon Night Nurse
HN_2 Tue Night HeadNurse
HN_2 Sat Late Nurse
HN_2 Sun Late Nurse
HN_3 Mon Late HeadNurse
HN_3 Thu Night HeadNurse
HN_3 Fri Night HeadNurse
HN_3 Sat Night HeadNurse
HN_3 Sun Night HeadNurse
HN_4 Tue Late HeadNurse
HN_4 Wed Late Nurse
HN_4 Thu Late Nurse
HN_4 Fri Late Nurse
HN_5 Mon Day HeadNurse
HN_5 Tue Day HeadNurse
HN_5 Wed Day HeadNurse
HN_5 Sat Early Nurse
HN_5 Sun Early Nurse
HN_6 Wed Day HeadNurse
HN_6 Thu Day Nurse
HN_7 Thu Early HeadNurse
HN_7 Fri Early HeadNurse
HN_8 Wed Early Nurse
HN_8 Thu Early Nurse
HN_9 Tue Late HeadNurse
HN_9 Wed Late Nurse
HN_10 Mon Night HeadNurse
HN_10 Wed Late HeadNurse
HN_10 Thu Late HeadNurse
HN_10 Fri Late HeadNurse
HN_11 Wed Day HeadNurse
HN_11 Thu Day HeadNurse
HN_11 Fri Day Nurse
HN_12 Mon Early Nurse
HN_12 Tue Early Nurse
HN_12 Wed Early Nurse
HN_13 Tue Late Nurse
HN_13 Wed Late Nurse
HN_13 Thu Late HeadNurse
HN_13 Fri Late HeadNurse
HN_14 Mon Day Nurse
HN_14 Tue Day Nurse
HN_15 Wed Day Nurse
HN_15 Thu Day Nurse
HN_16 Mon Day Nurse
HN_16 Tue Day Nurse
HN_17 Sat Early HeadNurse
HN_17 Sun Early HeadNurse
HN_18 Tue Early HeadNurse
HN_18 Wed Early Nurse
HN_18 Thu Early HeadNurse
HN_19 Tue Early HeadNurse
HN_19 Wed Early HeadNurse
HN_19 Thu Day HeadNurse
HN_19 Fri Day HeadNurse
NU_20 Tue Early Nurse
NU_20 Wed Early Caretaker
NU_20 Thu Early Caretaker
NU_21 Mon Night Caretaker
NU_21 Tue Night Nurse
NU_21 Wed Night Caretaker
NU_21 Sat Day Caretaker
NU_21 Sun Day Nurse
NU_22 Sat Early Nurse
NU_22 Sun Early Nurse
NU_23 Tue Early Caretaker
NU_23 Wed Early Caretaker
NU_23 Thu Early Caretaker
NU_23 Fri Early Caretaker
NU_24 Mon Late Caretaker
NU_24 Tue Late Nurse
NU_25 Mon Early Nurse
NU_25 Tue Early Nurse
NU_25 Wed Early Caretaker
NU_25 Thu Late Nurse
NU_25 Fri Late Nurse
NU_26 Thu Early Caretaker
NU_26 Fri Early Nurse
NU_26 Sat Day Nurse
NU_26 Sun Day Nurse
NU_27 Mon Day Nurse
NU_27 Thu Night Caretaker
NU_27 Fri Night Nurse
NU_27 Sat Night Caretaker
NU_27 Sun Night Caretaker
NU_28 Mon Night Caretaker
NU_28 Tue Night Caretaker
NU_28 Wed Night Caretaker
NU_28 Thu Night Nurse
NU_29 Mon Early Caretaker
NU_29 Tue Early Caretaker
NU_29 Wed Day Caretaker
NU_29 Thu Day Nurse
NU_29 Fri Day Caretaker
NU_30 Mon Day Caretaker
NU_30 Tue Day Nurse
NU_30 Wed Day Nurse
NU_30 Thu Day Nurse
NU_30 Fri Day Caretaker
NU_31 Thu Early Nurse
NU_31 Fri Early Nurse
NU_32 Thu Late Caretaker
NU_32 Fri Late Caretaker
NU_33 Mon Night Nurse
NU_33 Thu Late Caretaker
NU_33 Fri Late Caretaker
NU_33 Sat Late Nurse
NU_33 Sun Late Nurse
NU_34 Mon Late Nurse
NU_34 Tue Late Caretaker
NU_34 Fri Day Caretaker
NU_34 Sat Day Nurse
NU_34 Sun Day Nurse
NU_35 Fri Night Caretaker
NU_35 Sat Night Nurse
NU_35 Sun Night Nurse
NU_36 Tue Late Caretaker
NU_36 Wed Late Caretaker
NU_37 Tue Night Nurse
NU_37 Wed Night Nurse
NU_37 Thu Night Nurse
NU_37 Fri Night Caretaker
NU_38 Mon Night Caretaker
NU_38 Tue Night Caretaker
NU_38 Wed Night Caretaker
NU_38 Thu Night Caretaker
NU_38 Fri Night Nurse
NU_39 Mon Early Caretaker
NU_39 Tue Early Nurse
CT_40 Tue Night Caretaker
CT_40 Wed Night Caretaker
CT_40 Thu Night Caretaker
CT_40 Fri Night Caretaker
CT_41 Fri Early Caretaker
CT_41 Sat Early Caretaker
CT_41 Sun Early Caretaker
CT_42 Mon Early Caretaker
CT_42 Tue Early Caretaker
CT_42 Fri Early Caretaker
CT_42 Sat Early Caretaker
CT_42 Sun Early Caretaker
CT_43 Tue Day Caretaker
