SOLUTION
3 n035w4

ASSIGNMENTS = 142
HN_0 Tue Early HeadNurse
HN_0 Wed Early HeadNurse
HN_0 Thu Early HeadNurse
HN_0 Fri Early Caretaker
HN_1 Mon Night Caretaker
HN_1 Sat Early Nurse
HN_1 Sun Early Nurse
HN_2 Wed Day Nurse
HN_2 Thu Day Caretaker
HN_2 Fri Day Nurse
HN_3 Mon Night Caretaker
HN_3 Tue Night Nurse
HN_3 Wed Night HeadNurse
HN_3 Thu Night Nurse
HN_3 Fri Night Caretaker
HN_4 Mon Late HeadNurse
HN_4 Tue Late Caretaker
HN_4 Wed Late HeadNurse
HN_5 Mon Night Caretaker
NU_6 Mon Late Caretaker
NU_6 Tue Late Caretaker
NU_7 Mon Early Nurse
NU_7 Tue Early Caretaker
NU_7 Wed Late Nurse
NU_7 Thu Late Nurse
NU_7 Fri Late Caretaker
NU_8 Mon Day Caretaker
NU_8 Tue Day Caretaker
NU_8 Wed Late Caretaker
NU_8 Thu Late Nurse
NU_8 Fri Late Caretaker
NU_9 Mon Night Nurse
NU_9 Tue Night Nurse
NU_9 Fri Late Nurse
NU_9 Sat Late Nurse
NU_9 Sun Late Nurse
NU_10 Mon Day Caretaker
NU_10 Tue Day Nurse
NU_10 Wed Early Caretaker
NU_10 Thu Early Nurse
NU_10 Fri Early Nurse
NU_11 Mon Late Nurse
NU_11 Fri Day Nurse
NU_11 Sat Day Nurse
NU_11 Sun Night Nurse
NU_12 Mon Early Nurse
NU_12 Tue Early Nurse
NU_12 Sat Night Nurse
NU_12 Sun Night Nurse
NU_13 Wed Early Nurse
NU_13 Thu Day Nurse
NU_13 Fri Day Caretaker
NU_14 Mon Day Nurse
NU_14 Tue Night Caretaker
NU_14 Wed Night Nurse
NU_14 Thu Night Caretaker
NU_14 Fri Night Nurse
NU_15 Mon Night Nurse
NU_15 Tue Night Caretaker
NU_15 Wed Night Caretaker
NU_15 Sat Day Caretaker
NU_15 Sun Day Nurse
NU_16 Mon Late Caretaker
NU_16 Tue Late Nurse
NU_16 Fri Day Caretaker
NU_16 Sat Early Nurse
NU_16 Sun Early Caretaker
CT_17 Mon Early Caretaker
CT_17 Tue Early Caretaker
CT_17 Wed Early Caretaker
CT_17 Thu Late Caretaker
CT_17 Fri Late Caretaker
CT_18 Tue Day Caretaker
CT_18 Wed Day Caretaker
CT_18 Thu Day Caretaker
CT_18 Fri Late Caretaker
CT_19 Wed Day Caretaker
CT_19 Thu Day Caretaker
CT_19 Fri Early Caretaker
CT_20 Mon Late Caretaker
CT_20 Tue Late Caretaker
CT_20 Wed Night Caretaker
CT_20 Thu Night Caretaker
CT_20 Fri Night Caretaker
CT_21 Fri Early Caretaker
CT_21 Sat Early Caretaker
CT_21 Sun Late Caretaker
CT_22 Mon Day Caretaker
CT_22 Tue Day Caretaker
CT_22 Wed Day Caretaker
CT_23 Fri Late Caretaker
CT_23 Sat Late Caretaker
CT_23 Sun Late Caretaker
CT_24 Wed Early Caretaker
CT_24 Thu Early Caretaker
CT_24 Fri Day Caretaker
CT_24 Sat Day Caretaker
CT_24 Sun Night Caretaker
CT_25 Mon Early Caretaker
CT_25 Tue Late Caretaker
CT_25 Wed Late Caretaker
CT_25 Sat Late Caretaker
CT_25 Sun Late Caretaker
CT_26 Mon Early Caretaker
CT_26 Tue Early Caretaker
CT_26 Wed Early Caretaker
CT_27 Mon Late Caretaker
CT_27 Tue Late Caretaker
CT_27 Wed Late Caretaker
CT_27 Thu Late Caretaker
CT_28 Mon Night Caretaker
CT_28 Tue Night Caretaker
CT_28 Wed Night Caretaker
CT_28 Thu Night Caretaker
CT_28 Fri Night Caretaker
TR_29 Thu Early Trainee
TR_29 Fri Early Trainee
TR_29 Sat Late Trainee
TR_29 Sun Late Trainee
TR_30 Mon Early Trainee
TR_30 Tue Early Trainee
TR_30 Wed Early Trainee
TR_30 Thu Early Trainee
TR_30 Fri Early Trainee
TR_31 Mon Night Trainee
TR_31 Tue Night Trainee
TR_31 Sat Day Trainee
TR_31 Sun Day Trainee
TR_32 Tue Late Trainee
TR_32 Wed Late Trainee
TR_32 Thu Late Trainee
TR_32 Fri Night Trainee
TR_32 Sat Night Trainee
TR_32 Sun Night Trainee
TR_33 Mon Day Trainee
TR_33 Tue Day Trainee
TR_33 Wed Day Trainee
TR_34 Wed Early Trainee
TR_34 Thu Day Trainee
TR_34 Fri Day Trainee
TR_34 Sat Day Trainee
TR_34 Sun Early Trainee

