SOLUTION
2 n070w4

ASSIGNMENTS = 320
HN_0 Mon Early Nurse
HN_0 Tue Late HeadNurse
HN_0 Wed Late HeadNurse
HN_0 Thu Late Nurse
HN_0 Fri Night HeadNurse
HN_1 Mon Day HeadNurse
HN_1 Tue Early HeadNurse
HN_1 Wed Day Nurse
HN_1 Fri Early Nurse
HN_1 Sat Day HeadNurse
HN_1 Sun Early Nurse
HN_2 Mon Early Nurse
HN_2 Wed Early HeadNurse
HN_2 Thu Day Nurse
HN_2 Fri Late HeadNurse
HN_2 Sat Late HeadNurse
HN_3 Mon Day Nurse
HN_3 Tue Day Nurse
HN_3 Wed Late Nurse
HN_3 Sat Early HeadNurse
HN_3 Sun Early HeadNurse
HN_4 Mon Late HeadNurse
HN_4 Wed Day Nurse
HN_4 Fri Day Nurse
HN_4 Sat Day Nurse
HN_4 Sun Day HeadNurse
HN_5 Mon Day HeadNurse
HN_5 Tue Night Nurse
HN_5 Wed Night HeadNurse
HN_5 Thu Night HeadNurse
HN_6 Tue Day HeadNurse
HN_6 Thu Early Nurse
HN_6 Fri Day HeadNurse
HN_6 Sat Night HeadNurse
HN_6 Sun Night HeadNurse
HN_7 Mon Early HeadNurse
HN_7 Tue Early Nurse
HN_7 Wed Early HeadNurse
HN_7 Thu Late Nurse
HN_7 Sat Early Nurse
HN_7 Sun Day Nurse
NU_8 Mon Early Caretaker
NU_8 Thu Night Nurse
NU_8 Fri Night Caretaker
NU_8 Sat Night Caretaker
NU_9 Mon Early Nurse
NU_9 Tue Early Nurse
NU_9 Wed Early Caretaker
NU_9 Fri Day Caretaker
NU_9 Sat Early Caretaker
NU_9 Sun Early Nurse
NU_10 Mon Day Nurse
NU_10 Tue Early Caretaker
NU_10 Wed Early Nurse
NU_10 Thu Early Nurse
NU_10 Sat Day Nurse
NU_10 Sun Early Nurse
NU_11 Tue Early Nurse
NU_11 Wed Day Nurse
NU_11 Sun Early Caretaker
NU_12 Tue Early Nurse
NU_12 Wed Late Caretaker
NU_12 Thu Late Nurse
NU_13 Tue Early Caretaker
NU_13 Wed Early Caretaker
NU_13 Thu Early Caretaker
NU_13 Fri Early Caretaker
NU_13 Sat Early Nurse
NU_13 Sun Early Caretaker
NU_14 Mon Late Caretaker
NU_14 Thu Early Caretaker
NU_14 Fri Early Caretaker
NU_14 Sat Day Nurse
NU_15 Tue Day Nurse
NU_15 Wed Late Nurse
NU_15 Sat Late Nurse
NU_15 Sun Late Caretaker
NU_16 Tue Night Caretaker
NU_16 Wed Night Nurse
NU_16 Thu Night Nurse
NU_16 Sun Day Caretaker
NU_17 Thu Early Nurse
NU_17 Fri Early Caretaker
NU_17 Sat Late Nurse
NU_18 Mon Early Nurse
NU_18 Tue Day Nurse
NU_18 Thu Late Nurse
NU_18 Fri Late Caretaker
NU_19 Mon Night Nurse
NU_19 Tue Night Caretaker
NU_19 Thu Day Nurse
NU_19 Fri Day Caretaker
NU_20 Mon Day Caretaker
NU_20 Thu Night Nurse
NU_20 Fri Night Caretaker
NU_21 Thu Day Nurse
NU_21 Fri Day Nurse
NU_21 Sat Early Caretaker
NU_21 Sun Day Caretaker
NU_22 Mon Early Caretaker
NU_22 Tue Late Caretaker
NU_22 Wed Late Nurse
NU_22 Thu Night Caretaker
NU_22 Fri Night Nurse
NU_23 Mon Early Caretaker
NU_23 Tue Late Caretaker
NU_23 Wed Late Caretaker
NU_23 Thu Night Nurse
NU_23 Fri Night Caretaker
NU_24 Mon Late Caretaker
NU_24 Tue Late Nurse
NU_24 Wed Late Caretaker
NU_24 Thu Late Caretaker
NU_24 Fri Late Nurse
NU_25 Mon Late Nurse
NU_25 Tue Late Caretaker
NU_25 Wed Late Caretaker
NU_25 Sat Night Caretaker
NU_26 Tue Early Caretaker
NU_26 Wed Early Caretaker
NU_26 Thu Late Caretaker
NU_26 Sat Day Caretaker
NU_26 Sun Early Caretaker
NU_27 Mon Night Nurse
NU_27 Tue Night Nurse
NU_27 Wed Night Nurse
NU_27 Thu Night Caretaker
NU_27 Sat Day Nurse
NU_27 Sun Late Nurse
NU_28 Mon Day Caretaker
NU_28 Wed Early Nurse
NU_28 Thu Late Caretaker
NU_28 Sun Early Caretaker
NU_29 Mon Day Nurse
NU_29 Wed Day Caretaker
NU_29 Thu Late Caretaker
NU_30 Mon Night Caretaker
NU_30 Tue Night Nurse
NU_30 Fri Early Nurse
NU_30 Sat Night Nurse
NU_31 Mon Late Caretaker
NU_31 Wed Late Caretaker
NU_31 Thu Night Nurse
NU_31 Fri Night Nurse
NU_31 Sat Night Caretaker
NU_31 Sun Night Caretaker
NU_32 Sat Day Nurse
NU_32 Sun Day Caretaker
NU_33 Mon Night Nurse
NU_33 Thu Day Caretaker
NU_33 Fri Day Nurse
NU_33 Sat Day Nurse
NU_33 Sun Day Nurse
NU_34 Tue Late Caretaker
NU_34 Wed Late Caretaker
NU_34 Fri Early Caretaker
NU_34 Sat Early Nurse
NU_34 Sun Late Caretaker
NU_35 Mon Day Nurse
