SOLUTION
0 n035w4

ASSIGNMENTS = 143
HN_0 Tue Late Nurse
HN_0 Wed Late HeadNurse
HN_0 Thu Late Caretaker
HN_0 Fri Late HeadNurse
HN_1 Mon Late Caretaker
HN_1 Tue Late Caretaker
HN_1 Fri Day Caretaker
HN_1 Sat Day Nurse
HN_1 Sun Day Nurse
HN_2 Mon Early HeadNurse
HN_2 Thu Late Nurse
HN_2 Fri Late Caretaker
HN_3 Mon Late Caretaker
HN_3 Tue Late Caretaker
HN_3 Wed Night Caretaker
HN_3 Thu Night HeadNurse
HN_4 Mon Day HeadNurse
HN_4 Tue Day Caretaker
HN_4 Wed Day HeadNurse
HN_4 Thu Day HeadNurse
HN_5 Mon Night Nurse
HN_5 Sat Early Nurse
HN_5 Sun Early Nurse
NU_6 Wed Night Nurse
NU_6 Thu Night Nurse
NU_6 Fri Night Caretaker
NU_7 Mon Early Nurse
NU_7 Tue Night Caretaker
NU_7 Wed Night Nurse
NU_7 Thu Night Caretaker
NU_7 Fri Night Caretaker
NU_8 Wed Early Nurse
NU_8 Thu Early Nurse
NU_8 Fri Early Nurse
NU_9 Mon Night Caretaker
NU_9 Tue Night Nurse
NU_9 Fri Late Nurse
NU_9 Sat Late Nurse
NU_9 Sun Late Nurse
NU_10 Mon Late Nurse
NU_10 Tue Late Caretaker
NU_10 Wed Late Caretaker
NU_11 Wed Day Nurse
NU_11 Thu Day Nurse
NU_11 Fri Day Nurse
NU_12 Wed Day Nurse
NU_12 Thu Day Nurse
NU_12 Fri Early Caretaker
NU_13 Tue Night Nurse
NU_13 Wed Night Caretaker
NU_13 Thu Night Caretaker
NU_13 Fri Night Caretaker
NU_14 Mon Day Caretaker
NU_14 Tue Day Nurse
NU_14 Wed Late Nurse
NU_14 Thu Late Nurse
NU_15 Mon Day Nurse
NU_15 Tue Day Caretaker
NU_15 Fri Night Nurse
NU_15 Sat Night Nurse
NU_15 Sun Night Nurse
NU_16 Tue Early Nurse
NU_16 Wed Night Nurse
NU_16 Thu Night Caretaker
NU_16 Fri Night Caretaker
CT_17 Mon Day Caretaker
CT_17 Tue Day Caretaker
CT_17 Wed Late Caretaker
CT_17 Thu Late Caretaker
CT_18 Mon Day Caretaker
CT_18 Tue Early Caretaker
CT_18 Wed Early Caretaker
CT_18 Thu Early Caretaker
CT_18 Fri Early Caretaker
CT_19 Mon Early Caretaker
CT_19 Tue Early Caretaker
CT_19 Wed Day Caretaker
CT_19 Sat Early Caretaker
CT_19 Sun Early Caretaker
CT_20 Thu Early Caretaker
CT_20 Fri Early Caretaker
CT_20 Sat Night Caretaker
CT_20 Sun Night Caretaker
CT_21 Thu Day Caretaker
CT_21 Fri Day Caretaker
CT_21 Sat Early Caretaker
CT_21 Sun Early Caretaker
CT_22 Mon Late Caretaker
CT_22 Tue Late Caretaker
CT_22 Wed Late Caretaker
CT_22 Sat Day Caretaker
CT_22 Sun Late Caretaker
CT_23 Mon Night Caretaker
CT_23 Tue Night Caretaker
CT_23 Fri Late Caretaker
CT_23 Sat Late Caretaker
CT_23 Sun Late Caretaker
CT_24 Wed Late Caretaker
CT_24 Thu Late Caretaker
CT_24 Fri Late Caretaker
CT_25 Mon Night Caretaker
CT_25 Tue Night Caretaker
CT_25 Wed Night Caretaker
CT_25 Sat Day Caretaker
CT_25 Sun Day Caretaker
CT_26 Mon Early Caretaker
CT_26 Tue Early Caretaker
CT_26 Wed Early Caretaker
CT_26 Thu Early Caretaker
CT_27 Mon Early Caretaker
CT_27 Tue Early Caretaker
CT_27 Wed Early Caretaker
CT_28 Wed Day Caretaker
CT_28 Thu Day Caretaker
CT_28 Fri Late Caretaker
TR_29 Mon Late Trainee
TR_29 Wed Day Trainee
TR_29 Thu Day Trainee
TR_29 Fri Early Trainee
TR_29 Sat Early Trainee
TR_29 Sun Early Trainee
TR_30 Wed Late Trainee
TR_30 Thu Late Trainee
TR_30 Fri Late Trainee
TR_31 Tue Day Trainee
TR_31 Wed Day Trainee
TR_31 Thu Early Trainee
TR_31 Fri Early Trainee
TR_32 Mon Night Trainee
TR_32 Wed Night Trainee
TR_32 Thu Night Trainee
TR_32 Fri Night Trainee
TR_32 Sat Night Trainee
TR_32 Sun Night Trainee
TR_33 Tue Early Trainee
TR_33 Wed Early Trainee
TR_33 Thu Late Trainee
TR_33 Sun Day Trainee
TR_34 Mon Day Trainee
TR_34 Tue Day Trainee
TR_34 Fri Day Trainee
TR_34 Sat Late Trainee
TR_34 Sun Late Trainee

