SOLUTION
5 n035w8

ASSIGNMENTS = 142
HN_0 Tue Night Caretaker
HN_0 Wed Night HeadNurse
HN_0 Thu Night HeadNurse
HN_0 Fri Night HeadNurse
HN_1 Tue Day HeadNurse
HN_1 Wed Day HeadNurse
HN_1 Thu Night Caretaker
HN_1 Fri Night Caretaker
HN_1 Sat Night HeadNurse
HN_2 Mon Late Caretaker
HN_2 Tue Late HeadNurse
HN_2 Thu Late Nurse
HN_2 Fri Late Caretaker
HN_3 Mon Night HeadNurse
HN_3 Tue Night HeadNurse
HN_3 Wed Night Caretaker
HN_4 Mon Early HeadNurse
HN_4 Tue Early HeadNurse
HN_4 Fri Early HeadNurse
HN_4 Sat Early Nurse
HN_4 Sun Day HeadNurse
HN_5 Tue Night Caretaker
HN_5 Wed Night Caretaker
HN_5 Thu Night Nurse
NU_6 Mon Day Nurse
NU_6 Tue Day Caretaker
NU_6 Wed Day Nurse
NU_6 Thu Day Nurse
NU_6 Fri Day Caretaker
NU_7 Mon Day Caretaker
NU_7 Tue Day Nurse
NU_7 Fri Late Caretaker
NU_7 Sat Late Nurse
NU_7 Sun Late Nurse
NU_8 Mon Early Caretaker
NU_8 Tue Late Caretaker
NU_8 Wed Late Nurse
NU_9 Mon Early Nurse
NU_9 Tue Early Nurse
NU_9 Wed Early Caretaker
NU_10 Mon Late Nurse
NU_10 Tue Late Nurse
NU_10 Wed Late Caretaker
NU_10 Sat Day Nurse
NU_10 Sun Day Nurse
NU_11 Mon Night Nurse
NU_11 Thu Late Caretaker
NU_11 Fri Late Caretaker
NU_11 Sat Late Caretaker
NU_11 Sun Late Caretaker
NU_12 Wed Early Nurse
NU_12 Thu Early Nurse
NU_12 Fri Day Nurse
NU_13 Wed Late Nurse
NU_13 Thu Late Nurse
NU_13 Fri Late Nurse
NU_14 Thu Early Nurse
NU_14 Fri Early Nurse
NU_14 Sat Early Caretaker
NU_14 Sun Early Nurse
NU_15 Mon Night Caretaker
NU_15 Fri Night Nurse
NU_15 Sat Night Nurse
NU_15 Sun Night Nurse
NU_16 Mon Night Caretaker
NU_16 Tue Night Nurse
NU_16 Wed Night Nurse
CT_17 Fri Day Caretaker
CT_17 Sat Day Caretaker
CT_17 Sun Day Caretaker
CT_18 Mon Late Caretaker
CT_18 Tue Late Caretaker
CT_18 Wed Late Caretaker
CT_19 Wed Early Caretaker
CT_19 Thu Early Caretaker
CT_19 Fri Early Caretaker
CT_20 Mon Day Caretaker
CT_20 Tue Day Caretaker
CT_20 Sat Night Caretaker
CT_20 Sun Night Caretaker
CT_21 Tue Night Caretaker
CT_21 Wed Night Caretaker
CT_21 Thu Night Caretaker
CT_22 Mon Early Caretaker
CT_22 Tue Early Caretaker
CT_22 Wed Late Caretaker
CT_22 Thu Late Caretaker
CT_22 Fri Late Caretaker
CT_23 Fri Early Caretaker
CT_23 Sat Early Caretaker
CT_23 Sun Early Caretaker
CT_24 Mon Early Caretaker
CT_24 Tue Early Caretaker
CT_24 Wed Early Caretaker
CT_24 Thu Day Caretaker
CT_24 Fri Day Caretaker
CT_25 Mon Day Caretaker
CT_25 Tue Day Caretaker
CT_25 Wed Day Caretaker
CT_25 Thu Day Caretaker
CT_26 Tue Day Caretaker
CT_26 Wed Day Caretaker
CT_26 Thu Early Caretaker
CT_26 Fri Early Caretaker
CT_27 Tue Late Caretaker
CT_27 Wed Late Caretaker
CT_27 Thu Late Caretaker
CT_27 Fri Night Caretaker
CT_27 Sat Night Caretaker
CT_27 Sun Night Caretaker
CT_28 Mon Early Caretaker
CT_28 Tue Early Caretaker
CT_28 Fri Early Caretaker
CT_28 Sat Early Caretaker
CT_28 Sun Early Caretaker
TR_29 Mon Early Trainee
TR_29 Fri Late Trainee
TR_29 Sat Late Trainee
TR_29 Sun Late Trainee
TR_30 Tue Early Trainee
TR_30 Wed Early Trainee
TR_30 Thu Day Trainee
TR_30 Fri Day Trainee
TR_31 Wed Day Trainee
TR_31 Thu Day Trainee
TR_31 Fri Early Trainee
TR_31 Sat Day Trainee
TR_31 Sun Day Trainee
TR_32 Mon Late Trainee
TR_32 Tue Late Trainee
TR_32 Wed Night Trainee
TR_32 Thu Night Trainee
TR_32 Fri Night Trainee
TR_33 Mon Night Trainee
TR_33 Tue Night Trainee
TR_33 Wed Night Trainee
TR_33 Thu Night Trainee
TR_34 Wed Late Trainee
TR_34 Thu Late Trainee
TR_34 Fri Late Trainee
TR_34 Sat Night Trainee
TR_34 Sun Night Trainee

