SOLUTION
1 n035w4

ASSIGNMENTS = 138
HN_0 Tue Early HeadNurse
HN_0 Wed Early Nurse
HN_0 Thu Day Nurse
HN_0 Fri Day Nurse
HN_1 Fri Late Caretaker
HN_1 Sat Late Nurse
HN_1 Sun Late Caretaker
HN_2 Mon Night Caretaker
HN_2 Tue Night HeadNurse
HN_2 Wed Night HeadNurse
HN_2 Thu Night Nurse
HN_2 Fri Night Nurse
HN_3 Mon Early HeadNurse
HN_3 Tue Early Nurse
HN_3 Wed Early Nurse
HN_4 Mon Day HeadNurse
HN_4 Tue Day Nurse
HN_4 Wed Early Nurse
HN_4 Thu Early HeadNurse
HN_5 Mon Day Nurse
HN_5 Tue Day HeadNurse
HN_5 Wed Late HeadNurse
NU_6 Mon Late Nurse
NU_6 Tue Late Nurse
NU_6 Wed Late Caretaker
NU_6 Sat Night Nurse
NU_6 Sun Night Caretaker
NU_7 Wed Late Nurse
NU_7 Thu Late Nurse
NU_7 Fri Late Caretaker
NU_8 Mon Day Caretaker
NU_8 Tue Day Caretaker
NU_8 Wed Day Caretaker
NU_8 Thu Late Nurse
NU_8 Fri Late Nurse
NU_9 Mon Late Nurse
NU_9 Tue Late Nurse
NU_9 Fri Early Nurse
NU_9 Sat Early Nurse
NU_9 Sun Early Nurse
NU_10 Mon Night Caretaker
NU_10 Tue Night Caretaker
NU_10 Wed Night Caretaker
NU_10 Sat Night Nurse
NU_10 Sun Night Nurse
NU_11 Tue Night Caretaker
NU_11 Wed Night Nurse
NU_11 Thu Night Caretaker
NU_11 Fri Night Caretaker
NU_12 Thu Early Nurse
NU_12 Fri Early Nurse
NU_12 Sat Late Caretaker
NU_12 Sun Late Nurse
NU_13 Wed Night Nurse
NU_13 Thu Night Nurse
NU_13 Fri Night Caretaker
NU_14 Mon Early Nurse
NU_14 Tue Day Caretaker
NU_14 Wed Day Caretaker
NU_14 Sat Day Nurse
NU_14 Sun Day Nurse
NU_15 Mon Night Nurse
NU_15 Tue Night Nurse
NU_16 Tue Day Nurse
NU_16 Wed Day Nurse
NU_16 Thu Early Nurse
NU_16 Fri Early Caretaker
CT_17 Mon Early Caretaker
CT_17 Tue Early Caretaker
CT_17 Wed Day Caretaker
CT_17 Thu Day Caretaker
CT_18 Tue Day Caretaker
CT_18 Wed Day Caretaker
CT_18 Thu Day Caretaker
CT_18 Fri Day Caretaker
CT_19 Mon Night Caretaker
CT_19 Tue Night Caretaker
CT_19 Wed Night Caretaker
CT_20 Wed Late Caretaker
CT_20 Thu Late Caretaker
CT_20 Fri Late Caretaker
CT_21 Wed Late Caretaker
CT_21 Thu Late Caretaker
CT_21 Fri Late Caretaker
CT_22 Mon Late Caretaker
CT_22 Tue Late Caretaker
CT_22 Sat Day Caretaker
CT_22 Sun Day Caretaker
CT_23 Tue Early Caretaker
CT_23 Wed Early Caretaker
CT_23 Thu Day Caretaker
CT_23 Fri Day Caretaker
CT_24 Mon Night Caretaker
CT_24 Tue Night Caretaker
CT_24 Wed Night Caretaker
CT_24 Thu Night Caretaker
CT_24 Fri Night Caretaker
CT_25 Mon Day Caretaker
CT_25 Tue Day Caretaker
CT_25 Sat Early Caretaker
CT_25 Sun Early Caretaker
CT_26 Mon Early Caretaker
CT_26 Tue Early Caretaker
CT_26 Wed Early Caretaker
CT_27 Mon Late Caretaker
CT_27 Tue Late Caretaker
CT_27 Thu Early Caretaker
CT_27 Fri Early Caretaker
CT_27 Sat Early Caretaker
CT_27 Sun Early Caretaker
CT_28 Wed Early Caretaker
CT_28 Thu Early Caretaker
CT_28 Fri Early Caretaker
TR_29 Thu Early Trainee
TR_29 Fri Early Trainee
TR_29 Sat Day Trainee
TR_29 Sun Late Trainee
TR_30 Mon Day Trainee
TR_30 Tue Day Trainee
TR_30 Wed Late Trainee
TR_30 Thu Late Trainee
TR_31 Mon Late Trainee
TR_31 Tue Late Trainee
TR_31 Fri Night Trainee
TR_31 Sat Night Trainee
TR_31 Sun Night Trainee
TR_32 Wed Early Trainee
TR_32 Thu Early Trainee
TR_32 Fri Early Trainee
TR_33 Mon Early Trainee
TR_33 Tue Early Trainee
TR_33 Wed Day Trainee
TR_33 Thu Day Trainee
TR_33 Sun Day Trainee
TR_34 Wed Night Trainee
TR_34 Thu Night Trainee
TR_34 Sat Early Trainee
TR_34 Sun Early Trainee

