SOLUTION
5 n035w8

ASSIGNMENTS = 173
HN_0 Mon Early HeadNurse
HN_0 Tue Day HeadNurse
HN_0 Wed Late Caretaker
HN_0 Thu Night HeadNurse
HN_0 Fri Night Nurse
HN_0 Sat Night Nurse
HN_0 Sun Night Nurse
HN_1 Mon Early HeadNurse
HN_1 Tue Early HeadNurse
HN_1 Wed Early Caretaker
HN_1 Thu Early HeadNurse
HN_1 Fri Early HeadNurse
HN_1 Sun Day HeadNurse
HN_2 Mon Day Caretaker
HN_2 Tue Early Nurse
HN_2 Wed Early Nurse
HN_2 Thu Night Caretaker
HN_2 Fri Night Nurse
HN_3 Mon Night Nurse
HN_3 Tue Night HeadNurse
HN_3 Thu Day Nurse
HN_3 Sun Night Nurse
HN_4 Mon Early HeadNurse
HN_4 Tue Late HeadNurse
HN_4 Thu Early Nurse
HN_4 Fri Late Nurse
HN_4 Sat Night HeadNurse
HN_4 Sun Night Nurse
HN_5 Tue Night Caretaker
HN_5 Wed Night Nurse
HN_5 Thu Night Nurse
HN_5 Fri Night HeadNurse
HN_5 Sat Night Caretaker
NU_6 Mon Day Caretaker
NU_6 Tue Early Caretaker
NU_6 Wed Early Caretaker
NU_6 Thu Early Nurse
NU_6 Fri Late Caretaker
NU_6 Sun Day Nurse
NU_7 Mon Early Nurse
NU_7 Tue Late Nurse
NU_7 Wed Late Nurse
NU_7 Sat Day Nurse
NU_7 Sun Day Nurse
NU_8 Mon Late Nurse
NU_8 Tue Late Nurse
NU_8 Thu Early Nurse
NU_8 Fri Day Caretaker
NU_8 Sat Early Nurse
NU_8 Sun Day Nurse
NU_9 Thu Night Caretaker
NU_9 Sat Late Nurse
NU_9 Sun Late Nurse
NU_10 Mon Day Caretaker
NU_10 Tue Day Nurse
NU_10 Wed Late Caretaker
NU_10 Thu Late Nurse
NU_10 Sat Early Nurse
NU_10 Sun Night Caretaker
NU_11 Wed Day Caretaker
NU_11 Thu Early Caretaker
NU_11 Fri Early Nurse
NU_11 Sat Night Caretaker
NU_11 Sun Night Nurse
NU_12 Tue Day Caretaker
NU_12 Wed Late Caretaker
NU_12 Fri Day Caretaker
NU_12 Sat Late Caretaker
NU_12 Sun Late Nurse
NU_13 Mon Day Nurse
NU_13 Tue Night Nurse
NU_13 Wed Night Caretaker
NU_13 Fri Early Caretaker
NU_13 Sat Early Nurse
NU_13 Sun Night Caretaker
NU_14 Wed Day Nurse
NU_14 Thu Night Nurse
NU_14 Sun Early Nurse
NU_15 Tue Day Caretaker
NU_15 Wed Early Nurse
NU_15 Thu Day Nurse
NU_16 Mon Day Nurse
NU_16 Tue Night Caretaker
NU_16 Fri Day Nurse
NU_16 Sat Early Caretaker
NU_16 Sun Day Caretaker
CT_17 Tue Early Caretaker
CT_17 Wed Early Caretaker
CT_17 Thu Night Caretaker
CT_17 Fri Night Caretaker
CT_17 Sun Early Caretaker
CT_18 Wed Night Caretaker
CT_18 Thu Night Caretaker
CT_18 Sun Early Caretaker
CT_19 Mon Night Caretaker
CT_19 Tue Night Caretaker
CT_19 Thu Day Caretaker
CT_19 Sat Day Caretaker
CT_19 Sun Early Caretaker
CT_20 Mon Early Caretaker
CT_20 Tue Early Caretaker
CT_20 Thu Day Caretaker
CT_20 Sat Night Caretaker
CT_21 Mon Night Caretaker
CT_21 Wed Day Caretaker
CT_21 Thu Late Caretaker
CT_21 Fri Late Caretaker
CT_21 Sat Late Caretaker
CT_22 Tue Day Caretaker
CT_22 Wed Early Caretaker
CT_22 Thu Late Caretaker
CT_22 Fri Late Caretaker
CT_22 Sat Late Caretaker
CT_22 Sun Night Caretaker
CT_23 Mon Late Caretaker
CT_23 Tue Late Caretaker
CT_23 Fri Night Caretaker
CT_24 Mon Late Caretaker
CT_24 Tue Late Caretaker
CT_24 Thu Early Caretaker
CT_24 Fri Early Caretaker
CT_24 Sat Early Caretaker
CT_25 Mon Early Caretaker
CT_25 Tue Day Caretaker
CT_25 Wed Day Caretaker
CT_25 Thu Day Caretaker
CT_25 Fri Day Caretaker
CT_25 Sat Late Caretaker
CT_26 Mon Late Caretaker
CT_26 Wed Day Caretaker
CT_26 Thu Day Caretaker
CT_26 Fri Early Caretaker
CT_26 Sat Day Caretaker
CT_26 Sun Early Caretaker
CT_27 Tue Late Caretaker
CT_27 Wed Night Caretaker
CT_27 Thu Night Caretaker
CT_27 Sat Early Caretaker
CT_27 Sun Day Caretaker
CT_28 Mon Night Caretaker
CT_28 Thu Early Caretaker
CT_28 Fri Day Caretaker
CT_28 Sat Late Caretaker
CT_28 Sun Late Caretaker
TR_29 Mon Night Trainee
TR_29 Wed Early Trainee
TR_29 Fri Early Trainee
TR_29 Sat Day Trainee
TR_30 Mon Early Trainee
TR_30 Tue Late Trainee
TR_30 Thu Day Trainee
TR_30 Fri Early Trainee
TR_30 Sat Late Trainee
TR_30 Sun Late Trainee
TR_31 Mon Late Trainee
TR_31 Wed Early Trainee
TR_31 Thu Day Trainee
TR_31 Fri Early Trainee
TR_31 Sat Late Trainee
TR_31 Sun Late Trainee
TR_32 Mon Late Trainee
TR_32 Wed Early Trainee
TR_32 Thu Late Trainee
TR_32 Fri Late Trainee
TR_32 Sat Late Trainee
TR_32 Sun Night Trainee
TR_33 Wed Night Trainee
TR_33 Thu Night Trainee
TR_33 Fri Night Trainee
TR_33 Sun Early Trainee
TR_34 Tue Late Trainee
TR_34 Wed Late Trainee
TR_34 Thu Night Trainee

