SOLUTION
7 n035w8

ASSIGNMENTS = 142
HN_0 Mon Night HeadNurse
HN_0 Tue Night HeadNurse
HN_0 Sat Day Nurse
HN_0 Sun Day Nurse
HN_1 Mon Late Nurse
HN_1 Tue Late Caretaker
HN_1 Wed Late HeadNurse
HN_1 Sun Day HeadNurse
HN_2 Mon Early HeadNurse
HN_2 Tue Early HeadNurse
HN_2 Fri Early Caretaker
HN_2 Sat Early Caretaker
HN_2 Sun Early HeadNurse
HN_3 Tue Day Nurse
HN_3 Wed Day Caretaker
HN_3 Thu Day HeadNurse
HN_3 Fri Late HeadNurse
HN_4 Mon Day Nurse
HN_4 Thu Early Nurse
HN_4 Fri Early HeadNurse
HN_4 Sat Late Nurse
HN_4 Sun Late Nurse
HN_5 Mon Late Caretaker
HN_5 Tue Late Nurse
HN_5 Wed Late Nurse
NU_6 Tue Early Nurse
NU_6 Wed Early Nurse
NU_6 Thu Day Nurse
NU_6 Fri Day Caretaker
NU_7 Mon Late Nurse
NU_7 Thu Early Caretaker
NU_7 Fri Early Nurse
NU_7 Sat Early Nurse
NU_7 Sun Early Nurse
NU_8 Tue Day Nurse
NU_8 Wed Day Nurse
NU_8 Thu Night Nurse
NU_8 Fri Night Caretaker
NU_8 Sat Night Nurse
NU_8 Sun Night Nurse
NU_9 Tue Night Caretaker
NU_9 Wed Night Nurse
NU_9 Thu Night Caretaker
NU_9 Fri Night Caretaker
NU_10 Wed Day Caretaker
NU_10 Thu Day Caretaker
NU_10 Fri Day Nurse
NU_11 Wed Late Nurse
NU_11 Thu Late Nurse
NU_11 Fri Late Nurse
NU_12 Mon Early Nurse
NU_12 Tue Early Caretaker
NU_12 Wed Early Nurse
NU_12 Sat Early Nurse
NU_12 Sun Early Caretaker
NU_13 Mon Night Caretaker
NU_13 Tue Night Nurse
NU_13 Wed Night Nurse
NU_14 Mon Night Nurse
NU_14 Fri Early Caretaker
NU_14 Sat Early Caretaker
NU_14 Sun Night Caretaker
NU_15 Mon Early Caretaker
NU_15 Fri Night Nurse
NU_15 Sat Night Caretaker
NU_15 Sun Night Caretaker
NU_16 Mon Day Caretaker
NU_16 Tue Day Caretaker
CT_17 Mon Night Caretaker
CT_17 Tue Night Caretaker
CT_17 Wed Night Caretaker
CT_17 Thu Night Caretaker
CT_17 Fri Night Caretaker
CT_18 Mon Late Caretaker
CT_18 Tue Late Caretaker
CT_18 Wed Late Caretaker
CT_19 Thu Late Caretaker
CT_19 Fri Late Caretaker
CT_19 Sat Late Caretaker
CT_20 Mon Early Caretaker
CT_20 Thu Early Caretaker
CT_20 Fri Early Caretaker
CT_20 Sat Day Caretaker
CT_20 Sun Day Caretaker
CT_21 Wed Day Caretaker
CT_21 Thu Day Caretaker
CT_21 Fri Day Caretaker
CT_22 Mon Early Caretaker
CT_22 Tue Early Caretaker
CT_22 Wed Early Caretaker
CT_22 Sat Late Caretaker
CT_22 Sun Late Caretaker
CT_23 Tue Late Caretaker
CT_23 Wed Late Caretaker
CT_23 Thu Late Caretaker
CT_23 Fri Late Caretaker
CT_24 Mon Day Caretaker
CT_24 Tue Late Caretaker
CT_24 Wed Late Caretaker
CT_24 Sat Day Caretaker
CT_24 Sun Day Caretaker
CT_25 Wed Day Caretaker
CT_25 Thu Day Caretaker
CT_25 Fri Late Caretaker
CT_26 Fri Day Caretaker
CT_26 Sat Day Caretaker
CT_26 Sun Early Caretaker
CT_27 Mon Early Caretaker
CT_27 Tue Early Caretaker
CT_27 Wed Early Caretaker
CT_28 Mon Day Caretaker
CT_28 Tue Day Caretaker
CT_28 Wed Night Caretaker
CT_28 Thu Night Caretaker
CT_28 Fri Night Caretaker
TR_29 Mon Late Trainee
TR_29 Fri Early Trainee
TR_29 Sat Early Trainee
TR_29 Sun Late Trainee
TR_30 Tue Day Trainee
TR_30 Wed Day Trainee
TR_30 Thu Late Trainee
TR_30 Fri Late Trainee
TR_31 Wed Early Trainee
TR_31 Thu Night Trainee
TR_31 Fri Night Trainee
TR_31 Sat Night Trainee
TR_31 Sun Night Trainee
TR_32 Mon Day Trainee
TR_32 Tue Day Trainee
TR_32 Wed Day Trainee
TR_32 Thu Day Trainee
TR_32 Fri Day Trainee
TR_33 Mon Night Trainee
TR_33 Tue Night Trainee
TR_33 Wed Night Trainee
TR_33 Sat Day Trainee
TR_33 Sun Day Trainee
TR_34 Mon Late Trainee
TR_34 Tue Late Trainee
TR_34 Sat Early Trainee
TR_34 Sun Early Trainee

