SOLUTION
3 n070w4

ASSIGNMENTS = 326
HN_0 Mon Late Nurse
HN_0 Tue Late HeadNurse
HN_0 Fri Day HeadNurse
HN_0 Sat Day HeadNurse
HN_0 Sun Early HeadNurse
HN_1 Tue Early HeadNurse
HN_1 Wed Early HeadNurse
HN_1 Thu Night Nurse
HN_1 Fri Night HeadNurse
HN_2 Wed Late Nurse
HN_2 Thu Late Nurse
HN_2 Fri Late Nurse
HN_3 Mon Early Nurse
HN_3 Tue Day Nurse
HN_3 Wed Day Nurse
HN_3 Thu Day Nurse
HN_3 Fri Day Nurse
HN_3 Sat Early HeadNurse
HN_4 Wed Late HeadNurse
HN_4 Thu Late HeadNurse
HN_4 Fri Late HeadNurse
HN_5 Tue Day Nurse
HN_5 Wed Day Nurse
HN_5 Thu Day HeadNurse
HN_5 Fri Day Nurse
HN_5 Sat Late HeadNurse
HN_6 Tue Night Nurse
HN_6 Wed Night HeadNurse
HN_6 Thu Night HeadNurse
HN_6 Sun Day Nurse
HN_7 Mon Early HeadNurse
HN_7 Tue Day HeadNurse
HN_7 Fri Night Nurse
HN_7 Sat Night HeadNurse
HN_7 Sun Night HeadNurse
NU_8 Tue Night Caretaker
NU_8 Wed Night Caretaker
NU_8 Thu Night Nurse
NU_8 Fri Night Nurse
NU_9 Mon Day Caretaker
NU_9 Tue Day Caretaker
NU_9 Wed Day Nurse
NU_9 Thu Day Caretaker
NU_9 Fri Day Caretaker
NU_10 Tue Night Caretaker
NU_10 Wed Night Caretaker
NU_10 Thu Night Caretaker
NU_10 Fri Night Nurse
NU_11 Mon Day Nurse
NU_11 Tue Day Caretaker
NU_11 Fri Day Nurse
NU_11 Sat Day Caretaker
NU_11 Sun Early Nurse
NU_12 Mon Night Nurse
NU_12 Tue Night Nurse
NU_12 Wed Night Caretaker
NU_12 Thu Night Caretaker
NU_12 Fri Night Caretaker
NU_13 Mon Night Caretaker
NU_13 Tue Night Caretaker
NU_13 Thu Night Caretaker
NU_13 Fri Night Nurse
NU_14 Tue Early Caretaker
NU_14 Wed Day Caretaker
NU_14 Thu Early Caretaker
NU_14 Fri Early Nurse
NU_14 Sun Day Caretaker
NU_15 Tue Late Nurse
NU_15 Wed Night Caretaker
NU_15 Thu Night Nurse
NU_16 Mon Late Caretaker
NU_16 Tue Late Nurse
NU_16 Wed Night Caretaker
NU_16 Sat Night Nurse
NU_17 Mon Late Nurse
NU_17 Sat Late Caretaker
NU_17 Sun Late Nurse
NU_18 Mon Day Nurse
NU_18 Tue Day Caretaker
