SOLUTION
3 n110w4

ASSIGNMENTS = 386
HN_0 Wed Day HeadNurse
HN_0 Thu Day Nurse
HN_0 Fri Early Nurse
HN_0 Sat Early Nurse
HN_0 Sun Day HeadNurse
HN_1 Mon Early Nurse
HN_1 Tue Late HeadNurse
HN_1 Wed Late HeadNurse
HN_2 Mon Late HeadNurse
HN_2 Tue Late Nurse
HN_3 Mon Night Nurse
HN_3 Tue Night Nurse
HN_3 Wed Night Nurse
HN_3 Thu Night Nurse
HN_3 Fri Night HeadNurse
HN_4 Tue Day Nurse
HN_4 Wed Day Nurse
HN_4 Thu Late Nurse
HN_4 Fri Late Nurse
HN_5 Wed Early HeadNurse
HN_5 Thu Early HeadNurse
HN_5 Fri Early Nurse
HN_6 Tue Day Nurse
HN_6 Wed Day Nurse
HN_6 Thu Day Nurse
HN_6 Fri Day Nurse
HN_7 Thu Day HeadNurse
HN_7 Fri Day HeadNurse
HN_7 Sat Day Nurse
HN_7 Sun Night Nurse
HN_8 Mon Late Nurse
HN_8 Sat Early Nurse
HN_8 Sun Early HeadNurse
HN_9 Tue Day HeadNurse
HN_9 Wed Day Nurse
HN_9 Thu Late Nurse
HN_9 Fri Late HeadNurse
HN_10 Mon Early HeadNurse
HN_10 Fri Day Nurse
HN_10 Sat Day HeadNurse
HN_10 Sun Early Nurse
HN_11 Thu Night HeadNurse
HN_11 Fri Night Nurse
HN_12 Tue Early Nurse
HN_12 Wed Early Nurse
HN_12 Thu Early Nurse
HN_13 Tue Early HeadNurse
HN_13 Wed Early HeadNurse
HN_13 Thu Late HeadNurse
HN_13 Fri Late Nurse
HN_13 Sat Late HeadNurse
HN_13 Sun Late HeadNurse
HN_14 Mon Early Nurse
HN_15 Mon Night Nurse
HN_15 Tue Night Nurse
HN_15 Wed Night HeadNurse
HN_15 Thu Night HeadNurse
HN_15 Fri Night HeadNurse
HN_16 Mon Day HeadNurse
HN_16 Tue Day HeadNurse
HN_16 Fri Early HeadNurse
HN_16 Sat Early HeadNurse
HN_16 Sun Night HeadNurse
HN_17 Mon Night HeadNurse
HN_18 Mon Late Nurse
HN_18 Tue Late Nurse
HN_18 Wed Late HeadNurse
HN_18 Sat Day HeadNurse
HN_18 Sun Day Nurse
HN_19 Wed Early Nurse
HN_19 Thu Early Nurse
HN_19 Fri Early Nurse
HN_19 Sat Early HeadNurse
HN_19 Sun Late HeadNurse
NU_20 Tue Night Nurse
NU_20 Wed Night Nurse
NU_20 Thu Night Caretaker
NU_20 Fri Night Caretaker
NU_21 Mon Night Caretaker
NU_21 Tue Night Caretaker
NU_21 Wed Night Caretaker
NU_21 Thu Night Caretaker
NU_21 Fri Night Caretaker
NU_22 Mon Late Nurse
NU_22 Tue Late Caretaker
NU_22 Wed Late Caretaker
NU_22 Thu Night Caretaker
NU_22 Fri Night Nurse
NU_23 Wed Early Caretaker
NU_23 Thu Early Nurse
NU_23 Fri Early Caretaker
NU_24 Thu Day Nurse
NU_24 Fri Day Caretaker
NU_24 Sat Night Nurse
NU_24 Sun Night Caretaker
NU_25 Thu Night Caretaker
NU_25 Fri Night Caretaker
NU_25 Sat Night Caretaker
NU_25 Sun Night Nurse
NU_26 Tue Night Caretaker
NU_26 Wed Night Nurse
NU_26 Thu Night Nurse
NU_26 Fri Night Nurse
NU_27 Thu Late Caretaker
NU_27 Fri Late Nurse
NU_28 Tue Night Caretaker
NU_28 Wed Night Caretaker
NU_28 Thu Night Nurse
NU_28 Fri Night Nurse
NU_29 Mon Early Nurse
NU_29 Tue Early Caretaker
NU_29 Wed Late Nurse
NU_29 Thu Late Caretaker
NU_30 Mon Night Nurse
NU_31 Tue Early Nurse
NU_31 Wed Early Caretaker
NU_31 Thu Late Nurse
NU_31 Fri Late Caretaker
NU_32 Mon Early Nurse
NU_32 Tue Early Caretaker
NU_32 Wed Early Caretaker
NU_32 Sat Late Caretaker
NU_32 Sun Late Nurse
NU_33 Mon Late Caretaker
NU_33 Tue Late Caretaker
NU_33 Wed Late Nurse
NU_33 Sat Early Caretaker
NU_33 Sun Early Caretaker
NU_34 Mon Day Nurse
NU_34 Thu Day Nurse
NU_34 Fri Day Nurse
NU_35 Mon Day Caretaker
NU_35 Tue Day Nurse
NU_35 Wed Day Caretaker
NU_35 Thu Day Caretaker
NU_35 Fri Day Caretaker
NU_36 Mon Day Nurse
NU_37 Mon Late Nurse
NU_37 Tue Late Nurse
NU_37 Wed Late Nurse
NU_38 Mon Early Caretaker
NU_38 Thu Early Nurse
NU_38 Fri Early Caretaker
NU_38 Sat Early Nurse
NU_38 Sun Late Caretaker
NU_39 Fri Late Caretaker
NU_39 Sat Late Nurse
NU_39 Sun Late Caretaker
CT_40 Thu Early Caretaker
CT_40 Fri Early Caretaker
CT_41 Thu Day Caretaker
CT_41 Fri Day Caretaker
CT_42 Mon Late Caretaker
CT_42 Thu Day Caretaker
CT_42 Fri Day Caretaker
CT_42 Sat Early Caretaker
CT_42 Sun Early Caretaker
CT_43 Mon Late Caretaker
CT_44 Sat Day Caretaker
CT_44 Sun Day Caretaker
CT_45 Tue Day Caretaker
CT_45 Wed Day Caretaker
CT_45 Thu Early Caretaker
CT_45 Fri Early Caretaker
CT_46 Mon Day Caretaker
CT_47 Mon Day Caretaker
CT_47 Thu Early Caretaker
CT_47 Fri Early Caretaker
CT_47 Sat Late Caretaker
CT_47 Sun Late Caretaker
CT_48 Wed Late Caretaker
CT_48 Thu Late Caretaker
CT_48 Fri Late Caretaker
CT_49 Mon Late Caretaker
CT_49 Tue Late Caretaker
CT_49 Fri Night Caretaker
CT_49 Sat Night Caretaker
CT_49 Sun Night Caretaker
CT_50 Fri Early Caretaker
CT_50 Sat Early Caretaker
CT_50 Sun Early Caretaker
CT_51 Wed Late Caretaker
CT_51 Thu Late Caretaker
CT_51 Fri Late Caretaker
CT_52 Mon Night Caretaker
CT_52 Tue Night Caretaker
CT_52 Wed Night Caretaker
CT_52 Thu Night Caretaker
CT_53 Mon Early Caretaker
CT_53 Tue Early Caretaker
CT_53 Wed Late Caretaker
CT_53 Thu Late Caretaker
CT_54 Mon Late Caretaker
CT_54 Tue Late Caretaker
CT_54 Wed Late Caretaker
CT_54 Thu Late Caretaker
CT_54 Fri Late Caretaker
CT_55 Mon Early Caretaker
CT_55 Tue Early Caretaker
CT_56 Tue Day Caretaker
CT_56 Wed Day Caretaker
CT_57 Mon Late Caretaker
CT_58 Thu Late Caretaker
CT_58 Fri Late Caretaker
CT_59 Mon Night Caretaker
CT_59 Tue Night Caretaker
CT_59 Wed Night Caretaker
CT_59 Thu Night Caretaker
CT_60 Mon Night Caretaker
CT_61 Wed Early Caretaker
CT_61 Thu Early Caretaker
CT_62 Mon Early Caretaker
CT_62 Tue Early Caretaker
CT_62 Wed Early Caretaker
CT_62 Thu Day Caretaker
CT_62 Fri Day Caretaker
CT_63 Mon Day Caretaker
CT_63 Tue Day Caretaker
CT_63 Wed Day Caretaker
CT_63 Thu Day Caretaker
CT_64 Sat Late Caretaker
CT_64 Sun Late Caretaker
CT_65 Mon Night Caretaker
CT_65 Tue Night Caretaker
CT_65 Wed Night Caretaker
CT_65 Thu Night Caretaker
CT_65 Fri Night Caretaker
CT_66 Wed Early Caretaker
CT_66 Thu Early Caretaker
CT_66 Fri Day Caretaker
CT_66 Sat Day Caretaker
CT_66 Sun Day Caretaker
CT_67 Mon Day Caretaker
CT_67 Tue Day Caretaker
CT_68 Sat Night Caretaker
CT_68 Sun Night Caretaker
CT_69 Tue Late Caretaker
CT_69 Wed Late Caretaker
CT_69 Thu Late Caretaker
CT_70 Mon Early Caretaker
CT_70 Tue Day Caretaker
CT_70 Wed Day Caretaker
CT_71 Mon Early Caretaker
CT_71 Tue Early Caretaker
CT_72 Thu Early Caretaker
CT_72 Fri Early Caretaker
CT_73 Tue Day Caretaker
CT_73 Wed Day Caretaker
CT_74 Mon Early Caretaker
CT_74 Tue Early Caretaker
CT_75 Fri Night Caretaker
CT_75 Sat Night Caretaker
CT_75 Sun Night Caretaker
CT_76 Mon Night Caretaker
CT_76 Tue Night Caretaker
CT_76 Wed Night Caretaker
CT_76 Thu Night Caretaker
CT_76 Fri Night Caretaker
CT_77 Mon Late Caretaker
CT_77 Tue Late Caretaker
CT_77 Wed Late Caretaker
CT_77 Sat Early Caretaker
CT_77 Sun Early Caretaker
CT_78 Mon Night Caretaker
CT_78 Thu Day Caretaker
CT_78 Fri Day Caretaker
CT_78 Sat Day Caretaker
CT_78 Sun Day Caretaker
CT_79 Mon Day Caretaker
CT_79 Tue Day Caretaker
CT_79 Wed Day Caretaker
TR_80 Thu Early Trainee
TR_80 Fri Early Trainee
TR_80 Sat Early Trainee
TR_80 Sun Day Trainee
TR_81 Sat Early Trainee
TR_81 Sun Early Trainee
TR_82 Tue Late Trainee
TR_82 Wed Late Trainee
TR_82 Thu Late Trainee
TR_83 Mon Late Trainee
TR_83 Sat Night Trainee
TR_83 Sun Night Trainee
TR_84 Mon Night Trainee
TR_84 Tue Night Trainee
TR_84 Wed Night Trainee
TR_85 Tue Late Trainee
TR_85 Wed Late Trainee
TR_85 Thu Late Trainee
TR_86 Mon Early Trainee
TR_86 Tue Early Trainee
TR_86 Wed Early Trainee
TR_86 Thu Late Trainee
TR_86 Fri Late Trainee
TR_87 Thu Late Trainee
TR_87 Fri Late Trainee
TR_87 Sat Night Trainee
TR_87 Sun Night Trainee
TR_88 Wed Day Trainee
TR_88 Thu Day Trainee
TR_88 Fri Late Trainee
TR_88 Sat Late Trainee
TR_88 Sun Late Trainee
TR_89 Mon Night Trainee
TR_89 Tue Night Trainee
TR_89 Wed Night Trainee
TR_89 Thu Night Trainee
TR_89 Fri Night Trainee
TR_90 Thu Day Trainee
TR_90 Fri Day Trainee
TR_90 Sat Day Trainee
TR_90 Sun Early Trainee
TR_91 Mon Day Trainee
TR_91 Tue Day Trainee
TR_91 Fri Day Trainee
TR_91 Sat Day Trainee
TR_91 Sun Day Trainee
TR_92 Mon Late Trainee
TR_92 Tue Late Trainee
TR_93 Mon Day Trainee
TR_93 Tue Day Trainee
TR_93 Wed Early Trainee
TR_93 Thu Early Trainee
TR_94 Sat Early Trainee
TR_94 Sun Early Trainee
TR_95 Mon Late Trainee
TR_95 Tue Late Trainee
TR_96 Mon Night Trainee
TR_96 Tue Night Trainee
TR_96 Wed Night Trainee
TR_96 Thu Night Trainee
TR_97 Wed Early Trainee
TR_97 Thu Early Trainee
TR_97 Fri Early Trainee
TR_97 Sat Early Trainee
TR_97 Sun Day Trainee
TR_98 Mon Early Trainee
TR_98 Tue Early Trainee
TR_98 Wed Day Trainee
TR_98 Thu Day Trainee
TR_98 Fri Night Trainee
TR_98 Sat Night Trainee
TR_98 Sun Night Trainee
TR_99 Mon Early Trainee
TR_99 Tue Early Trainee
TR_99 Wed Late Trainee
TR_99 Thu Late Trainee
TR_99 Fri Late Trainee
TR_100 Mon Night Trainee
TR_100 Tue Night Trainee
TR_100 Wed Night Trainee
TR_100 Thu Night Trainee
TR_100 Fri Night Trainee
TR_101 Mon Night Trainee
TR_101 Thu Day Trainee
TR_101 Fri Day Trainee
TR_101 Sat Day Trainee
TR_101 Sun Early Trainee
TR_102 Wed Late Trainee
TR_102 Thu Late Trainee
TR_103 Sat Early Trainee
TR_103 Sun Early Trainee
TR_104 Mon Early Trainee
TR_104 Tue Early Trainee
TR_104 Wed Night Trainee
TR_104 Thu Night Trainee
TR_104 Fri Night Trainee
TR_105 Mon Early Trainee
TR_105 Tue Late Trainee
TR_105 Wed Late Trainee
TR_106 Mon Day Trainee
TR_106 Tue Day Trainee
TR_106 Wed Early Trainee
TR_106 Thu Early Trainee
TR_106 Fri Early Trainee
TR_107 Mon Day Trainee
TR_107 Tue Day Trainee
TR_107 Wed Early Trainee
TR_107 Thu Early Trainee
TR_108 Thu Early Trainee
TR_108 Fri Early Trainee
TR_109 Wed Day Trainee
TR_109 Thu Day Trainee
TR_109 Fri Day Trainee
TR_109 Sat Day Trainee
TR_109 Sun Late Trainee

