SOLUTION
6 n110w8

ASSIGNMENTS = 386
HN_0 Wed Early HeadNurse
HN_0 Thu Early HeadNurse
HN_0 Fri Early HeadNurse
HN_1 Mon Early HeadNurse
HN_1 Tue Early HeadNurse
HN_1 Wed Night HeadNurse
HN_1 Thu Night HeadNurse
HN_1 Fri Night HeadNurse
HN_2 Mon Day Nurse
HN_2 Tue Day HeadNurse
HN_2 Fri Day Nurse
HN_2 Sat Day HeadNurse
HN_2 Sun Day Nurse
HN_3 Wed Night Nurse
HN_3 Thu Night HeadNurse
HN_3 Fri Night HeadNurse
HN_4 Mon Day HeadNurse
HN_4 Tue Day HeadNurse
HN_4 Wed Day HeadNurse
HN_4 Fri Night Nurse
HN_4 Sat Night Nurse
HN_4 Sun Night Nurse
HN_5 Tue Day Nurse
HN_5 Wed Day HeadNurse
HN_5 Thu Day Nurse
HN_5 Fri Day Nurse
HN_6 Tue Late HeadNurse
HN_6 Wed Late HeadNurse
HN_7 Sat Early HeadNurse
HN_7 Sun Late HeadNurse
HN_8 Wed Early Nurse
HN_8 Thu Early HeadNurse
HN_9 Tue Late Nurse
HN_9 Wed Late HeadNurse
HN_10 Mon Early Nurse
HN_10 Tue Early Nurse
HN_10 Wed Early Nurse
HN_10 Sat Early Nurse
HN_10 Sun Early HeadNurse
HN_11 Mon Night HeadNurse
HN_11 Sat Day Nurse
HN_11 Sun Day Nurse
HN_12 Wed Late Nurse
HN_12 Thu Late HeadNurse
HN_12 Fri Late HeadNurse
HN_13 Mon Day Nurse
HN_13 Fri Late Nurse
HN_13 Sat Late HeadNurse
HN_13 Sun Late HeadNurse
HN_14 Mon Night HeadNurse
HN_14 Tue Night HeadNurse
HN_14 Wed Night HeadNurse
HN_15 Mon Late HeadNurse
HN_15 Tue Late HeadNurse
HN_16 Thu Early Nurse
HN_16 Fri Early Nurse
HN_16 Sat Late Nurse
HN_16 Sun Late Nurse
HN_17 Sat Night HeadNurse
HN_17 Sun Night HeadNurse
HN_18 Wed Early Nurse
HN_18 Thu Early Nurse
HN_19 Mon Late Nurse
HN_19 Thu Day HeadNurse
HN_19 Fri Day HeadNurse
NU_20 Fri Early Nurse
NU_20 Sat Early Nurse
NU_20 Sun Early Nurse
NU_21 Mon Late Caretaker
NU_21 Tue Night Nurse
NU_21 Wed Night Caretaker
NU_21 Thu Night Nurse
NU_21 Fri Night Nurse
NU_22 Tue Day Nurse
NU_22 Wed Day Nurse
