SOLUTION
1 n070w8

ASSIGNMENTS = 260
HN_0 Mon Day Nurse
HN_0 Sat Late Nurse
HN_0 Sun Late HeadNurse
HN_1 Mon Night Nurse
HN_1 Tue Night Nurse
HN_1 Wed Night Nurse
HN_1 Thu Night HeadNurse
HN_1 Sat Early HeadNurse
HN_1 Sun Early Nurse
HN_2 Tue Late HeadNurse
HN_2 Wed Late HeadNurse
HN_2 Thu Late Nurse
HN_2 Fri Late HeadNurse
HN_3 Thu Early Nurse
HN_3 Fri Early HeadNurse
HN_3 Sat Night HeadNurse
HN_3 Sun Night HeadNurse
HN_4 Thu Day Nurse
HN_4 Fri Day HeadNurse
HN_5 Thu Day HeadNurse
HN_5 Fri Day Nurse
HN_5 Sat Day HeadNurse
HN_5 Sun Day HeadNurse
HN_6 Mon Late HeadNurse
HN_6 Fri Late Nurse
HN_6 Sat Late HeadNurse
HN_6 Sun Late Nurse
HN_7 Mon Day HeadNurse
HN_7 Tue Day Nurse
HN_7 Wed Day Nurse
HN_7 Thu Early HeadNurse
NU_8 Mon Late Nurse
NU_8 Tue Late Caretaker
NU_8 Fri Early Caretaker
NU_8 Sat Early Caretaker
NU_8 Sun Early Nurse
NU_9 Tue Day Caretaker
NU_9 Wed Day Caretaker
NU_9 Thu Day Nurse
NU_9 Fri Day Nurse
NU_10 Tue Night Nurse
NU_10 Wed Night Caretaker
NU_10 Thu Night Nurse
NU_10 Fri Night Nurse
NU_11 Tue Night Caretaker
NU_11 Wed Night Nurse
NU_11 Thu Night Nurse
NU_12 Mon Day Nurse
NU_12 Tue Day Nurse
NU_13 Wed Day Caretaker
NU_13 Thu Day Nurse
NU_13 Fri Day Nurse
NU_13 Sat Late Caretaker
NU_13 Sun Late Caretaker
NU_14 Mon Day Caretaker
NU_14 Tue Day Nurse
NU_14 Wed Day Caretaker
NU_14 Sat Day Nurse
NU_14 Sun Day Caretaker
NU_15 Thu Night Nurse
NU_15 Fri Night Caretaker
NU_15 Sat Night Nurse
NU_15 Sun Night Caretaker
NU_16 Mon Early Nurse
NU_16 Tue Early Nurse
NU_16 Wed Early Caretaker
NU_17 Mon Late Nurse
NU_17 Tue Late Caretaker
NU_18 Mon Night Nurse
NU_18 Tue Night Caretaker
NU_18 Wed Night Caretaker
NU_18 Thu Night Nurse
NU_18 Fri Night Nurse
NU_19 Wed Late Caretaker
NU_19 Thu Late Nurse
NU_19 Fri Late Nurse
NU_20 Mon Late Nurse
NU_20 Tue Late Caretaker
NU_21 Tue Late Nurse
NU_21 Wed Late Nurse
NU_21 Thu Late Caretaker
NU_21 Fri Late Caretaker
NU_22 Fri Night Caretaker
NU_22 Sat Night Caretaker
NU_22 Sun Night Nurse
NU_24 Thu Day Caretaker
NU_24 Fri Day Caretaker
NU_24 Sat Late Nurse
NU_24 Sun Late Nurse
NU_25 Mon Late Caretaker
NU_25 Tue Late Nurse
NU_25 Wed Late Caretaker
NU_25 Thu Late Caretaker
NU_25 Fri Late Nurse
NU_26 Fri Early Caretaker
NU_26 Sat Early Nurse
NU_26 Sun Day Nurse
NU_27 Sat Night Caretaker
NU_27 Sun Night Nurse
NU_28 Mon Day Nurse
NU_28 Tue Day Nurse
NU_29 Mon Early Nurse
NU_29 Tue Early Caretaker
NU_29 Wed Day Nurse
NU_29 Thu Day Caretaker
NU_30 Mon Late Caretaker
NU_30 Tue Late Nurse
NU_30 Wed Late Nurse
NU_31 Wed Late Caretaker
NU_31 Thu Late Caretaker
