SOLUTION
2 n070w4

ASSIGNMENTS = 305
HN_0 Mon Late Nurse
HN_0 Tue Late HeadNurse
HN_1 Tue Day Nurse
HN_1 Wed Day HeadNurse
HN_1 Thu Late HeadNurse
HN_1 Fri Late Nurse
HN_1 Sat Night Nurse
HN_2 Thu Day Nurse
HN_2 Fri Day Nurse
HN_2 Sat Early HeadNurse
HN_2 Sun Night HeadNurse
HN_3 Mon Night Nurse
HN_4 Mon Late HeadNurse
HN_4 Tue Late Nurse
HN_4 Fri Late HeadNurse
HN_4 Sat Late HeadNurse
HN_4 Sun Late Nurse
HN_5 Tue Day Nurse
HN_5 Wed Early Nurse
HN_5 Thu Early Nurse
HN_5 Fri Night Nurse
HN_6 Mon Early Nurse
HN_6 Tue Early HeadNurse
HN_6 Wed Early HeadNurse
HN_6 Thu Late HeadNurse
HN_6 Fri Late Nurse
HN_7 Tue Day HeadNurse
HN_7 Wed Day HeadNurse
HN_7 Thu Night HeadNurse
HN_7 Sat Early Nurse
HN_7 Sun Early HeadNurse
NU_8 Mon Night Nurse
NU_8 Tue Night Nurse
NU_8 Wed Night Caretaker
NU_8 Thu Night Caretaker
NU_8 Fri Night Nurse
NU_9 Mon Night Caretaker
NU_9 Tue Night Caretaker
NU_9 Wed Night Caretaker
NU_9 Thu Night Caretaker
NU_9 Fri Night Caretaker
NU_10 Wed Day Nurse
NU_10 Thu Day Nurse
NU_10 Fri Day Nurse
NU_11 Mon Late Caretaker
NU_11 Tue Late Nurse
NU_11 Fri Day Caretaker
NU_11 Sat Day Caretaker
NU_11 Sun Day Nurse
NU_12 Mon Early Caretaker
NU_12 Tue Early Nurse
NU_12 Wed Night Nurse
NU_12 Thu Night Caretaker
NU_13 Mon Night Caretaker
NU_13 Sun Late Caretaker
NU_14 Mon Night Nurse
NU_14 Wed Early Caretaker
NU_14 Thu Early Nurse
NU_14 Fri Night Caretaker
NU_14 Sun Late Caretaker
NU_15 Tue Early Caretaker
NU_15 Wed Late Nurse
NU_16 Wed Late Nurse
NU_16 Sat Day Caretaker
NU_16 Sun Early Caretaker
NU_17 Mon Night Caretaker
NU_17 Thu Early Nurse
NU_17 Fri Early Nurse
NU_17 Sat Early Caretaker
NU_17 Sun Late Caretaker
NU_18 Mon Day Nurse
NU_18 Tue Early Nurse
NU_18 Fri Early Nurse
NU_18 Sun Day Caretaker
NU_19 Wed Day Caretaker
NU_19 Thu Day Caretaker
NU_19 Fri Late Nurse
NU_19 Sat Late Caretaker
NU_19 Sun Late Nurse
