SOLUTION
0 n110w8

ASSIGNMENTS = 388
HN_0 Wed Early HeadNurse
HN_0 Thu Early HeadNurse
HN_0 Fri Early HeadNurse
HN_1 Mon Early HeadNurse
HN_1 Tue Early Nurse
HN_1 Wed Late Nurse
HN_1 Thu Late HeadNurse
HN_1 Fri Late HeadNurse
HN_2 Wed Day HeadNurse
HN_2 Thu Day HeadNurse
HN_2 Fri Day Nurse
HN_3 Mon Day Nurse
HN_3 Tue Day HeadNurse
HN_3 Wed Day HeadNurse
HN_3 Thu Late Nurse
HN_3 Fri Late Nurse
HN_4 Tue Early Nurse
HN_4 Wed Early Nurse
HN_4 Thu Late HeadNurse
HN_4 Fri Late Nurse
HN_5 Mon Night Nurse
HN_5 Fri Early HeadNurse
HN_5 Sat Day Nurse
HN_5 Sun Day Nurse
HN_6 Mon Late HeadNurse
HN_6 Tue Late Nurse
HN_7 Mon Late HeadNurse
HN_7 Tue Late HeadNurse
HN_8 Mon Night HeadNurse
HN_8 Tue Night Nurse
HN_8 Wed Night HeadNurse
HN_8 Thu Night Nurse
HN_9 Mon Day HeadNurse
HN_10 Mon Day Nurse
HN_10 Thu Day HeadNurse
HN_10 Fri Day HeadNurse
HN_10 Sat Day HeadNurse
HN_10 Sun Day Nurse
HN_11 Mon Late Nurse
HN_11 Tue Late HeadNurse
HN_12 Thu Day Nurse
HN_12 Fri Day HeadNurse
HN_12 Sat Early HeadNurse
HN_12 Sun Early Nurse
HN_13 Wed Day HeadNurse
HN_13 Thu Day Nurse
HN_13 Fri Day Nurse
HN_14 Mon Early HeadNurse
HN_14 Fri Night HeadNurse
HN_14 Sat Night HeadNurse
HN_14 Sun Night HeadNurse
HN_15 Fri Early Nurse
HN_15 Sat Early HeadNurse
HN_15 Sun Early HeadNurse
HN_16 Tue Early HeadNurse
HN_16 Wed Early HeadNurse
HN_16 Thu Late Nurse
HN_16 Fri Late HeadNurse
HN_17 Mon Day HeadNurse
HN_17 Tue Day Nurse
HN_17 Wed Day Nurse
HN_17 Thu Day Nurse
HN_18 Thu Early Nurse
HN_18 Fri Early Nurse
HN_19 Mon Night HeadNurse
HN_19 Tue Night HeadNurse
HN_19 Wed Night Nurse
HN_19 Thu Night HeadNurse
HN_19 Fri Night HeadNurse
NU_21 Mon Day Caretaker
NU_21 Tue Day Caretaker
NU_21 Wed Late Nurse
NU_21 Thu Late Caretaker
NU_21 Fri Late Nurse
NU_22 Mon Late Nurse
