SOLUTION
1 n035w8

ASSIGNMENTS = 168
HN_0 Mon Night HeadNurse
HN_0 Thu Day Caretaker
HN_0 Fri Early Caretaker
HN_0 Sat Early HeadNurse
HN_0 Sun Day Nurse
HN_1 Mon Day Caretaker
HN_1 Tue Early HeadNurse
HN_1 Wed Early Nurse
HN_1 Thu Day Caretaker
HN_1 Fri Early Caretaker
HN_1 Sun Early HeadNurse
HN_2 Mon Late HeadNurse
HN_2 Tue Night Nurse
HN_2 Thu Early HeadNurse
HN_2 Fri Early Nurse
HN_2 Sat Early Nurse
HN_2 Sun Late Nurse
HN_3 Mon Early HeadNurse
HN_3 Tue Early Caretaker
HN_3 Wed Late HeadNurse
HN_3 Sat Night Nurse
HN_4 Mon Late Caretaker
HN_4 Tue Late HeadNurse
HN_4 Fri Night Nurse
HN_4 Sat Night Nurse
HN_4 Sun Night Nurse
HN_5 Wed Day Caretaker
HN_5 Thu Day HeadNurse
HN_5 Fri Day Nurse
HN_5 Sat Late Caretaker
HN_5 Sun Late HeadNurse
NU_6 Mon Day Nurse
NU_6 Thu Late Nurse
NU_6 Fri Late Nurse
NU_6 Sat Late Nurse
NU_6 Sun Late Caretaker
NU_7 Wed Early Caretaker
NU_7 Thu Day Nurse
NU_7 Fri Day Caretaker
NU_7 Sat Late Caretaker
NU_8 Mon Day Caretaker
NU_8 Tue Late Nurse
NU_8 Wed Night Caretaker
NU_8 Thu Night Nurse
NU_8 Fri Night Caretaker
NU_8 Sun Late Nurse
NU_9 Mon Early Nurse
NU_9 Tue Early Nurse
NU_9 Wed Early Caretaker
NU_9 Thu Day Caretaker
NU_9 Fri Day Caretaker
NU_10 Mon Day Caretaker
NU_10 Tue Day Caretaker
NU_10 Thu Early Caretaker
NU_10 Fri Early Nurse
NU_10 Sat Early Nurse
NU_10 Sun Day Nurse
NU_11 Mon Late Caretaker
NU_11 Wed Night Nurse
NU_11 Thu Night Caretaker
NU_11 Sat Day Caretaker
NU_11 Sun Early Nurse
NU_12 Mon Early Caretaker
NU_12 Tue Day Nurse
NU_12 Wed Early Nurse
NU_12 Thu Early Nurse
NU_12 Sat Early Caretaker
NU_12 Sun Late Caretaker
NU_13 Mon Late Nurse
NU_13 Tue Late Caretaker
NU_13 Wed Late Nurse
NU_13 Thu Night Caretaker
NU_14 Tue Early Nurse
NU_14 Wed Night Caretaker
NU_14 Sat Day Caretaker
NU_14 Sun Day Nurse
NU_15 Mon Night Nurse
NU_15 Wed Day Caretaker
NU_15 Thu Early Caretaker
NU_15 Sat Day Nurse
NU_15 Sun Day Nurse
NU_16 Mon Early Nurse
NU_16 Tue Day Caretaker
NU_16 Wed Day Nurse
NU_16 Thu Night Caretaker
NU_16 Sat Early Caretaker
NU_16 Sun Early Caretaker
CT_17 Mon Night Caretaker
CT_17 Wed Early Caretaker
CT_17 Thu Late Caretaker
CT_17 Fri Late Caretaker
CT_17 Sat Late Caretaker
CT_17 Sun Late Caretaker
CT_18 Mon Early Caretaker
CT_18 Tue Late Caretaker
CT_18 Fri Late Caretaker
CT_18 Sun Early Caretaker
CT_19 Mon Night Caretaker
CT_19 Wed Early Caretaker
CT_19 Thu Day Caretaker
CT_19 Fri Day Caretaker
CT_19 Sat Late Caretaker
CT_20 Mon Night Caretaker
CT_20 Tue Night Caretaker
CT_20 Thu Late Caretaker
CT_20 Fri Late Caretaker
CT_20 Sun Early Caretaker
CT_21 Tue Early Caretaker
CT_21 Wed Day Caretaker
CT_21 Fri Day Caretaker
CT_21 Sat Day Caretaker
CT_22 Mon Late Caretaker
CT_22 Wed Night Caretaker
CT_23 Wed Late Caretaker
CT_23 Thu Late Caretaker
CT_23 Sat Night Caretaker
CT_23 Sun Night Caretaker
CT_24 Mon Late Caretaker
CT_24 Tue Late Caretaker
CT_24 Thu Day Caretaker
CT_24 Fri Early Caretaker
CT_24 Sun Night Caretaker
CT_25 Mon Day Caretaker
CT_25 Tue Day Caretaker
CT_25 Thu Day Caretaker
CT_25 Fri Day Caretaker
CT_25 Sat Day Caretaker
CT_26 Tue Day Caretaker
CT_26 Wed Late Caretaker
CT_26 Thu Late Caretaker
CT_26 Fri Late Caretaker
CT_26 Sun Day Caretaker
CT_27 Mon Early Caretaker
CT_27 Tue Late Caretaker
CT_27 Thu Early Caretaker
CT_27 Fri Night Caretaker
CT_28 Wed Late Caretaker
CT_28 Sun Day Caretaker
TR_29 Mon Late Trainee
TR_29 Tue Late Trainee
TR_29 Wed Late Trainee
TR_29 Sat Night Trainee
TR_29 Sun Night Trainee
TR_30 Tue Night Trainee
TR_30 Wed Night Trainee
TR_30 Thu Night Trainee
TR_30 Sat Early Trainee
TR_30 Sun Day Trainee
TR_31 Mon Day Trainee
TR_31 Tue Early Trainee
TR_31 Sat Day Trainee
TR_31 Sun Early Trainee
TR_32 Mon Night Trainee
TR_32 Tue Night Trainee
TR_32 Wed Night Trainee
TR_32 Sat Early Trainee
TR_32 Sun Night Trainee
TR_33 Tue Day Trainee
TR_33 Thu Early Trainee
TR_33 Fri Day Trainee
TR_33 Sat Early Trainee
TR_33 Sun Day Trainee
TR_34 Mon Early Trainee
TR_34 Wed Early Trainee
TR_34 Thu Early Trainee
TR_34 Fri Early Trainee
TR_34 Sat Late Trainee
TR_34 Sun Late Trainee

