SOLUTION
3 n110w8

ASSIGNMENTS = 378
HN_0 Mon Day Nurse
HN_0 Tue Day HeadNurse
HN_0 Wed Day HeadNurse
HN_0 Sat Night HeadNurse
HN_0 Sun Night HeadNurse
HN_1 Mon Day Nurse
HN_1 Tue Day Nurse
HN_1 Wed Night HeadNurse
HN_1 Thu Night Nurse
HN_1 Fri Night HeadNurse
HN_2 Mon Late HeadNurse
HN_2 Tue Late Nurse
HN_2 Wed Late HeadNurse
HN_2 Thu Late HeadNurse
HN_2 Fri Late Nurse
HN_3 Mon Night Nurse
HN_3 Thu Day Nurse
HN_3 Fri Day Nurse
HN_4 Tue Day HeadNurse
HN_4 Wed Day Nurse
HN_4 Thu Day Nurse
HN_4 Fri Day Nurse
HN_5 Wed Early HeadNurse
HN_5 Thu Early HeadNurse
HN_5 Fri Early HeadNurse
HN_6 Sat Day Nurse
HN_6 Sun Day HeadNurse
HN_7 Mon Early Nurse
HN_7 Tue Early Nurse
HN_8 Thu Day Nurse
HN_8 Fri Day HeadNurse
HN_9 Fri Late Nurse
HN_9 Sat Late Nurse
HN_9 Sun Late Nurse
HN_10 Mon Night HeadNurse
HN_10 Tue Night HeadNurse
HN_10 Wed Night Nurse
HN_10 Thu Night HeadNurse
HN_10 Fri Night Nurse
HN_11 Mon Early HeadNurse
HN_11 Tue Early Nurse
HN_11 Wed Early Nurse
HN_11 Sat Late HeadNurse
HN_11 Sun Late HeadNurse
HN_12 Thu Night HeadNurse
HN_12 Fri Night HeadNurse
HN_12 Sat Night Nurse
HN_12 Sun Night Nurse
HN_13 Thu Day HeadNurse
HN_13 Fri Day HeadNurse
HN_13 Sat Early HeadNurse
HN_13 Sun Early HeadNurse
HN_14 Mon Late HeadNurse
HN_14 Tue Late HeadNurse
HN_14 Sat Day HeadNurse
HN_14 Sun Day Nurse
HN_15 Mon Early Nurse
HN_15 Tue Early HeadNurse
HN_15 Wed Late HeadNurse
HN_15 Thu Late Nurse
HN_16 Wed Early HeadNurse
HN_16 Thu Early Nurse
HN_16 Fri Early Nurse
HN_17 Mon Night HeadNurse
HN_17 Tue Night HeadNurse
HN_17 Wed Night Nurse
HN_17 Thu Night Nurse
HN_18 Thu Early HeadNurse
HN_18 Fri Early Nurse
HN_19 Wed Day HeadNurse
HN_19 Thu Early Nurse
HN_19 Fri Early Nurse
NU_20 Wed Late Nurse
NU_20 Thu Late Caretaker
NU_21 Mon Late Nurse
NU_21 Tue Late Caretaker
NU_21 Fri Early Caretaker
NU_21 Sat Early Nurse
NU_21 Sun Day Nurse
NU_22 Mon Late Caretaker
NU_22 Fri Late Caretaker
NU_22 Sat Late Nurse
NU_22 Sun Late Nurse
NU_23 Thu Early Nurse
NU_23 Fri Early Nurse
NU_23 Sat Early Nurse
NU_23 Sun Early Nurse
NU_24 Tue Day Nurse
NU_24 Wed Day Nurse
NU_25 Mon Night Nurse
NU_25 Thu Day Caretaker
NU_25 Fri Day Caretaker
NU_25 Sat Day Caretaker
NU_25 Sun Early Nurse
NU_26 Mon Day Nurse
NU_26 Tue Day Caretaker
NU_26 Wed Day Caretaker
NU_27 Mon Night Caretaker
NU_27 Thu Early Caretaker
NU_27 Fri Early Caretaker
NU_27 Sat Late Nurse
NU_27 Sun Late Nurse
NU_28 Mon Late Nurse
NU_28 Thu Day Caretaker
NU_28 Fri Day Caretaker
NU_28 Sat Late Caretaker
NU_28 Sun Late Nurse
NU_29 Mon Night Nurse
NU_29 Tue Night Nurse
NU_29 Fri Night Nurse
NU_29 Sat Night Nurse
NU_29 Sun Night Nurse
NU_30 Mon Late Nurse
NU_30 Tue Late Caretaker
NU_30 Wed Late Caretaker
NU_31 Mon Day Caretaker
NU_31 Tue Day Caretaker
NU_32 Wed Day Caretaker
NU_32 Thu Day Caretaker
NU_32 Fri Day Nurse
NU_33 Wed Late Nurse
NU_33 Thu Late Caretaker
NU_33 Fri Late Caretaker
NU_34 Wed Early Caretaker
NU_34 Thu Early Caretaker
NU_34 Fri Early Caretaker
NU_35 Thu Late Caretaker
NU_35 Fri Late Caretaker
NU_36 Thu Early Caretaker
NU_36 Fri Early Caretaker
NU_37 Mon Day Caretaker
NU_37 Tue Day Caretaker
NU_37 Wed Night Nurse
NU_37 Thu Night Nurse
NU_37 Fri Night Caretaker
NU_38 Mon Night Caretaker
NU_38 Tue Night Nurse
NU_39 Mon Day Caretaker
NU_39 Tue Day Nurse
NU_39 Wed Day Caretaker
CT_40 Mon Day Caretaker
CT_40 Tue Day Caretaker
CT_42 Mon Late Caretaker
CT_42 Tue Late Caretaker
CT_42 Wed Late Caretaker
CT_43 Thu Early Caretaker
CT_43 Fri Early Caretaker
CT_43 Sat Early Caretaker
CT_43 Sun Day Caretaker
CT_44 Mon Late Caretaker
CT_44 Sat Late Caretaker
CT_44 Sun Late Caretaker
CT_45 Mon Early Caretaker
CT_45 Tue Early Caretaker
CT_45 Wed Late Caretaker
CT_45 Thu Late Caretaker
CT_45 Fri Late Caretaker
CT_46 Thu Night Caretaker
CT_46 Fri Night Caretaker
CT_46 Sat Night Caretaker
CT_46 Sun Night Caretaker
CT_47 Tue Early Caretaker
CT_47 Wed Early Caretaker
CT_47 Thu Early Caretaker
CT_48 Mon Early Caretaker
CT_48 Tue Early Caretaker
CT_48 Wed Early Caretaker
CT_48 Thu Early Caretaker
CT_49 Mon Early Caretaker
CT_49 Tue Early Caretaker
CT_49 Wed Early Caretaker
CT_49 Sat Night Caretaker
CT_49 Sun Night Caretaker
CT_50 Wed Day Caretaker
CT_50 Thu Day Caretaker
CT_50 Fri Day Caretaker
CT_51 Mon Day Caretaker
CT_51 Tue Day Caretaker
CT_52 Mon Early Caretaker
CT_52 Tue Early Caretaker
CT_52 Wed Night Caretaker
CT_52 Thu Night Caretaker
CT_52 Fri Night Caretaker
CT_53 Wed Late Caretaker
CT_53 Thu Late Caretaker
CT_53 Fri Late Caretaker
CT_54 Mon Late Caretaker
CT_54 Tue Late Caretaker
CT_54 Fri Late Caretaker
CT_54 Sat Late Caretaker
CT_54 Sun Late Caretaker
CT_55 Mon Late Caretaker
CT_55 Tue Late Caretaker
CT_55 Wed Late Caretaker
CT_55 Sat Day Caretaker
CT_55 Sun Day Caretaker
CT_56 Mon Day Caretaker
CT_56 Tue Day Caretaker
CT_56 Wed Day Caretaker
CT_56 Thu Night Caretaker
CT_56 Fri Night Caretaker
CT_57 Fri Day Caretaker
CT_57 Sat Day Caretaker
CT_57 Sun Early Caretaker
CT_58 Mon Early Caretaker
CT_58 Tue Early Caretaker
CT_59 Mon Night Caretaker
CT_59 Tue Night Caretaker
CT_59 Sat Night Caretaker
CT_59 Sun Night Caretaker
CT_60 Mon Late Caretaker
CT_60 Tue Late Caretaker
CT_60 Wed Late Caretaker
CT_60 Sat Night Caretaker
CT_60 Sun Night Caretaker
CT_61 Mon Early Caretaker
CT_61 Fri Early Caretaker
CT_61 Sat Early Caretaker
CT_61 Sun Early Caretaker
CT_62 Tue Night Caretaker
CT_62 Wed Night Caretaker
CT_62 Thu Night Caretaker
CT_62 Fri Night Caretaker
CT_63 Mon Late Caretaker
CT_63 Tue Late Caretaker
CT_63 Wed Late Caretaker
CT_64 Fri Late Caretaker
CT_64 Sat Late Caretaker
CT_64 Sun Late Caretaker
CT_65 Thu Day Caretaker
CT_65 Fri Day Caretaker
CT_66 Mon Day Caretaker
CT_66 Tue Day Caretaker
CT_66 Wed Late Caretaker
CT_66 Thu Late Caretaker
CT_66 Fri Late Caretaker
CT_67 Wed Night Caretaker
CT_67 Thu Night Caretaker
CT_67 Fri Night Caretaker
CT_68 Mon Night Caretaker
CT_68 Tue Night Caretaker
CT_68 Wed Night Caretaker
CT_68 Sat Day Caretaker
CT_68 Sun Day Caretaker
CT_69 Tue Early Caretaker
CT_69 Wed Early Caretaker
CT_69 Thu Day Caretaker
CT_69 Fri Day Caretaker
CT_70 Mon Night Caretaker
CT_70 Tue Night Caretaker
CT_70 Wed Night Caretaker
CT_70 Sat Early Caretaker
CT_70 Sun Early Caretaker
CT_71 Thu Late Caretaker
CT_71 Fri Late Caretaker
CT_72 Wed Day Caretaker
CT_72 Thu Day Caretaker
CT_72 Fri Day Caretaker
CT_73 Mon Night Caretaker
CT_73 Tue Night Caretaker
CT_73 Fri Early Caretaker
CT_73 Sat Early Caretaker
CT_73 Sun Early Caretaker
CT_74 Mon Late Caretaker
CT_74 Tue Night Caretaker
CT_74 Wed Night Caretaker
CT_74 Thu Night Caretaker
CT_74 Fri Night Caretaker
CT_75 Mon Day Caretaker
CT_75 Tue Day Caretaker
CT_76 Thu Early Caretaker
CT_76 Fri Early Caretaker
CT_77 Mon Night Caretaker
CT_77 Tue Night Caretaker
CT_77 Wed Night Caretaker
CT_77 Thu Night Caretaker
CT_78 Mon Early Caretaker
CT_78 Thu Night Caretaker
CT_78 Fri Night Caretaker
CT_78 Sat Night Caretaker
CT_78 Sun Night Caretaker
CT_79 Tue Early Caretaker
CT_79 Wed Early Caretaker
CT_79 Thu Early Caretaker
TR_80 Thu Early Trainee
TR_80 Fri Early Trainee
TR_81 Wed Early Trainee
TR_81 Thu Early Trainee
TR_82 Thu Early Trainee
TR_82 Fri Early Trainee
TR_83 Tue Night Trainee
TR_83 Wed Night Trainee
TR_83 Thu Night Trainee
TR_83 Fri Night Trainee
TR_84 Mon Late Trainee
TR_84 Tue Late Trainee
TR_84 Wed Late Trainee
TR_84 Sat Early Trainee
TR_84 Sun Early Trainee
TR_86 Thu Day Trainee
TR_86 Fri Day Trainee
TR_86 Sat Late Trainee
TR_86 Sun Late Trainee
TR_87 Mon Late Trainee
TR_87 Tue Late Trainee
TR_87 Fri Late Trainee
TR_87 Sat Late Trainee
TR_87 Sun Late Trainee
TR_88 Wed Early Trainee
TR_88 Thu Early Trainee
TR_88 Fri Early Trainee
TR_89 Mon Day Trainee
TR_89 Tue Day Trainee
TR_90 Wed Late Trainee
TR_90 Thu Late Trainee
TR_90 Fri Late Trainee
TR_91 Mon Night Trainee
TR_92 Mon Early Trainee
TR_92 Tue Early Trainee
TR_92 Wed Late Trainee
TR_92 Thu Late Trainee
TR_92 Fri Late Trainee
TR_93 Mon Day Trainee
TR_93 Tue Day Trainee
TR_93 Wed Day Trainee
TR_93 Thu Day Trainee
TR_93 Fri Day Trainee
TR_94 Tue Night Trainee
TR_94 Wed Night Trainee
TR_94 Thu Night Trainee
TR_94 Fri Night Trainee
TR_95 Wed Day Trainee
TR_95 Thu Day Trainee
TR_96 Wed Night Trainee
TR_96 Thu Night Trainee
TR_96 Fri Night Trainee
TR_97 Mon Day Trainee
TR_97 Tue Day Trainee
TR_97 Wed Day Trainee
TR_97 Thu Late Trainee
TR_97 Fri Late Trainee
TR_98 Mon Early Trainee
TR_98 Tue Early Trainee
TR_98 Wed Early Trainee
TR_98 Sat Early Trainee
TR_98 Sun Early Trainee
TR_99 Mon Late Trainee
TR_99 Tue Late Trainee
TR_99 Wed Late Trainee
TR_99 Thu Late Trainee
TR_99 Fri Late Trainee
TR_100 Mon Night Trainee
TR_100 Tue Night Trainee
TR_100 Wed Night Trainee
TR_100 Fri Day Trainee
TR_100 Sat Day Trainee
TR_100 Sun Day Trainee
TR_101 Mon Night Trainee
TR_101 Tue Night Trainee
TR_102 Mon Day Trainee
TR_102 Tue Day Trainee
TR_103 Mon Late Trainee
TR_103 Tue Late Trainee
TR_104 Tue Night Trainee
TR_104 Wed Night Trainee
TR_104 Thu Night Trainee
TR_104 Fri Night Trainee
TR_106 Mon Late Trainee
TR_107 Mon Early Trainee
TR_108 Thu Day Trainee
TR_108 Fri Day Trainee
TR_108 Sat Day Trainee
TR_108 Sun Day Trainee
TR_109 Mon Early Trainee
TR_109 Thu Night Trainee
TR_109 Fri Night Trainee
TR_109 Sat Night Trainee
TR_109 Sun Night Trainee

