SOLUTION
1 n070w4

ASSIGNMENTS = 341
HN_0 Mon Early Nurse
HN_0 Tue Early Nurse
HN_0 Wed Late HeadNurse
HN_0 Sat Day HeadNurse
HN_0 Sun Day Nurse
HN_1 Tue Early Nurse
HN_1 Wed Early HeadNurse
HN_1 Thu Early HeadNurse
HN_1 Sun Night HeadNurse
HN_2 Mon Night HeadNurse
HN_2 Fri Night Nurse
HN_2 Sat Night HeadNurse
HN_2 Sun Night HeadNurse
HN_3 Wed Day Nurse
HN_3 Thu Day HeadNurse
HN_3 Fri Early Nurse
HN_3 Sat Early HeadNurse
HN_3 Sun Late HeadNurse
HN_4 Mon Early Nurse
HN_4 Tue Night HeadNurse
HN_4 Wed Night HeadNurse
HN_4 Fri Day HeadNurse
HN_4 Sat Day HeadNurse
HN_4 Sun Early HeadNurse
HN_5 Tue Day Nurse
HN_5 Wed Day HeadNurse
HN_5 Thu Early HeadNurse
HN_5 Fri Early HeadNurse
HN_6 Mon Early HeadNurse
HN_6 Tue Late HeadNurse
HN_6 Wed Late Nurse
HN_7 Wed Late Nurse
HN_7 Thu Late Nurse
HN_7 Fri Late Nurse
NU_8 Mon Late Caretaker
NU_8 Tue Late Nurse
NU_8 Wed Late Nurse
NU_8 Thu Late Caretaker
NU_8 Fri Late Caretaker
NU_9 Wed Early Caretaker
NU_9 Thu Day Caretaker
NU_9 Fri Day Nurse
NU_10 Tue Night Nurse
NU_10 Wed Night Nurse
NU_10 Thu Night Nurse
NU_10 Fri Night Caretaker
NU_11 Mon Day Nurse
NU_11 Tue Early Caretaker
NU_11 Wed Early Nurse
NU_11 Thu Late Nurse
NU_11 Fri Late Caretaker
NU_12 Mon Late Caretaker
NU_12 Thu Early Nurse
NU_13 Tue Late Nurse
NU_13 Wed Late Caretaker
NU_13 Thu Night Nurse
NU_13 Fri Night Caretaker
NU_13 Sat Night Nurse
NU_14 Mon Late Nurse
NU_14 Thu Early Caretaker
NU_14 Fri Night Caretaker
NU_14 Sun Early Caretaker
NU_15 Mon Late Nurse
NU_15 Thu Early Nurse
NU_15 Fri Late Nurse
NU_15 Sun Day Nurse
NU_16 Mon Night Nurse
NU_16 Tue Night Nurse
NU_16 Sun Late Nurse
NU_17 Mon Day Nurse
NU_17 Tue Early Caretaker
NU_17 Sat Early Nurse
