SOLUTION
5 n035w8

ASSIGNMENTS = 171
HN_0 Mon Early HeadNurse
HN_0 Tue Early HeadNurse
HN_0 Wed Late Nurse
HN_0 Fri Early HeadNurse
HN_0 Sat Night Nurse
HN_0 Sun Night Nurse
HN_1 Mon Day Nurse
HN_1 Tue Day HeadNurse
HN_1 Wed Early Caretaker
HN_1 Thu Late Caretaker
HN_1 Fri Night HeadNurse
HN_2 Tue Night HeadNurse
HN_2 Sat Day HeadNurse
HN_2 Sun Day Caretaker
HN_3 Mon Early Nurse
HN_3 Tue Early Caretaker
HN_3 Wed Early Nurse
HN_3 Thu Day Nurse
HN_3 Fri Early HeadNurse
HN_3 Sun Day HeadNurse
HN_4 Mon Late HeadNurse
HN_4 Tue Late HeadNurse
HN_4 Thu Night Caretaker
HN_4 Fri Night Caretaker
HN_4 Sat Night HeadNurse
HN_5 Mon Day HeadNurse
HN_5 Tue Early Nurse
HN_5 Wed Late Caretaker
HN_5 Thu Night HeadNurse
HN_5 Sat Early Caretaker
HN_5 Sun Early Caretaker
NU_6 Wed Night Caretaker
NU_6 Fri Day Nurse
NU_6 Sat Day Caretaker
NU_6 Sun Night Caretaker
NU_7 Mon Late Nurse
NU_7 Tue Late Nurse
NU_7 Thu Late Caretaker
NU_7 Fri Late Nurse
NU_7 Sat Late Nurse
NU_7 Sun Late Caretaker
NU_8 Tue Day Nurse
NU_8 Wed Early Caretaker
NU_8 Sat Day Nurse
NU_8 Sun Early Nurse
NU_9 Mon Late Nurse
NU_9 Tue Night Caretaker
NU_9 Thu Early Caretaker
NU_9 Fri Day Nurse
NU_9 Sat Day Nurse
NU_9 Sun Night Caretaker
NU_10 Wed Night Nurse
NU_10 Fri Early Nurse
NU_10 Sat Early Nurse
NU_10 Sun Early Nurse
NU_11 Wed Night Nurse
NU_11 Fri Night Caretaker
NU_11 Sat Night Caretaker
NU_11 Sun Night Nurse
NU_12 Mon Night Nurse
NU_12 Tue Night Nurse
NU_12 Thu Early Nurse
NU_12 Sat Early Caretaker
NU_12 Sun Early Caretaker
NU_13 Mon Early Nurse
NU_13 Tue Early Nurse
NU_13 Wed Day Nurse
NU_13 Thu Late Nurse
NU_13 Sun Day Nurse
NU_14 Mon Day Caretaker
NU_14 Wed Day Caretaker
NU_14 Fri Late Caretaker
NU_14 Sat Late Caretaker
NU_14 Sun Late Nurse
NU_15 Tue Early Caretaker
NU_15 Wed Late Nurse
NU_15 Thu Night Nurse
NU_15 Fri Night Caretaker
NU_15 Sat Night Caretaker
NU_15 Sun Night Nurse
NU_16 Mon Night Nurse
NU_16 Tue Night Caretaker
NU_16 Wed Night Caretaker
NU_16 Fri Night Nurse
CT_17 Mon Early Caretaker
CT_17 Tue Late Caretaker
CT_17 Thu Early Caretaker
CT_17 Fri Early Caretaker
CT_17 Sun Late Caretaker
CT_18 Mon Early Caretaker
CT_18 Wed Day Caretaker
CT_18 Thu Late Caretaker
CT_18 Fri Late Caretaker
CT_18 Sat Night Caretaker
CT_19 Mon Early Caretaker
CT_19 Tue Day Caretaker
CT_19 Wed Early Caretaker
CT_19 Sun Night Caretaker
CT_20 Mon Day Caretaker
CT_20 Tue Early Caretaker
CT_20 Wed Day Caretaker
CT_20 Thu Day Caretaker
CT_20 Fri Day Caretaker
CT_20 Sat Day Caretaker
CT_20 Sun Night Caretaker
CT_21 Mon Late Caretaker
CT_21 Tue Night Caretaker
CT_21 Thu Day Caretaker
CT_21 Fri Early Caretaker
CT_21 Sun Early Caretaker
CT_22 Mon Late Caretaker
CT_22 Tue Late Caretaker
CT_22 Thu Day Caretaker
CT_22 Fri Late Caretaker
CT_22 Sun Day Caretaker
CT_23 Tue Night Caretaker
CT_23 Wed Night Caretaker
CT_23 Fri Day Caretaker
CT_23 Sat Day Caretaker
CT_23 Sun Night Caretaker
CT_24 Mon Late Caretaker
CT_24 Tue Night Caretaker
CT_24 Sat Early Caretaker
CT_24 Sun Early Caretaker
CT_25 Mon Day Caretaker
CT_25 Tue Day Caretaker
CT_25 Wed Late Caretaker
CT_25 Thu Night Caretaker
CT_25 Sat Day Caretaker
CT_26 Mon Night Caretaker
CT_26 Tue Night Caretaker
CT_26 Thu Day Caretaker
CT_26 Fri Day Caretaker
CT_26 Sat Day Caretaker
CT_27 Wed Day Caretaker
CT_27 Thu Early Caretaker
CT_27 Fri Day Caretaker
CT_27 Sat Day Caretaker
CT_27 Sun Night Caretaker
CT_28 Mon Night Caretaker
CT_28 Tue Night Caretaker
CT_28 Wed Night Caretaker
CT_28 Sat Late Caretaker
TR_29 Mon Day Trainee
TR_29 Tue Day Trainee
TR_29 Wed Day Trainee
TR_29 Sat Day Trainee
TR_30 Mon Night Trainee
TR_30 Wed Day Trainee
TR_30 Thu Day Trainee
TR_30 Fri Late Trainee
TR_31 Mon Late Trainee
TR_31 Tue Late Trainee
TR_31 Wed Night Trainee
TR_31 Thu Night Trainee
TR_31 Fri Night Trainee
TR_31 Sat Night Trainee
TR_32 Wed Early Trainee
TR_32 Thu Day Trainee
TR_32 Fri Early Trainee
TR_32 Sun Night Trainee
TR_33 Mon Night Trainee
TR_33 Tue Night Trainee
TR_33 Wed Night Trainee
TR_33 Sat Early Trainee
TR_33 Sun Day Trainee
TR_34 Mon Early Trainee
TR_34 Wed Late Trainee
TR_34 Thu Late Trainee
TR_34 Fri Late Trainee
TR_34 Sat Late Trainee

