SOLUTION
3 n070w4

ASSIGNMENTS = 341
HN_0 Mon Day HeadNurse
HN_0 Tue Day HeadNurse
HN_0 Wed Day HeadNurse
HN_0 Thu Night Nurse
HN_0 Fri Night HeadNurse
HN_0 Sat Night HeadNurse
HN_1 Mon Day Nurse
HN_1 Tue Day HeadNurse
HN_1 Thu Early HeadNurse
HN_1 Fri Day Nurse
HN_1 Sat Night Nurse
HN_2 Wed Day Nurse
HN_2 Fri Early HeadNurse
HN_2 Sun Early Nurse
HN_3 Mon Day Nurse
HN_3 Tue Early HeadNurse
HN_3 Wed Night HeadNurse
HN_3 Sat Early HeadNurse
HN_3 Sun Night HeadNurse
HN_4 Mon Early HeadNurse
HN_4 Tue Night HeadNurse
HN_4 Sun Day HeadNurse
HN_5 Mon Late HeadNurse
HN_5 Tue Late Nurse
HN_5 Thu Early Nurse
HN_5 Fri Day HeadNurse
HN_5 Sun Late HeadNurse
HN_6 Wed Early Nurse
HN_6 Thu Late Nurse
HN_6 Fri Late Nurse
HN_6 Sun Early HeadNurse
HN_7 Mon Day HeadNurse
HN_7 Tue Day HeadNurse
HN_7 Wed Late Nurse
HN_7 Thu Late HeadNurse
HN_7 Fri Late HeadNurse
NU_8 Mon Early Nurse
NU_8 Tue Day Nurse
NU_8 Thu Night Caretaker
NU_8 Sat Day Caretaker
NU_8 Sun Day Nurse
NU_9 Mon Late Nurse
NU_9 Tue Late Nurse
NU_9 Thu Day Nurse
NU_9 Sat Day Caretaker
NU_9 Sun Night Nurse
NU_10 Mon Early Caretaker
NU_10 Wed Day Caretaker
NU_10 Thu Day Caretaker
NU_10 Fri Night Caretaker
NU_10 Sat Night Nurse
NU_10 Sun Night Caretaker
NU_11 Wed Early Caretaker
NU_11 Thu Early Nurse
NU_11 Fri Early Nurse
NU_11 Sun Night Caretaker
NU_12 Mon Late Caretaker
NU_12 Wed Day Nurse
NU_12 Thu Day Caretaker
NU_12 Fri Early Caretaker
NU_12 Sat Day Caretaker
NU_12 Sun Day Nurse
NU_13 Mon Late Caretaker
NU_13 Tue Late Caretaker
NU_13 Wed Late Caretaker
NU_13 Thu Night Caretaker
NU_13 Sun Late Nurse
NU_14 Mon Early Caretaker
NU_14 Tue Late Nurse
NU_14 Wed Night Nurse
NU_14 Fri Day Nurse
NU_14 Sat Day Caretaker
NU_14 Sun Night Nurse
NU_15 Tue Day Caretaker
NU_15 Wed Early Nurse
NU_15 Thu Early Caretaker
NU_15 Fri Day Caretaker
NU_15 Sat Late Nurse
NU_15 Sun Late Caretaker
NU_16 Thu Late Nurse
NU_16 Sat Day Nurse
NU_16 Sun Late Nurse
NU_17 Tue Day Nurse
NU_17 Wed Night Caretaker
