SOLUTION
2 n070w4

ASSIGNMENTS = 306
HN_0 Mon Early Nurse
HN_0 Tue Early HeadNurse
HN_1 Mon Night HeadNurse
HN_1 Tue Night HeadNurse
HN_1 Wed Night HeadNurse
HN_2 Wed Late Nurse
HN_2 Thu Night HeadNurse
HN_2 Fri Night HeadNurse
HN_2 Sat Night HeadNurse
HN_2 Sun Night Nurse
HN_3 Fri Day HeadNurse
HN_3 Sat Early HeadNurse
HN_3 Sun Night HeadNurse
HN_4 Tue Early Nurse
HN_4 Wed Day Nurse
HN_4 Thu Day HeadNurse
HN_4 Fri Day Nurse
HN_5 Mon Day Nurse
HN_5 Tue Day HeadNurse
HN_5 Wed Day HeadNurse
HN_6 Mon Day HeadNurse
HN_6 Tue Day Nurse
HN_6 Sat Early HeadNurse
HN_6 Sun Early HeadNurse
HN_7 Mon Night Nurse
HN_7 Tue Night Nurse
HN_7 Wed Night Nurse
HN_7 Sat Late HeadNurse
HN_7 Sun Late HeadNurse
NU_8 Mon Night Caretaker
NU_8 Tue Night Nurse
NU_8 Wed Night Caretaker
NU_8 Thu Night Nurse
NU_8 Fri Night Nurse
NU_9 Mon Night Caretaker
NU_9 Tue Night Caretaker
NU_9 Wed Night Caretaker
NU_9 Thu Night Caretaker
NU_9 Fri Night Nurse
NU_10 Wed Late Caretaker
NU_10 Thu Late Nurse
NU_10 Fri Late Nurse
NU_11 Mon Night Nurse
NU_11 Tue Night Nurse
NU_11 Wed Night Caretaker
NU_11 Thu Night Caretaker
NU_11 Sun Night Caretaker
NU_12 Mon Late Nurse
NU_12 Tue Late Nurse
NU_12 Wed Late Nurse
NU_12 Thu Late Caretaker
NU_13 Mon Day Nurse
NU_13 Tue Day Nurse
NU_13 Wed Night Nurse
NU_14 Mon Day Caretaker
NU_14 Tue Early Caretaker
NU_14 Wed Early Nurse
NU_14 Thu Early Caretaker
NU_14 Fri Late Nurse
NU_15 Mon Early Nurse
NU_15 Tue Day Caretaker
NU_15 Wed Early Nurse
NU_15 Thu Late Nurse
NU_15 Fri Late Caretaker
NU_15 Sun Night Caretaker
NU_16 Wed Day Caretaker
NU_16 Thu Early Nurse
NU_16 Fri Early Nurse
NU_16 Sat Late Caretaker
NU_17 Thu Late Nurse
NU_17 Fri Late Nurse
NU_17 Sat Night Caretaker
NU_18 Tue Late Nurse
NU_18 Wed Late Caretaker
NU_18 Thu Night Caretaker
NU_18 Sun Late Nurse
NU_19 Mon Late Nurse
NU_19 Tue Night Caretaker
NU_19 Fri Early Caretaker
NU_19 Sat Day Nurse
NU_19 Sun Early Caretaker
NU_20 Tue Early Nurse
NU_20 Wed Day Caretaker
NU_20 Thu Day Nurse
NU_20 Sat Early Caretaker
NU_20 Sun Early Nurse
NU_21 Mon Late Caretaker
NU_21 Wed Day Caretaker
NU_21 Thu Day Nurse
NU_21 Fri Day Caretaker
NU_21 Sat Day Caretaker
NU_22 Tue Early Nurse
NU_22 Wed Day Nurse
NU_22 Thu Late Caretaker
NU_22 Fri Late Caretaker
NU_22 Sat Late Caretaker
NU_22 Sun Late Caretaker
NU_23 Tue Early Caretaker
NU_23 Wed Day Caretaker
NU_23 Sun Day Nurse
NU_24 Mon Late Nurse
NU_24 Tue Late Caretaker
NU_24 Thu Night Nurse
NU_24 Fri Night Nurse
NU_24 Sat Night Nurse
NU_24 Sun Night Caretaker
NU_25 Mon Night Caretaker
NU_25 Wed Late Caretaker
NU_25 Thu Late Nurse
NU_25 Sun Day Nurse
NU_26 Mon Night Caretaker
NU_26 Wed Early Caretaker
NU_26 Thu Early Nurse
NU_26 Sat Early Nurse
NU_26 Sun Early Caretaker
NU_27 Tue Day Nurse
NU_27 Thu Early Caretaker
NU_27 Fri Early Nurse
NU_27 Sat Day Nurse
NU_27 Sun Late Caretaker
NU_28 Wed Day Caretaker
NU_28 Thu Day Nurse
NU_28 Sat Early Nurse
NU_28 Sun Early Caretaker
NU_29 Mon Early Caretaker
NU_29 Tue Early Caretaker
