SOLUTION
1 n070w4

ASSIGNMENTS = 316
HN_0 Mon Night HeadNurse
HN_0 Tue Night HeadNurse
HN_0 Thu Night Nurse
HN_0 Fri Night HeadNurse
HN_0 Sat Night HeadNurse
HN_0 Sun Night HeadNurse
HN_1 Mon Late HeadNurse
HN_1 Tue Late HeadNurse
HN_1 Wed Late HeadNurse
HN_1 Sat Early Nurse
HN_1 Sun Early Nurse
HN_2 Mon Early Nurse
HN_2 Tue Day Nurse
HN_2 Fri Day Nurse
HN_2 Sat Day HeadNurse
HN_2 Sun Day Nurse
HN_3 Fri Day HeadNurse
HN_3 Sat Day HeadNurse
HN_3 Sun Early HeadNurse
HN_4 Thu Early Nurse
HN_4 Fri Early HeadNurse
HN_4 Sat Early HeadNurse
HN_4 Sun Late HeadNurse
HN_5 Mon Early HeadNurse
HN_5 Tue Early HeadNurse
HN_5 Wed Late Nurse
HN_5 Thu Late Nurse
HN_6 Tue Night Nurse
HN_6 Wed Night HeadNurse
HN_6 Thu Night Nurse
HN_6 Sat Early HeadNurse
HN_6 Sun Early Nurse
HN_7 Tue Early Nurse
HN_7 Wed Early HeadNurse
HN_7 Thu Early Nurse
NU_8 Mon Late Nurse
NU_8 Tue Late Caretaker
NU_8 Wed Late Nurse
NU_8 Thu Late Nurse
NU_9 Mon Night Nurse
NU_9 Tue Night Nurse
NU_9 Wed Night Nurse
NU_9 Thu Night Caretaker
NU_9 Fri Night Caretaker
NU_10 Mon Early Nurse
NU_10 Tue Early Caretaker
NU_10 Wed Day Nurse
NU_10 Thu Day Caretaker
NU_11 Mon Early Nurse
NU_11 Tue Early Caretaker
NU_11 Wed Night Nurse
NU_11 Thu Night Nurse
NU_11 Fri Night Nurse
NU_12 Wed Early Nurse
NU_12 Thu Night Nurse
NU_12 Fri Night Nurse
NU_12 Sun Late Caretaker
NU_13 Tue Early Nurse
NU_13 Wed Day Caretaker
NU_13 Sat Early Caretaker
NU_13 Sun Night Caretaker
NU_14 Wed Early Nurse
NU_14 Thu Early Caretaker
NU_14 Fri Night Nurse
NU_14 Sat Night Nurse
NU_14 Sun Night Caretaker
NU_15 Mon Day Caretaker
NU_15 Wed Late Caretaker
NU_15 Fri Late Nurse
NU_15 Sat Late Caretaker
NU_15 Sun Night Nurse
NU_16 Mon Late Caretaker
NU_16 Thu Early Nurse
NU_16 Fri Late Nurse
NU_16 Sun Day Nurse
NU_17 Mon Day Caretaker
NU_17 Tue Day Nurse
NU_17 Sat Day Caretaker
NU_17 Sun Late Nurse
NU_18 Mon Late Caretaker
NU_18 Wed Day Caretaker
NU_18 Fri Late Caretaker
NU_18 Sun Day Caretaker
NU_19 Mon Day Nurse
NU_19 Wed Day Caretaker
NU_19 Thu Day Nurse
NU_19 Sat Early Nurse
NU_19 Sun Late Caretaker
NU_20 Mon Day Caretaker
NU_20 Tue Day Nurse
NU_20 Wed Day Nurse
NU_20 Fri Late Nurse
NU_20 Sat Night Caretaker
NU_21 Mon Late Caretaker
NU_21 Tue Late Nurse
NU_21 Wed Night Caretaker
NU_21 Fri Day Nurse
NU_21 Sat Early Nurse
NU_21 Sun Late Nurse
NU_22 Tue Day Nurse
NU_22 Wed Early Caretaker
NU_22 Thu Night Caretaker
NU_22 Sat Late Nurse
NU_22 Sun Night Nurse
NU_23 Mon Night Caretaker
NU_23 Fri Day Caretaker
NU_23 Sat Day Nurse
NU_23 Sun Night Caretaker
NU_24 Mon Late Caretaker
NU_24 Fri Early Nurse
NU_24 Sat Day Nurse
NU_24 Sun Early Caretaker
NU_25 Thu Early Nurse
NU_25 Fri Early Nurse
NU_25 Sat Early Caretaker
NU_26 Mon Early Caretaker
NU_26 Tue Day Caretaker
NU_26 Thu Day Nurse
NU_26 Fri Day Caretaker
NU_26 Sat Late Caretaker
NU_26 Sun Late Caretaker
NU_27 Tue Day Nurse
NU_27 Wed Early Caretaker
NU_27 Thu Day Nurse
NU_27 Fri Night Caretaker
NU_28 Mon Late Nurse
NU_28 Tue Late Nurse
NU_28 Wed Night Nurse
NU_28 Sat Late Caretaker
NU_29 Mon Day Nurse
NU_29 Tue Early Caretaker
NU_29 Thu Early Nurse
NU_29 Fri Early Nurse
NU_30 Mon Night Nurse
NU_30 Thu Early Caretaker
NU_30 Fri Night Nurse
NU_31 Mon Night Nurse
NU_31 Tue Night Nurse
NU_31 Thu Day Nurse
NU_31 Fri Day Nurse
NU_31 Sun Day Caretaker
NU_32 Mon Late Nurse
NU_32 Tue Night Caretaker
NU_32 Fri Early Nurse
NU_32 Sat Late Caretaker
NU_32 Sun Late Nurse
NU_33 Tue Late Nurse
NU_33 Wed Late Caretaker
NU_33 Fri Early Caretaker
NU_33 Sat Early Caretaker
NU_33 Sun Early Caretaker
NU_34 Mon Early Caretaker
NU_34 Tue Late Caretaker
NU_34 Wed Late Nurse
NU_34 Thu Late Nurse
NU_35 Mon Night Caretaker
NU_35 Wed Early Nurse
NU_35 Sun Late Nurse
NU_36 Tue Night Caretaker
NU_36 Wed Night Caretaker
NU_37 Mon Early Caretaker
NU_37 Tue Early Nurse
NU_37 Wed Day Nurse
NU_37 Thu Day Nurse
NU_38 Thu Day Caretaker
NU_39 Tue Early Caretaker
NU_39 Wed Early Nurse
NU_39 Fri Early Nurse
NU_39 Sat Late Nurse
NU_39 Sun Late Nurse
CT_40 Tue Day Caretaker
CT_40 Wed Day Caretaker
CT_40 Thu Late Caretaker
CT_40 Fri Night Caretaker
CT_41 Mon Night Caretaker
CT_41 Tue Night Caretaker
CT_41 Wed Night Caretaker
CT_41 Sun Early Caretaker
CT_42 Mon Night Caretaker
CT_42 Wed Late Caretaker
CT_42 Thu Late Caretaker
CT_42 Fri Night Caretaker
CT_43 Mon Day Caretaker
CT_43 Tue Day Caretaker
CT_43 Wed Early Caretaker
CT_43 Fri Early Caretaker
CT_43 Sat Early Caretaker
CT_43 Sun Day Caretaker
CT_44 Mon Early Caretaker
CT_44 Tue Late Caretaker
CT_44 Thu Early Caretaker
CT_44 Fri Day Caretaker
CT_44 Sat Day Caretaker
CT_44 Sun Late Caretaker
CT_45 Mon Day Caretaker
CT_45 Tue Day Caretaker
CT_45 Wed Day Caretaker
CT_45 Thu Late Caretaker
CT_45 Fri Late Caretaker
CT_45 Sat Late Caretaker
CT_46 Mon Early Caretaker
CT_46 Tue Day Caretaker
CT_46 Wed Day Caretaker
CT_46 Thu Day Caretaker
CT_46 Fri Late Caretaker
CT_46 Sat Late Caretaker
CT_46 Sun Late Caretaker
CT_47 Wed Early Caretaker
CT_47 Thu Early Caretaker
CT_47 Fri Late Caretaker
CT_47 Sun Early Caretaker
CT_48 Tue Day Caretaker
CT_48 Wed Day Caretaker
CT_48 Thu Early Caretaker
CT_48 Sun Day Caretaker
CT_49 Mon Early Caretaker
CT_49 Thu Day Caretaker
CT_49 Fri Early Caretaker
CT_49 Sat Early Caretaker
CT_49 Sun Early Caretaker
CT_50 Tue Early Caretaker
CT_50 Wed Day Caretaker
CT_50 Thu Late Caretaker
CT_50 Fri Late Caretaker
CT_50 Sat Late Caretaker
CT_51 Mon Day Caretaker
CT_51 Wed Late Caretaker
CT_51 Thu Late Caretaker
CT_51 Fri Late Caretaker
CT_51 Sat Night Caretaker
CT_52 Mon Early Caretaker
CT_52 Tue Day Caretaker
CT_52 Wed Early Caretaker
CT_52 Thu Early Caretaker
CT_52 Fri Night Caretaker
CT_52 Sun Early Caretaker
CT_53 Mon Day Caretaker
CT_53 Fri Night Caretaker
CT_53 Sat Night Caretaker
CT_53 Sun Night Caretaker
CT_54 Mon Day Caretaker
CT_54 Tue Early Caretaker
CT_54 Wed Day Caretaker
CT_54 Thu Late Caretaker
CT_54 Fri Late Caretaker
CT_54 Sat Late Caretaker
CT_55 Wed Early Caretaker
CT_55 Thu Early Caretaker
CT_55 Fri Late Caretaker
CT_55 Sun Day Caretaker
CT_56 Mon Late Caretaker
CT_56 Tue Night Caretaker
CT_56 Wed Night Caretaker
CT_56 Fri Day Caretaker
CT_57 Mon Late Caretaker
CT_57 Tue Late Caretaker
CT_57 Wed Late Caretaker
CT_57 Sat Early Caretaker
CT_57 Sun Early Caretaker
CT_58 Mon Day Caretaker
CT_58 Tue Day Caretaker
CT_58 Thu Day Caretaker
CT_58 Sat Day Caretaker
CT_58 Sun Day Caretaker
CT_59 Mon Day Caretaker
CT_59 Thu Late Caretaker
TR_60 Mon Night Trainee
TR_60 Fri Day Trainee
TR_61 Mon Early Trainee
TR_61 Tue Early Trainee
TR_61 Fri Early Trainee
TR_61 Sat Day Trainee
TR_61 Sun Day Trainee
TR_62 Mon Late Trainee
TR_62 Wed Early Trainee
TR_62 Thu Late Trainee
TR_62 Fri Night Trainee
TR_62 Sat Night Trainee
TR_62 Sun Night Trainee
TR_63 Mon Day Trainee
TR_63 Tue Early Trainee
TR_63 Wed Early Trainee
TR_63 Thu Late Trainee
TR_63 Fri Night Trainee
TR_64 Tue Late Trainee
TR_64 Wed Night Trainee
TR_64 Thu Night Trainee
TR_64 Fri Night Trainee
TR_64 Sun Early Trainee
TR_65 Mon Late Trainee
TR_65 Tue Late Trainee
TR_65 Wed Late Trainee
TR_65 Thu Night Trainee
TR_65 Fri Night Trainee
TR_66 Mon Early Trainee
TR_66 Tue Day Trainee
TR_66 Wed Day Trainee
TR_66 Thu Day Trainee
TR_66 Fri Day Trainee
TR_66 Sat Early Trainee
TR_67 Tue Day Trainee
TR_67 Wed Early Trainee
TR_67 Thu Day Trainee
TR_67 Fri Early Trainee
TR_67 Sat Night Trainee
TR_67 Sun Night Trainee
TR_68 Wed Early Trainee
TR_68 Thu Early Trainee
TR_68 Fri Day Trainee
TR_68 Sat Early Trainee
TR_68 Sun Late Trainee
TR_69 Mon Early Trainee
TR_69 Tue Late Trainee
TR_69 Fri Late Trainee
TR_69 Sat Late Trainee
TR_69 Sun Night Trainee

