SOLUTION
0 n070w4

ASSIGNMENTS = 331
HN_0 Mon Night Nurse
HN_0 Tue Night HeadNurse
HN_0 Wed Night HeadNurse
HN_1 Mon Early HeadNurse
HN_1 Thu Day HeadNurse
HN_1 Fri Day Nurse
HN_1 Sat Day Nurse
HN_1 Sun Late Nurse
HN_2 Wed Early HeadNurse
HN_2 Thu Early HeadNurse
HN_2 Fri Day HeadNurse
HN_2 Sat Night HeadNurse
HN_2 Sun Night HeadNurse
HN_3 Fri Early Nurse
HN_3 Sat Early HeadNurse
HN_3 Sun Day HeadNurse
HN_4 Mon Night HeadNurse
HN_4 Thu Late Nurse
HN_4 Fri Late Nurse
HN_4 Sat Late HeadNurse
HN_4 Sun Late Nurse
HN_5 Mon Day HeadNurse
HN_5 Tue Early Nurse
HN_5 Wed Late HeadNurse
HN_5 Thu Late HeadNurse
HN_5 Sun Late HeadNurse
HN_6 Mon Late Nurse
HN_6 Tue Late Nurse
HN_6 Wed Late HeadNurse
HN_6 Thu Late Nurse
HN_6 Fri Late Nurse
HN_7 Wed Late Nurse
HN_7 Thu Night Nurse
HN_7 Fri Night Nurse
HN_7 Sat Night Nurse
HN_7 Sun Night HeadNurse
NU_8 Mon Night Caretaker
NU_8 Tue Night Caretaker
NU_8 Wed Night Nurse
NU_8 Thu Night Caretaker
NU_8 Fri Night Caretaker
NU_9 Tue Night Caretaker
NU_9 Wed Night Caretaker
NU_9 Thu Night Caretaker
NU_9 Fri Night Nurse
NU_10 Mon Early Caretaker
NU_10 Tue Early Caretaker
NU_10 Wed Day Caretaker
NU_10 Sat Late Nurse
NU_10 Sun Late Caretaker
NU_11 Mon Night Nurse
NU_11 Thu Late Caretaker
NU_11 Fri Night Caretaker
NU_11 Sat Night Nurse
NU_11 Sun Night Nurse
NU_12 Mon Day Caretaker
NU_12 Tue Day Nurse
NU_12 Wed Day Nurse
NU_13 Thu Early Caretaker
NU_13 Fri Early Nurse
NU_14 Mon Day Nurse
NU_14 Tue Day Nurse
NU_14 Wed Night Nurse
NU_14 Sat Early Caretaker
NU_14 Sun Early Nurse
NU_15 Mon Day Nurse
NU_15 Tue Day Caretaker
NU_15 Thu Early Nurse
NU_15 Fri Late Caretaker
NU_15 Sat Late Caretaker
NU_15 Sun Night Nurse
NU_16 Mon Late Nurse
NU_16 Tue Night Nurse
NU_16 Wed Night Caretaker
NU_16 Fri Day Caretaker
NU_16 Sat Day Caretaker
NU_17 Mon Day Nurse
NU_17 Tue Day Caretaker
NU_17 Wed Late Nurse
NU_17 Thu Late Nurse
NU_17 Sat Day Nurse
NU_17 Sun Day Caretaker
NU_18 Tue Early Caretaker
NU_18 Wed Early Nurse
NU_18 Thu Early Nurse
NU_18 Fri Early Nurse
NU_18 Sun Early Caretaker
NU_19 Mon Early Nurse
NU_19 Tue Late Caretaker
NU_19 Thu Late Nurse
NU_19 Fri Late Nurse
NU_20 Mon Night Caretaker
NU_20 Wed Early Nurse
NU_20 Thu Day Nurse
NU_20 Fri Day Caretaker
NU_21 Thu Day Caretaker
NU_21 Fri Late Caretaker
NU_22 Wed Day Nurse
NU_22 Thu Late Caretaker
NU_22 Fri Late Caretaker
NU_22 Sat Late Caretaker
NU_22 Sun Night Nurse
NU_23 Mon Early Nurse
NU_23 Tue Late Nurse
NU_23 Wed Late Nurse
NU_23 Thu Late Caretaker
NU_23 Sat Night Caretaker
NU_23 Sun Night Caretaker
NU_24 Tue Early Caretaker
NU_24 Wed Late Caretaker
NU_24 Thu Late Caretaker
NU_24 Sat Night Caretaker
NU_25 Mon Late Caretaker
NU_25 Tue Late Nurse
NU_25 Wed Night Caretaker
NU_26 Mon Early Nurse
NU_26 Tue Early Nurse
NU_26 Fri Early Caretaker
NU_26 Sat Day Nurse
NU_26 Sun Early Nurse
NU_27 Tue Day Caretaker
NU_27 Wed Early Caretaker
NU_27 Thu Early Nurse
NU_27 Sat Day Caretaker
NU_27 Sun Night Caretaker
NU_28 Mon Late Nurse
NU_28 Tue Late Nurse
NU_28 Wed Late Caretaker
NU_28 Thu Late Caretaker
NU_28 Fri Late Caretaker
NU_28 Sat Night Caretaker
NU_29 Mon Day Caretaker
NU_29 Tue Early Caretaker
NU_29 Sun Night Nurse
NU_30 Tue Early Nurse
NU_30 Wed Early Nurse
NU_30 Thu Day Nurse
NU_30 Sat Early Caretaker
NU_30 Sun Day Nurse
NU_31 Mon Late Caretaker
NU_31 Wed Day Caretaker
NU_31 Thu Day Caretaker
NU_31 Fri Day Caretaker
NU_31 Sat Day Nurse
NU_31 Sun Day Nurse
NU_32 Mon Night Nurse
NU_32 Tue Night Nurse
NU_32 Fri Late Caretaker
NU_32 Sat Late Caretaker
NU_32 Sun Night Caretaker
NU_33 Mon Night Caretaker
NU_33 Thu Day Caretaker
NU_33 Fri Day Caretaker
NU_33 Sat Day Nurse
NU_33 Sun Late Nurse
NU_34 Mon Night Nurse
NU_34 Tue Night Nurse
NU_34 Wed Night Nurse
NU_34 Thu Night Caretaker
NU_34 Sat Early Nurse
NU_34 Sun Early Caretaker
NU_35 Mon Day Nurse
NU_35 Fri Early Nurse
NU_35 Sat Day Caretaker
NU_35 Sun Day Nurse
NU_36 Mon Day Nurse
NU_36 Tue Day Nurse
NU_36 Wed Early Nurse
NU_36 Thu Night Nurse
NU_37 Mon Night Nurse
NU_37 Wed Day Nurse
NU_37 Thu Night Nurse
NU_37 Fri Night Caretaker
NU_38 Tue Early Caretaker
NU_38 Wed Early Nurse
NU_38 Thu Day Caretaker
NU_38 Fri Day Nurse
NU_38 Sat Early Caretaker
NU_39 Mon Night Caretaker
NU_39 Wed Day Nurse
NU_39 Thu Day Nurse
NU_39 Fri Early Caretaker
NU_39 Sat Day Caretaker
NU_39 Sun Early Nurse
CT_40 Tue Night Caretaker
CT_40 Thu Day Caretaker
CT_40 Fri Day Caretaker
CT_41 Tue Day Caretaker
CT_41 Wed Day Caretaker
CT_41 Thu Day Caretaker
CT_41 Fri Late Caretaker
CT_41 Sat Late Caretaker
CT_42 Mon Late Caretaker
CT_42 Tue Late Caretaker
CT_42 Thu Early Caretaker
