SOLUTION
3 n070w4

ASSIGNMENTS = 316
HN_0 Mon Night HeadNurse
HN_0 Thu Day Nurse
HN_0 Fri Early Nurse
HN_0 Sat Early HeadNurse
HN_0 Sun Day Nurse
HN_1 Mon Day Nurse
HN_1 Tue Day HeadNurse
HN_1 Wed Early HeadNurse
HN_1 Thu Early Nurse
HN_1 Fri Day HeadNurse
HN_2 Wed Night Nurse
HN_2 Thu Night Nurse
HN_2 Fri Night Nurse
HN_2 Sat Night HeadNurse
HN_2 Sun Night HeadNurse
HN_3 Mon Late HeadNurse
HN_3 Tue Night HeadNurse
HN_3 Wed Night HeadNurse
HN_3 Thu Night Nurse
HN_4 Thu Early Nurse
HN_4 Fri Early HeadNurse
HN_4 Sat Day HeadNurse
HN_4 Sun Early HeadNurse
HN_5 Mon Night Nurse
HN_5 Tue Night Nurse
HN_6 Tue Night Nurse
HN_6 Wed Night Nurse
HN_6 Thu Night HeadNurse
HN_6 Fri Night Nurse
HN_7 Mon Early HeadNurse
HN_7 Tue Late HeadNurse
HN_7 Wed Late HeadNurse
HN_7 Sat Late HeadNurse
HN_7 Sun Late HeadNurse
NU_8 Tue Night Caretaker
NU_8 Wed Night Caretaker
NU_8 Thu Night Caretaker
NU_8 Fri Night Caretaker
NU_9 Thu Early Caretaker
NU_9 Fri Day Caretaker
NU_9 Sat Day Caretaker
NU_9 Sun Early Nurse
NU_10 Mon Early Nurse
NU_10 Tue Early Caretaker
NU_10 Wed Early Nurse
NU_10 Thu Late Caretaker
NU_10 Fri Late Nurse
NU_11 Thu Early Caretaker
NU_11 Sun Day Nurse
NU_12 Mon Day Caretaker
NU_12 Tue Day Caretaker
NU_12 Thu Night Nurse
NU_12 Sat Late Caretaker
NU_12 Sun Late Nurse
NU_13 Thu Late Caretaker
NU_13 Fri Night Caretaker
NU_13 Sat Night Nurse
NU_13 Sun Night Caretaker
NU_14 Mon Late Nurse
NU_14 Tue Late Nurse
NU_14 Wed Night Nurse
NU_14 Thu Night Caretaker
NU_14 Sun Day Caretaker
NU_15 Mon Early Nurse
NU_15 Thu Day Caretaker
NU_15 Fri Late Nurse
NU_15 Sat Late Caretaker
NU_15 Sun Night Nurse
NU_16 Mon Late Nurse
NU_16 Wed Early Nurse
NU_16 Thu Early Nurse
NU_16 Fri Early Caretaker
NU_16 Sat Early Nurse
NU_16 Sun Late Caretaker
NU_17 Thu Day Caretaker
NU_17 Fri Day Nurse
NU_18 Tue Early Nurse
NU_18 Wed Early Nurse
NU_18 Thu Early Caretaker
NU_18 Fri Day Nurse
NU_18 Sat Late Nurse
