SOLUTION
2 n035w4

ASSIGNMENTS = 141
HN_0 Wed Late HeadNurse
HN_0 Thu Late Caretaker
HN_0 Fri Late Nurse
HN_1 Mon Night Caretaker
HN_1 Sat Early HeadNurse
HN_1 Sun Night Caretaker
HN_2 Tue Day HeadNurse
HN_2 Wed Day HeadNurse
HN_2 Thu Day Caretaker
HN_2 Fri Night Nurse
HN_2 Sat Night HeadNurse
HN_2 Sun Night HeadNurse
HN_3 Mon Late Caretaker
HN_3 Thu Late Caretaker
HN_3 Fri Late Nurse
HN_4 Wed Day Nurse
HN_4 Thu Day Caretaker
HN_4 Fri Day Nurse
HN_5 Tue Night Caretaker
HN_5 Wed Night HeadNurse
HN_5 Thu Night HeadNurse
HN_5 Fri Night HeadNurse
NU_6 Mon Late Caretaker
NU_6 Tue Late Nurse
NU_6 Wed Late Nurse
NU_6 Thu Late Caretaker
NU_6 Sun Early Nurse
NU_7 Mon Day Nurse
NU_7 Tue Early Nurse
NU_7 Wed Early Caretaker
NU_7 Thu Early Nurse
NU_7 Fri Night Caretaker
NU_7 Sat Night Nurse
NU_7 Sun Night Nurse
NU_8 Mon Night Nurse
NU_8 Thu Early Caretaker
NU_8 Fri Early Nurse
NU_9 Mon Night Nurse
NU_9 Tue Night Nurse
NU_9 Wed Night Nurse
NU_9 Sat Late Nurse
NU_9 Sun Late Nurse
NU_10 Mon Early Caretaker
NU_10 Tue Day Nurse
NU_10 Wed Late Caretaker
NU_10 Thu Late Nurse
NU_11 Wed Day Caretaker
NU_11 Thu Day Caretaker
NU_11 Fri Late Caretaker
NU_12 Tue Day Caretaker
NU_12 Wed Early Nurse
NU_12 Thu Early Caretaker
NU_13 Mon Night Caretaker
NU_13 Tue Night Caretaker
NU_13 Sat Early Nurse
NU_13 Sun Night Caretaker
NU_14 Mon Early Nurse
NU_14 Thu Day Nurse
NU_14 Fri Day Nurse
NU_14 Sat Day Nurse
NU_14 Sun Day Nurse
NU_15 Tue Night Caretaker
NU_15 Wed Night Caretaker
NU_15 Thu Night Nurse
NU_15 Fri Night Nurse
NU_16 Mon Late Nurse
NU_16 Tue Late Nurse
CT_17 Mon Day Caretaker
CT_17 Tue Day Caretaker
CT_17 Wed Early Caretaker
CT_17 Thu Early Caretaker
CT_17 Fri Late Caretaker
CT_18 Mon Early Caretaker
CT_18 Tue Early Caretaker
CT_18 Wed Late Caretaker
CT_18 Thu Late Caretaker
CT_19 Mon Day Caretaker
CT_19 Tue Late Caretaker
CT_20 Mon Night Caretaker
CT_20 Tue Night Caretaker
CT_20 Wed Night Caretaker
CT_20 Thu Night Caretaker
CT_20 Fri Night Caretaker
CT_21 Tue Day Caretaker
CT_21 Wed Day Caretaker
CT_21 Thu Day Caretaker
CT_21 Fri Late Caretaker
CT_22 Mon Late Caretaker
CT_22 Tue Late Caretaker
CT_22 Wed Night Caretaker
CT_22 Thu Night Caretaker
CT_22 Sun Day Caretaker
CT_23 Tue Late Caretaker
CT_23 Wed Late Caretaker
CT_23 Thu Night Caretaker
CT_23 Fri Night Caretaker
CT_24 Mon Day Caretaker
CT_24 Tue Day Caretaker
CT_24 Wed Day Caretaker
CT_24 Thu Early Caretaker
CT_24 Fri Early Caretaker
CT_25 Tue Early Caretaker
CT_25 Wed Early Caretaker
CT_25 Sat Late Caretaker
CT_25 Sun Late Caretaker
CT_26 Tue Early Caretaker
CT_26 Wed Early Caretaker
CT_26 Thu Early Caretaker
CT_26 Fri Early Caretaker
CT_27 Fri Day Caretaker
CT_27 Sat Day Caretaker
CT_27 Sun Late Caretaker
CT_28 Fri Day Caretaker
CT_28 Sat Early Caretaker
CT_28 Sun Early Caretaker
TR_29 Mon Late Trainee
TR_29 Wed Day Trainee
TR_29 Thu Night Trainee
TR_30 Mon Early Trainee
TR_30 Tue Early Trainee
TR_30 Wed Early Trainee
TR_30 Sat Night Trainee
TR_30 Sun Night Trainee
TR_31 Wed Day Trainee
TR_31 Thu Day Trainee
TR_31 Fri Night Trainee
TR_32 Mon Day Trainee
TR_32 Fri Early Trainee
TR_32 Sat Early Trainee
TR_32 Sun Day Trainee
TR_33 Tue Day Trainee
TR_33 Wed Late Trainee
TR_33 Thu Late Trainee
TR_33 Fri Late Trainee
TR_33 Sun Early Trainee
TR_34 Mon Night Trainee
TR_34 Tue Night Trainee
TR_34 Wed Night Trainee
TR_34 Fri Day Trainee
TR_34 Sat Day Trainee
TR_34 Sun Night Trainee

