SOLUTION
2 n070w4

ASSIGNMENTS = 331
HN_0 Mon Night Nurse
HN_0 Tue Night Nurse
HN_0 Fri Day Nurse
HN_0 Sat Day HeadNurse
HN_0 Sun Late HeadNurse
HN_1 Tue Early Nurse
HN_1 Wed Early HeadNurse
HN_1 Thu Early HeadNurse
HN_1 Fri Early HeadNurse
HN_1 Sat Late HeadNurse
HN_2 Mon Night Nurse
HN_2 Tue Night HeadNurse
HN_2 Wed Night Nurse
HN_2 Thu Night Nurse
HN_3 Mon Early Nurse
HN_3 Tue Early Nurse
HN_4 Wed Early Nurse
HN_4 Thu Early HeadNurse
HN_4 Fri Day HeadNurse
HN_4 Sat Day Nurse
HN_4 Sun Day HeadNurse
HN_5 Mon Day Nurse
HN_5 Tue Early HeadNurse
HN_5 Wed Early HeadNurse
HN_5 Thu Night Nurse
HN_5 Fri Night Nurse
HN_5 Sat Night HeadNurse
HN_5 Sun Night HeadNurse
HN_6 Mon Day HeadNurse
HN_6 Tue Late Nurse
HN_6 Wed Late HeadNurse
HN_6 Thu Late HeadNurse
HN_6 Fri Late HeadNurse
HN_6 Sun Early HeadNurse
HN_7 Thu Late Nurse
HN_7 Fri Late HeadNurse
HN_7 Sat Night HeadNurse
HN_7 Sun Night Nurse
NU_8 Mon Night Caretaker
NU_8 Tue Night Caretaker
NU_8 Wed Night Caretaker
NU_8 Thu Night Caretaker
NU_8 Fri Night Caretaker
NU_9 Mon Late Caretaker
NU_9 Tue Late Caretaker
NU_9 Wed Late Caretaker
NU_9 Thu Late Nurse
NU_10 Mon Day Caretaker
NU_10 Tue Late Caretaker
NU_10 Wed Late Nurse
NU_10 Fri Night Caretaker
NU_11 Wed Early Nurse
NU_11 Thu Day Caretaker
NU_11 Fri Day Caretaker
NU_11 Sat Day Caretaker
NU_11 Sun Early Nurse
NU_12 Tue Late Caretaker
NU_12 Wed Night Caretaker
NU_12 Thu Night Caretaker
NU_12 Fri Night Nurse
NU_12 Sun Early Nurse
NU_13 Mon Night Caretaker
NU_13 Wed Day Nurse
NU_13 Thu Day Caretaker
NU_13 Fri Day Caretaker
NU_13 Sat Early Nurse
NU_14 Mon Early Caretaker
NU_14 Tue Night Caretaker
NU_14 Wed Night Caretaker
NU_14 Thu Night Nurse
NU_14 Fri Night Nurse
NU_15 Mon Early Nurse
NU_15 Tue Day Nurse
NU_15 Wed Day Nurse
NU_15 Fri Day Nurse
NU_15 Sat Late Nurse
NU_16 Mon Late Caretaker
NU_16 Thu Early Caretaker
NU_16 Fri Late Nurse
NU_16 Sat Late Caretaker
NU_17 Mon Late Caretaker
NU_17 Fri Early Nurse
NU_17 Sat Day Nurse
NU_17 Sun Day Nurse
NU_18 Mon Early Nurse
NU_18 Tue Early Caretaker
NU_18 Wed Late Caretaker
NU_18 Fri Late Nurse
NU_19 Mon Day Caretaker
NU_19 Tue Night Caretaker
NU_19 Wed Night Nurse
NU_19 Thu Night Nurse
NU_19 Sat Night Caretaker
NU_19 Sun Night Caretaker
NU_20 Tue Day Caretaker
NU_20 Thu Early Caretaker
NU_20 Fri Early Caretaker
NU_20 Sat Early Nurse
NU_20 Sun Late Caretaker
NU_21 Wed Day Caretaker
NU_21 Thu Early Caretaker
NU_21 Fri Late Nurse
NU_21 Sat Late Caretaker
NU_21 Sun Late Nurse
NU_22 Mon Day Caretaker
NU_22 Tue Early Nurse
NU_22 Wed Early Caretaker
NU_22 Sat Day Nurse
NU_22 Sun Early Caretaker
NU_23 Mon Early Nurse
NU_23 Thu Early Nurse
NU_23 Fri Early Nurse
NU_24 Tue Night Nurse
NU_24 Wed Night Nurse
NU_24 Thu Night Caretaker
NU_24 Fri Night Nurse
NU_24 Sat Night Nurse
NU_25 Mon Night Nurse
