SOLUTION
2 n070w4

ASSIGNMENTS = 304
HN_0 Thu Early HeadNurse
HN_0 Fri Early Nurse
HN_0 Sat Day HeadNurse
HN_0 Sun Day HeadNurse
HN_1 Mon Early HeadNurse
HN_1 Tue Early HeadNurse
HN_1 Wed Late Nurse
HN_1 Sat Early HeadNurse
HN_1 Sun Early HeadNurse
HN_2 Tue Late Nurse
HN_2 Wed Late Nurse
HN_2 Thu Late HeadNurse
HN_3 Thu Late HeadNurse
HN_3 Fri Late HeadNurse
HN_3 Sat Late HeadNurse
HN_3 Sun Late HeadNurse
HN_4 Mon Day Nurse
HN_4 Tue Day HeadNurse
HN_4 Wed Early HeadNurse
HN_4 Thu Early HeadNurse
HN_4 Fri Day HeadNurse
HN_5 Mon Early Nurse
HN_5 Tue Late Nurse
HN_5 Wed Late HeadNurse
HN_5 Thu Late HeadNurse
HN_5 Fri Late Nurse
HN_5 Sat Night HeadNurse
HN_6 Tue Late HeadNurse
HN_6 Wed Night HeadNurse
HN_6 Thu Night HeadNurse
HN_6 Fri Night HeadNurse
HN_7 Mon Night HeadNurse
HN_7 Tue Night Nurse
NU_8 Mon Day Caretaker
NU_8 Tue Day Caretaker
NU_8 Wed Day Caretaker
NU_8 Thu Early Caretaker
NU_8 Fri Early Caretaker
NU_9 Mon Night Nurse
NU_9 Tue Night Nurse
NU_9 Wed Night Nurse
NU_9 Thu Night Caretaker
NU_9 Fri Night Caretaker
NU_10 Tue Early Nurse
NU_10 Wed Day Nurse
NU_10 Thu Early Caretaker
NU_10 Fri Early Caretaker
NU_11 Mon Night Caretaker
NU_11 Wed Late Caretaker
NU_11 Thu Late Caretaker
NU_11 Fri Late Caretaker
NU_12 Tue Early Nurse
NU_12 Wed Early Nurse
NU_12 Thu Day Caretaker
NU_12 Fri Day Nurse
NU_13 Mon Day Nurse
NU_13 Tue Day Caretaker
NU_13 Sat Day Caretaker
NU_14 Mon Early Caretaker
NU_14 Tue Late Caretaker
NU_14 Wed Late Nurse
NU_14 Thu Night Nurse
NU_14 Fri Night Nurse
NU_14 Sat Night Nurse
NU_14 Sun Night Caretaker
NU_15 Tue Day Nurse
NU_15 Wed Late Nurse
NU_16 Mon Night Caretaker
NU_17 Thu Early Caretaker
NU_17 Fri Day Nurse
NU_17 Sat Early Caretaker
NU_18 Mon Night Caretaker
NU_18 Wed Night Nurse
NU_18 Sun Night Caretaker
NU_19 Mon Early Caretaker
NU_19 Tue Night Nurse
NU_19 Thu Early Nurse
NU_19 Sat Early Nurse
NU_19 Sun Late Nurse
NU_20 Tue Day Caretaker
NU_20 Wed Day Nurse
NU_20 Thu Early Nurse
NU_20 Fri Night Nurse
NU_20 Sun Day Caretaker
NU_21 Mon Early Nurse
NU_21 Tue Early Nurse
NU_21 Fri Day Caretaker
NU_21 Sat Late Nurse
NU_22 Mon Late Caretaker
NU_22 Tue Late Caretaker
NU_22 Thu Early Nurse
NU_22 Fri Early Caretaker
NU_22 Sat Early Caretaker
NU_23 Mon Late Nurse
NU_23 Wed Day Nurse
NU_23 Thu Day Nurse
NU_23 Fri Early Nurse
NU_23 Sat Early Nurse
NU_23 Sun Late Nurse
NU_24 Mon Late Caretaker
NU_24 Tue Late Caretaker
NU_24 Wed Late Nurse
NU_24 Thu Night Caretaker
NU_24 Sat Early Caretaker
NU_25 Mon Early Caretaker
NU_25 Tue Late Caretaker
NU_25 Wed Late Caretaker
NU_25 Fri Night Caretaker
NU_25 Sun Day Nurse
NU_26 Mon Late Caretaker
NU_26 Wed Early Caretaker
NU_26 Thu Day Nurse
NU_26 Sun Night Nurse
NU_27 Mon Day Nurse
NU_27 Tue Day Nurse
NU_27 Wed Late Caretaker
NU_27 Sat Early Caretaker
NU_27 Sun Late Caretaker
NU_28 Mon Late Caretaker
NU_28 Tue Night Nurse
NU_28 Wed Night Caretaker
NU_28 Thu Night Nurse
NU_28 Sun Night Nurse
NU_29 Mon Early Caretaker
NU_29 Tue Late Caretaker
NU_29 Wed Late Caretaker
NU_29 Thu Night Nurse
NU_29 Fri Night Nurse
NU_30 Mon Night Nurse
NU_30 Wed Day Caretaker
NU_30 Thu Day Nurse
NU_30 Fri Day Nurse
NU_30 Sat Day Nurse
