SOLUTION
3 n070w8

ASSIGNMENTS = 254
HN_0 Mon Early HeadNurse
HN_0 Tue Early Nurse
HN_0 Wed Day HeadNurse
HN_0 Thu Day Nurse
HN_0 Fri Day Nurse
HN_1 Mon Day HeadNurse
HN_1 Thu Night Nurse
HN_1 Fri Night HeadNurse
HN_1 Sat Night HeadNurse
HN_1 Sun Night Nurse
HN_2 Sat Late Nurse
HN_2 Sun Late HeadNurse
HN_3 Thu Night HeadNurse
HN_3 Fri Night Nurse
HN_3 Sat Night Nurse
HN_3 Sun Night HeadNurse
HN_4 Sat Early HeadNurse
HN_4 Sun Early HeadNurse
HN_5 Wed Early HeadNurse
HN_5 Thu Early Nurse
HN_5 Fri Early Nurse
HN_6 Tue Night Nurse
HN_6 Wed Night Nurse
HN_6 Thu Night Nurse
HN_6 Fri Night Nurse
HN_7 Mon Day Nurse
HN_7 Tue Day HeadNurse
NU_8 Mon Day Nurse
NU_8 Tue Day Nurse
NU_8 Wed Day Caretaker
NU_8 Thu Early Caretaker
NU_8 Fri Early Nurse
NU_9 Wed Early Nurse
NU_9 Thu Early Nurse
NU_9 Fri Early Nurse
NU_10 Mon Late Nurse
NU_10 Tue Late Caretaker
NU_11 Fri Day Nurse
NU_11 Sat Day Caretaker
NU_11 Sun Day Caretaker
NU_12 Tue Night Caretaker
NU_12 Wed Night Nurse
NU_12 Thu Night Caretaker
NU_12 Fri Night Nurse
NU_13 Sat Early Caretaker
NU_13 Sun Early Nurse
NU_14 Mon Late Nurse
NU_14 Tue Late Nurse
NU_14 Fri Day Nurse
NU_14 Sat Day Nurse
NU_14 Sun Day Caretaker
NU_15 Tue Day Caretaker
NU_15 Wed Day Nurse
NU_15 Thu Day Caretaker
NU_16 Wed Day Nurse
NU_16 Thu Day Caretaker
NU_16 Fri Day Caretaker
NU_17 Mon Night Nurse
NU_17 Tue Night Nurse
NU_17 Wed Night Caretaker
NU_17 Thu Night Caretaker
NU_18 Mon Early Nurse
NU_18 Tue Early Caretaker
NU_18 Wed Early Caretaker
NU_18 Sat Late Nurse
NU_18 Sun Late Nurse
NU_19 Mon Early Nurse
NU_19 Tue Early Caretaker
NU_19 Wed Early Nurse
NU_19 Sat Late Caretaker
NU_19 Sun Late Nurse
NU_20 Mon Night Nurse
NU_21 Wed Late Nurse
NU_21 Thu Late Nurse
NU_21 Fri Late Nurse
NU_22 Thu Day Nurse
NU_22 Fri Day Caretaker
NU_22 Sat Day Nurse
NU_22 Sun Early Caretaker
NU_23 Thu Late Caretaker
NU_23 Fri Late Caretaker
NU_23 Sat Late Caretaker
NU_23 Sun Late Caretaker
NU_24 Mon Day Caretaker
NU_24 Tue Day Caretaker
NU_24 Wed Early Nurse
NU_24 Thu Early Caretaker
NU_25 Mon Late Nurse
NU_25 Tue Late Nurse
NU_25 Wed Late Nurse
NU_25 Thu Late Nurse
NU_25 Fri Late Nurse
NU_26 Mon Late Caretaker
NU_27 Fri Night Nurse
NU_27 Sat Night Caretaker
NU_27 Sun Night Caretaker
NU_28 Mon Day Caretaker
NU_28 Tue Day Caretaker
NU_28 Wed Day Nurse
NU_28 Thu Early Nurse
NU_28 Fri Early Caretaker
NU_29 Mon Day Nurse
NU_29 Tue Day Caretaker
NU_29 Wed Day Caretaker
NU_30 Mon Night Caretaker
NU_30 Tue Night Caretaker
NU_31 Wed Late Nurse
NU_31 Thu Late Caretaker
NU_31 Fri Late Caretaker
NU_32 Wed Late Nurse
NU_32 Thu Late Caretaker
NU_32 Fri Late Nurse
NU_32 Sat Late Caretaker
NU_32 Sun Late Caretaker
NU_33 Mon Early Caretaker
NU_33 Tue Early Nurse
NU_33 Wed Early Caretaker
NU_33 Sat Early Caretaker
NU_33 Sun Early Caretaker
NU_34 Tue Early Caretaker
NU_34 Wed Early Caretaker
NU_34 Thu Day Nurse
NU_34 Fri Day Caretaker
NU_35 Mon Day Caretaker
NU_35 Tue Day Nurse
NU_35 Wed Day Caretaker
NU_35 Sat Early Nurse
NU_35 Sun Early Caretaker
NU_36 Tue Late Caretaker
NU_36 Wed Late Caretaker
NU_36 Thu Late Caretaker
NU_37 Mon Early Caretaker
NU_37 Tue Early Nurse
NU_37 Fri Late Caretaker
NU_37 Sat Late Caretaker
NU_37 Sun Late Caretaker
NU_38 Mon Night Nurse
NU_38 Tue Night Nurse
NU_39 Mon Day Caretaker
NU_39 Tue Day Nurse
NU_39 Fri Day Caretaker
NU_39 Sat Day Nurse
NU_39 Sun Day Nurse
CT_40 Mon Day Caretaker
CT_40 Tue Day Caretaker
CT_40 Wed Early Caretaker
CT_40 Thu Early Caretaker
CT_40 Fri Early Caretaker
CT_41 Wed Day Caretaker
CT_41 Thu Day Caretaker
CT_41 Fri Day Caretaker
CT_42 Mon Early Caretaker
CT_42 Tue Early Caretaker
CT_43 Mon Late Caretaker
CT_43 Tue Late Caretaker
CT_43 Wed Late Caretaker
CT_43 Thu Late Caretaker
CT_43 Fri Late Caretaker
CT_44 Mon Late Caretaker
CT_44 Thu Early Caretaker
CT_44 Fri Early Caretaker
CT_44 Sat Early Caretaker
CT_44 Sun Day Caretaker
CT_45 Mon Night Caretaker
CT_45 Tue Night Caretaker
CT_45 Wed Night Caretaker
CT_45 Thu Night Caretaker
CT_46 Mon Night Caretaker
CT_46 Tue Night Caretaker
CT_46 Wed Night Caretaker
CT_46 Thu Night Caretaker
CT_46 Fri Night Caretaker
CT_47 Fri Night Caretaker
CT_47 Sat Night Caretaker
CT_47 Sun Night Caretaker
CT_48 Mon Day Caretaker
CT_48 Tue Day Caretaker
CT_48 Wed Early Caretaker
CT_48 Thu Early Caretaker
CT_49 Mon Night Caretaker
CT_50 Wed Night Caretaker
CT_50 Thu Night Caretaker
CT_50 Fri Night Caretaker
CT_51 Mon Late Caretaker
CT_51 Tue Late Caretaker
CT_51 Wed Late Caretaker
CT_52 Fri Night Caretaker
CT_52 Sat Night Caretaker
CT_52 Sun Night Caretaker
CT_53 Mon Early Caretaker
CT_53 Fri Day Caretaker
CT_53 Sat Day Caretaker
CT_53 Sun Late Caretaker
CT_54 Wed Day Caretaker
CT_54 Thu Day Caretaker
CT_54 Fri Late Caretaker
CT_54 Sat Late Caretaker
CT_54 Sun Late Caretaker
CT_55 Wed Day Caretaker
CT_55 Thu Day Caretaker
CT_55 Fri Day Caretaker
CT_56 Mon Night Caretaker
CT_56 Tue Night Caretaker
CT_56 Wed Night Caretaker
CT_56 Thu Night Caretaker
CT_56 Fri Night Caretaker
CT_57 Wed Late Caretaker
CT_57 Thu Late Caretaker
CT_57 Fri Late Caretaker
CT_58 Mon Early Caretaker
CT_58 Tue Early Caretaker
CT_58 Wed Early Caretaker
CT_58 Thu Early Caretaker
CT_58 Fri Early Caretaker
CT_59 Mon Late Caretaker
CT_59 Tue Late Caretaker
CT_59 Wed Late Caretaker
TR_60 Mon Early Trainee
TR_60 Tue Early Trainee
TR_60 Wed Early Trainee
TR_60 Thu Early Trainee
TR_61 Mon Night Trainee
TR_61 Fri Late Trainee
TR_61 Sat Late Trainee
TR_61 Sun Late Trainee
TR_62 Wed Day Trainee
TR_62 Thu Day Trainee
TR_62 Fri Day Trainee
TR_62 Sat Day Trainee
TR_62 Sun Day Trainee
TR_63 Mon Early Trainee
TR_63 Tue Night Trainee
TR_63 Wed Night Trainee
TR_63 Thu Night Trainee
TR_63 Fri Night Trainee
TR_64 Mon Early Trainee
TR_64 Tue Early Trainee
TR_64 Wed Early Trainee
TR_64 Sat Night Trainee
TR_64 Sun Night Trainee
TR_65 Mon Late Trainee
TR_65 Tue Late Trainee
TR_65 Wed Late Trainee
TR_66 Wed Late Trainee
TR_66 Thu Late Trainee
TR_66 Fri Late Trainee
TR_67 Mon Late Trainee
TR_68 Tue Day Trainee
TR_68 Wed Day Trainee
TR_68 Thu Early Trainee
TR_68 Fri Early Trainee
TR_69 Tue Day Trainee
TR_69 Wed Day Trainee
TR_69 Thu Day Trainee

