SOLUTION
0 n035w8

ASSIGNMENTS = 167
HN_0 Tue Late HeadNurse
HN_0 Wed Late Nurse
HN_0 Thu Late HeadNurse
HN_0 Sun Night Nurse
HN_1 Tue Day Nurse
HN_1 Wed Day Nurse
HN_1 Thu Early Caretaker
HN_1 Fri Late HeadNurse
HN_1 Sun Early Caretaker
HN_2 Mon Early HeadNurse
HN_2 Tue Night HeadNurse
HN_2 Wed Night HeadNurse
HN_2 Fri Late Caretaker
HN_2 Sun Day HeadNurse
HN_3 Mon Early HeadNurse
HN_3 Tue Day Nurse
HN_3 Wed Day Caretaker
HN_3 Thu Early HeadNurse
HN_3 Fri Early Caretaker
HN_4 Mon Late Nurse
HN_4 Tue Night Caretaker
HN_4 Thu Day HeadNurse
HN_4 Fri Late HeadNurse
HN_4 Sat Late Nurse
HN_4 Sun Late HeadNurse
HN_5 Mon Late HeadNurse
HN_5 Wed Early HeadNurse
HN_5 Thu Day Caretaker
HN_5 Fri Early Nurse
HN_5 Sat Day HeadNurse
HN_5 Sun Early Caretaker
NU_6 Mon Early Nurse
NU_6 Tue Early Nurse
NU_6 Wed Day Caretaker
NU_6 Thu Day Caretaker
NU_6 Fri Early Caretaker
NU_7 Mon Late Nurse
NU_7 Wed Early Nurse
NU_7 Fri Late Nurse
NU_7 Sat Late Caretaker
NU_7 Sun Late Nurse
NU_8 Mon Night Nurse
NU_8 Thu Early Nurse
NU_8 Fri Night Caretaker
NU_8 Sun Day Nurse
NU_9 Wed Day Nurse
NU_9 Thu Night Caretaker
NU_9 Fri Night Nurse
NU_9 Sat Night Nurse
NU_10 Mon Day Caretaker
NU_10 Tue Day Caretaker
NU_10 Fri Day Nurse
NU_11 Mon Night Nurse
NU_11 Tue Night Nurse
NU_11 Thu Night Nurse
NU_11 Sat Early Nurse
NU_11 Sun Early Nurse
NU_12 Mon Night Nurse
NU_12 Thu Late Nurse
NU_12 Fri Late Caretaker
NU_12 Sat Late Caretaker
NU_13 Mon Early Nurse
NU_13 Tue Late Nurse
NU_13 Thu Night Caretaker
NU_13 Fri Night Nurse
NU_13 Sat Night Caretaker
NU_14 Mon Late Caretaker
NU_14 Wed Early Caretaker
NU_14 Thu Day Nurse
NU_14 Fri Day Nurse
NU_14 Sat Early Nurse
NU_14 Sun Late Nurse
NU_15 Mon Day Caretaker
NU_15 Tue Late Caretaker
NU_15 Fri Day Caretaker
NU_15 Sat Day Nurse
NU_16 Mon Day Nurse
NU_16 Tue Day Nurse
NU_16 Wed Night Nurse
NU_16 Sun Day Nurse
CT_17 Mon Night Caretaker
CT_17 Tue Night Caretaker
CT_17 Wed Night Caretaker
CT_17 Fri Day Caretaker
CT_17 Sat Day Caretaker
CT_17 Sun Day Caretaker
CT_18 Tue Night Caretaker
CT_18 Wed Night Caretaker
CT_18 Thu Night Caretaker
CT_19 Mon Late Caretaker
CT_19 Wed Late Caretaker
CT_19 Sun Day Caretaker
CT_20 Mon Night Caretaker
CT_20 Tue Night Caretaker
CT_20 Sat Day Caretaker
CT_20 Sun Late Caretaker
CT_21 Mon Early Caretaker
CT_21 Tue Late Caretaker
CT_21 Fri Early Caretaker
CT_21 Sun Late Caretaker
CT_22 Mon Early Caretaker
CT_22 Tue Day Caretaker
CT_22 Wed Early Caretaker
CT_22 Thu Late Caretaker
CT_22 Sat Early Caretaker
CT_22 Sun Early Caretaker
CT_23 Tue Early Caretaker
CT_23 Wed Day Caretaker
CT_23 Thu Early Caretaker
CT_23 Sat Early Caretaker
CT_23 Sun Late Caretaker
CT_24 Tue Early Caretaker
CT_24 Wed Late Caretaker
CT_24 Thu Late Caretaker
CT_24 Fri Late Caretaker
CT_25 Tue Day Caretaker
CT_25 Wed Early Caretaker
CT_25 Thu Early Caretaker
CT_25 Fri Night Caretaker
CT_25 Sat Night Caretaker
CT_26 Mon Early Caretaker
CT_26 Tue Early Caretaker
CT_26 Thu Early Caretaker
CT_26 Fri Night Caretaker
CT_26 Sat Night Caretaker
CT_26 Sun Night Caretaker
CT_27 Mon Early Caretaker
CT_27 Tue Day Caretaker
CT_27 Wed Day Caretaker
CT_27 Thu Night Caretaker
CT_28 Mon Early Caretaker
CT_28 Wed Early Caretaker
CT_28 Thu Late Caretaker
CT_28 Sat Day Caretaker
CT_28 Sun Night Caretaker
TR_29 Mon Early Trainee
TR_29 Tue Day Trainee
TR_29 Wed Late Trainee
TR_29 Thu Night Trainee
TR_29 Fri Night Trainee
TR_29 Sat Night Trainee
TR_30 Mon Day Trainee
TR_30 Tue Day Trainee
TR_30 Wed Late Trainee
TR_30 Thu Late Trainee
TR_30 Fri Late Trainee
TR_31 Wed Day Trainee
TR_31 Thu Late Trainee
TR_31 Fri Night Trainee
TR_31 Sun Day Trainee
TR_32 Mon Late Trainee
TR_32 Tue Late Trainee
TR_32 Wed Late Trainee
TR_32 Fri Day Trainee
TR_32 Sat Late Trainee
TR_32 Sun Night Trainee
TR_33 Tue Early Trainee
TR_33 Wed Early Trainee
TR_33 Thu Early Trainee
TR_33 Fri Early Trainee
TR_33 Sat Early Trainee
TR_33 Sun Night Trainee
TR_34 Mon Early Trainee
TR_34 Tue Night Trainee
TR_34 Thu Early Trainee
TR_34 Fri Day Trainee
TR_34 Sun Early Trainee

