SOLUTION
1 n070w4

ASSIGNMENTS = 331
HN_0 Tue Day HeadNurse
HN_0 Wed Day Nurse
HN_1 Mon Early Nurse
HN_1 Tue Early Nurse
HN_1 Wed Day Nurse
HN_1 Thu Day HeadNurse
HN_1 Fri Day Nurse
HN_2 Mon Late Nurse
HN_2 Tue Late Nurse
HN_2 Wed Late HeadNurse
HN_2 Thu Late Nurse
HN_2 Fri Night HeadNurse
HN_3 Tue Early HeadNurse
HN_3 Wed Early HeadNurse
HN_3 Thu Early Nurse
HN_3 Fri Early Nurse
HN_3 Sat Early HeadNurse
HN_4 Mon Late HeadNurse
HN_4 Fri Early HeadNurse
HN_4 Sat Night HeadNurse
HN_4 Sun Night HeadNurse
HN_5 Mon Early Nurse
HN_5 Tue Early Nurse
HN_5 Wed Early HeadNurse
HN_5 Thu Late Nurse
HN_5 Fri Late HeadNurse
HN_6 Mon Early HeadNurse
HN_6 Fri Day HeadNurse
HN_6 Sat Day HeadNurse
HN_6 Sun Day HeadNurse
HN_7 Mon Day Nurse
HN_7 Tue Night HeadNurse
HN_7 Wed Night Nurse
HN_7 Sat Late HeadNurse
HN_7 Sun Late HeadNurse
NU_8 Mon Early Caretaker
NU_8 Tue Early Nurse
NU_8 Wed Day Caretaker
NU_8 Thu Day Nurse
NU_8 Fri Day Caretaker
NU_9 Mon Late Caretaker
NU_9 Tue Late Caretaker
NU_9 Wed Late Caretaker
NU_10 Mon Early Nurse
NU_10 Tue Early Caretaker
NU_10 Wed Early Caretaker
NU_10 Thu Day Caretaker
NU_10 Fri Day Nurse
NU_11 Mon Late Caretaker
NU_11 Tue Late Caretaker
NU_11 Wed Night Caretaker
NU_11 Thu Night Nurse
NU_11 Sun Day Nurse
NU_12 Mon Night Nurse
NU_12 Thu Early Caretaker
NU_12 Sun Early Nurse
NU_13 Mon Late Caretaker
NU_13 Tue Late Caretaker
NU_13 Wed Late Nurse
NU_13 Thu Night Caretaker
NU_13 Fri Night Nurse
NU_13 Sat Night Nurse
NU_14 Tue Day Caretaker
NU_14 Fri Night Caretaker
NU_14 Sat Night Nurse
NU_15 Mon Early Nurse
