SOLUTION
2 n070w4

ASSIGNMENTS = 312
HN_0 Mon Night HeadNurse
HN_0 Tue Night HeadNurse
HN_1 Mon Early HeadNurse
HN_1 Thu Early HeadNurse
HN_1 Fri Early Nurse
HN_2 Mon Early Nurse
HN_2 Tue Early HeadNurse
HN_2 Wed Day Nurse
HN_2 Thu Day HeadNurse
HN_2 Fri Day HeadNurse
HN_3 Mon Early Nurse
HN_3 Tue Late HeadNurse
HN_3 Wed Night HeadNurse
HN_3 Thu Night Nurse
HN_4 Wed Late Nurse
HN_4 Thu Late HeadNurse
HN_4 Fri Late HeadNurse
HN_5 Wed Day HeadNurse
HN_5 Thu Day HeadNurse
HN_5 Fri Late Nurse
HN_5 Sat Late HeadNurse
HN_6 Mon Early Nurse
HN_6 Tue Early Nurse
HN_6 Fri Day Nurse
HN_6 Sat Day HeadNurse
HN_6 Sun Late HeadNurse
HN_7 Mon Late HeadNurse
HN_7 Tue Late Nurse
HN_7 Wed Late Nurse
NU_8 Mon Night Nurse
NU_8 Tue Night Nurse
NU_8 Wed Night Caretaker
NU_8 Thu Night Caretaker
NU_8 Fri Night Nurse
NU_9 Mon Night Nurse
NU_9 Tue Night Nurse
NU_9 Wed Night Caretaker
NU_9 Thu Night Nurse
NU_9 Fri Night Caretaker
NU_10 Mon Early Caretaker
NU_10 Tue Early Caretaker
NU_10 Wed Early Caretaker
NU_10 Thu Early Nurse
NU_10 Fri Early Nurse
NU_11 Mon Night Caretaker
NU_11 Tue Night Nurse
NU_11 Wed Night Nurse
NU_11 Thu Night Caretaker
NU_11 Fri Night Caretaker
NU_12 Mon Night Nurse
NU_12 Wed Late Caretaker
NU_12 Thu Late Nurse
NU_12 Fri Late Caretaker
NU_12 Sun Day Nurse
NU_13 Mon Late Caretaker
NU_13 Thu Night Nurse
NU_13 Sun Day Caretaker
NU_14 Mon Late Nurse
NU_14 Tue Late Nurse
NU_14 Thu Day Caretaker
NU_14 Fri Early Caretaker
NU_14 Sat Early Nurse
NU_14 Sun Early Nurse
NU_15 Mon Late Caretaker
NU_15 Wed Early Caretaker
NU_15 Thu Early Caretaker
NU_15 Fri Day Caretaker
NU_15 Sat Early Nurse
NU_16 Mon Early Caretaker
NU_16 Tue Early Nurse
NU_16 Wed Early Nurse
NU_16 Thu Night Caretaker
NU_17 Fri Day Nurse
NU_17 Sat Day Caretaker
NU_17 Sun Late Nurse
NU_18 Mon Night Caretaker
NU_18 Thu Late Caretaker
NU_19 Mon Day Nurse
NU_19 Tue Night Caretaker
NU_19 Fri Night Caretaker
NU_19 Sat Night Nurse
NU_19 Sun Night Nurse
NU_20 Mon Day Nurse
NU_20 Tue Night Caretaker
NU_20 Thu Early Caretaker
NU_20 Fri Early Nurse
NU_20 Sat Early Caretaker
NU_20 Sun Late Nurse
NU_21 Tue Early Caretaker
NU_21 Wed Early Nurse
NU_21 Thu Early Nurse
NU_21 Fri Early Caretaker
NU_21 Sat Night Nurse
NU_22 Mon Early Caretaker
NU_22 Tue Day Nurse
NU_22 Wed Day Nurse
NU_22 Thu Early Nurse
NU_23 Tue Day Caretaker
NU_23 Wed Day Caretaker
NU_23 Thu Day Caretaker
NU_24 Mon Night Nurse
NU_24 Tue Night Caretaker
NU_24 Wed Night Caretaker
NU_24 Fri Night Nurse
NU_24 Sat Night Nurse
NU_24 Sun Night Caretaker
NU_25 Mon Day Caretaker
NU_25 Tue Day Caretaker
NU_25 Wed Day Caretaker
NU_25 Sat Early Nurse
NU_25 Sun Late Nurse
NU_26 Tue Day Caretaker
NU_26 Wed Late Caretaker
NU_26 Thu Late Nurse
NU_26 Sat Day Nurse
NU_26 Sun Day Nurse
NU_27 Mon Late Nurse
NU_27 Tue Late Nurse
NU_27 Sat Early Nurse
NU_27 Sun Early Nurse
NU_28 Mon Night Caretaker
NU_28 Wed Day Caretaker
NU_28 Thu Early Caretaker
NU_28 Fri Late Caretaker
NU_29 Mon Night Nurse
NU_29 Tue Night Nurse
NU_29 Thu Day Caretaker
NU_29 Fri Late Caretaker
NU_29 Sat Late Nurse
NU_29 Sun Late Nurse
NU_30 Mon Late Caretaker
NU_30 Wed Day Caretaker
NU_30 Thu Day Nurse
NU_30 Fri Early Caretaker
NU_30 Sat Late Nurse
NU_30 Sun Night Caretaker
NU_31 Tue Day Nurse
NU_31 Wed Late Nurse
NU_31 Thu Late Caretaker
NU_31 Fri Late Nurse
NU_31 Sat Late Nurse
NU_32 Mon Night Caretaker
NU_32 Tue Night Caretaker
NU_32 Wed Night Nurse
NU_33 Wed Day Caretaker
NU_33 Thu Late Nurse
NU_33 Fri Late Nurse
NU_33 Sun Early Nurse
NU_34 Tue Day Nurse
NU_34 Wed Late Caretaker
NU_34 Thu Late Nurse
NU_34 Fri Late Nurse
NU_34 Sat Late Caretaker
NU_34 Sun Late Caretaker
NU_35 Tue Night Caretaker
NU_35 Wed Night Caretaker
NU_35 Thu Night Nurse
NU_35 Fri Night Nurse
NU_36 Mon Day Nurse
NU_36 Tue Late Caretaker
NU_36 Wed Late Nurse
NU_37 Mon Day Nurse
NU_37 Wed Early Nurse
NU_37 Thu Day Nurse
NU_37 Sun Late Nurse
NU_38 Wed Day Caretaker
NU_38 Thu Day Nurse
NU_38 Fri Late Caretaker
NU_39 Tue Early Nurse
NU_39 Wed Early Nurse
NU_39 Thu Day Nurse
NU_39 Fri Day Caretaker
CT_40 Mon Day Caretaker
CT_40 Wed Early Caretaker
CT_40 Thu Night Caretaker
CT_41 Mon Early Caretaker
CT_41 Tue Early Caretaker
CT_41 Wed Late Caretaker
CT_41 Fri Early Caretaker
CT_41 Sat Early Caretaker
CT_42 Mon Day Caretaker
CT_42 Tue Late Caretaker
CT_42 Wed Night Caretaker
CT_42 Sun Early Caretaker
CT_43 Mon Day Caretaker
CT_43 Tue Day Caretaker
CT_43 Wed Night Caretaker
CT_43 Sat Day Caretaker
CT_43 Sun Day Caretaker
CT_44 Wed Late Caretaker
CT_44 Fri Day Caretaker
CT_44 Sat Early Caretaker
CT_45 Tue Early Caretaker
CT_45 Wed Early Caretaker
CT_45 Thu Early Caretaker
CT_45 Fri Night Caretaker
CT_45 Sat Night Caretaker
CT_46 Mon Late Caretaker
CT_46 Tue Late Caretaker
CT_46 Thu Early Caretaker
CT_46 Fri Early Caretaker
CT_47 Mon Late Caretaker
CT_47 Tue Late Caretaker
CT_47 Wed Late Caretaker
CT_47 Thu Night Caretaker
CT_47 Fri Night Caretaker
CT_47 Sat Night Caretaker
CT_48 Mon Late Caretaker
CT_48 Tue Late Caretaker
CT_48 Wed Late Caretaker
CT_48 Sat Late Caretaker
CT_48 Sun Late Caretaker
CT_49 Mon Day Caretaker
CT_49 Tue Night Caretaker
CT_49 Thu Day Caretaker
CT_49 Fri Early Caretaker
CT_49 Sat Day Caretaker
CT_49 Sun Early Caretaker
CT_50 Wed Day Caretaker
CT_50 Thu Early Caretaker
CT_50 Sun Day Caretaker
CT_51 Tue Late Caretaker
CT_51 Wed Late Caretaker
CT_51 Thu Late Caretaker
CT_51 Sat Early Caretaker
CT_51 Sun Day Caretaker
CT_52 Mon Night Caretaker
CT_52 Tue Night Caretaker
CT_52 Thu Day Caretaker
CT_52 Fri Day Caretaker
CT_52 Sat Day Caretaker
CT_53 Wed Early Caretaker
CT_53 Thu Day Caretaker
CT_53 Fri Early Caretaker
CT_53 Sat Early Caretaker
CT_54 Mon Early Caretaker
CT_54 Tue Day Caretaker
CT_54 Wed Night Caretaker
CT_54 Sat Late Caretaker
CT_54 Sun Late Caretaker
CT_55 Wed Early Caretaker
CT_55 Thu Early Caretaker
CT_55 Fri Day Caretaker
CT_55 Sun Early Caretaker
CT_56 Mon Day Caretaker
CT_56 Tue Late Caretaker
CT_56 Thu Day Caretaker
CT_56 Fri Early Caretaker
CT_56 Sun Early Caretaker
CT_57 Mon Early Caretaker
CT_57 Tue Day Caretaker
CT_57 Wed Early Caretaker
CT_57 Thu Day Caretaker
CT_57 Fri Night Caretaker
CT_57 Sat Night Caretaker
CT_58 Mon Night Caretaker
CT_58 Thu Early Caretaker
CT_58 Fri Day Caretaker
CT_58 Sat Day Caretaker
CT_59 Mon Day Caretaker
CT_59 Wed Day Caretaker
CT_59 Thu Day Caretaker
TR_60 Mon Night Trainee
TR_60 Tue Night Trainee
TR_60 Thu Late Trainee
TR_60 Fri Late Trainee
TR_60 Sat Late Trainee
TR_61 Mon Day Trainee
TR_61 Tue Early Trainee
TR_61 Wed Late Trainee
TR_62 Tue Day Trainee
TR_62 Wed Day Trainee
TR_62 Thu Early Trainee
TR_62 Fri Late Trainee
TR_62 Sat Night Trainee
TR_62 Sun Night Trainee
TR_63 Mon Early Trainee
TR_63 Tue Early Trainee
TR_63 Wed Early Trainee
TR_63 Thu Early Trainee
TR_63 Fri Day Trainee
TR_63 Sat Day Trainee
TR_63 Sun Day Trainee
TR_64 Mon Late Trainee
TR_64 Wed Early Trainee
TR_64 Thu Early Trainee
TR_64 Fri Early Trainee
TR_64 Sun Day Trainee
TR_65 Mon Day Trainee
TR_65 Tue Night Trainee
TR_65 Wed Night Trainee
TR_65 Thu Night Trainee
TR_65 Fri Night Trainee
TR_66 Mon Late Trainee
TR_66 Tue Late Trainee
TR_66 Thu Early Trainee
TR_66 Fri Early Trainee
TR_66 Sat Early Trainee
TR_66 Sun Early Trainee
TR_67 Mon Day Trainee
TR_67 Tue Day Trainee
TR_67 Wed Night Trainee
TR_67 Sat Early Trainee
TR_67 Sun Day Trainee
TR_68 Tue Late Trainee
TR_68 Wed Late Trainee
TR_68 Thu Late Trainee
TR_69 Mon Day Trainee
TR_69 Tue Late Trainee
TR_69 Thu Day Trainee
TR_69 Fri Early Trainee
TR_69 Sat Day Trainee

