SOLUTION
3 n070w4

ASSIGNMENTS = 329
HN_0 Mon Day Nurse
HN_0 Tue Early HeadNurse
HN_0 Wed Day HeadNurse
HN_0 Thu Day Nurse
HN_0 Fri Day HeadNurse
HN_0 Sat Night HeadNurse
HN_0 Sun Night HeadNurse
HN_1 Mon Night HeadNurse
HN_1 Sat Early Nurse
HN_1 Sun Night Nurse
HN_2 Tue Night HeadNurse
HN_2 Wed Night HeadNurse
HN_2 Thu Night Nurse
HN_2 Sun Day HeadNurse
HN_3 Mon Early HeadNurse
HN_3 Tue Early Nurse
HN_3 Wed Early HeadNurse
HN_3 Thu Early Nurse
HN_3 Fri Early HeadNurse
HN_3 Sat Day HeadNurse
HN_4 Mon Early Nurse
HN_4 Tue Late HeadNurse
HN_4 Wed Late HeadNurse
HN_4 Fri Late Nurse
HN_4 Sat Late Nurse
HN_4 Sun Late Nurse
HN_5 Wed Early Nurse
HN_5 Thu Day Nurse
HN_5 Fri Day Nurse
HN_5 Sat Early HeadNurse
HN_5 Sun Day Nurse
HN_6 Tue Day HeadNurse
HN_6 Wed Day HeadNurse
HN_6 Thu Night Nurse
HN_6 Fri Night Nurse
HN_6 Sat Night HeadNurse
HN_6 Sun Night HeadNurse
HN_7 Mon Early HeadNurse
HN_7 Wed Early HeadNurse
HN_7 Thu Early HeadNurse
HN_7 Fri Early HeadNurse
HN_7 Sat Day Nurse
HN_7 Sun Late HeadNurse
NU_8 Tue Early Nurse
NU_8 Wed Late Nurse
NU_8 Fri Early Nurse
NU_8 Sat Day Caretaker
NU_8 Sun Day Caretaker
NU_9 Tue Early Caretaker
NU_9 Wed Early Nurse
NU_10 Mon Night Nurse
NU_10 Wed Day Nurse
NU_10 Thu Late Caretaker
NU_10 Sat Night Caretaker
NU_10 Sun Night Nurse
NU_11 Mon Day Caretaker
NU_11 Thu Early Caretaker
NU_11 Fri Day Caretaker
NU_11 Sat Late Caretaker
NU_12 Wed Early Caretaker
NU_12 Thu Day Nurse
NU_12 Fri Day Caretaker
NU_12 Sat Early Caretaker
NU_12 Sun Late Nurse
NU_13 Tue Day Nurse
NU_13 Wed Late Caretaker
NU_13 Thu Night Nurse
NU_13 Fri Night Caretaker
NU_13 Sat Night Caretaker
NU_14 Mon Late Nurse
NU_14 Tue Night Nurse
NU_14 Thu Day Caretaker
NU_14 Sat Day Caretaker
NU_14 Sun Early Nurse
NU_15 Wed Early Caretaker
NU_15 Thu Day Caretaker
NU_15 Fri Day Nurse
NU_15 Sat Day Nurse
NU_15 Sun Early Caretaker
NU_16 Mon Late Nurse
NU_16 Tue Night Caretaker
NU_16 Wed Night Caretaker
NU_16 Sat Night Nurse
NU_16 Sun Night Nurse
NU_17 Mon Early Caretaker
NU_17 Tue Day Caretaker
NU_17 Wed Day Caretaker
NU_17 Thu Early Caretaker
NU_17 Sat Night Nurse
NU_17 Sun Night Nurse
NU_18 Tue Late Nurse
NU_18 Thu Early Caretaker
NU_18 Fri Early Caretaker
NU_18 Sat Early Nurse
NU_19 Mon Day Caretaker
NU_19 Tue Day Nurse
NU_19 Wed Day Caretaker
NU_19 Thu Late Caretaker
NU_19 Sat Early Nurse
NU_19 Sun Day Nurse
NU_20 Mon Late Caretaker
NU_20 Fri Night Nurse
NU_20 Sun Day Caretaker
NU_21 Thu Early Caretaker
NU_21 Fri Day Caretaker
NU_21 Sat Early Nurse
NU_22 Mon Late Nurse
NU_22 Tue Night Caretaker
NU_22 Thu Early Nurse
NU_22 Fri Early Nurse
NU_22 Sun Early Nurse
NU_23 Thu Early Caretaker
NU_23 Fri Day Caretaker
NU_23 Sat Day Nurse
NU_24 Wed Day Caretaker
NU_24 Thu Day Nurse
NU_24 Fri Early Nurse
NU_25 Wed Day Nurse
NU_25 Sat Late Caretaker
NU_25 Sun Late Caretaker
NU_26 Mon Early Nurse
NU_26 Tue Late Caretaker
NU_26 Wed Late Nurse
NU_26 Fri Day Nurse
NU_26 Sat Day Nurse
NU_26 Sun Night Caretaker
NU_27 Mon Night Nurse
NU_27 Tue Night Nurse
