SOLUTION
0 n070w4

ASSIGNMENTS = 327
HN_0 Mon Night HeadNurse
HN_0 Tue Night HeadNurse
HN_0 Thu Late HeadNurse
HN_0 Fri Late HeadNurse
HN_0 Sat Late HeadNurse
HN_0 Sun Late HeadNurse
HN_1 Mon Early Nurse
HN_1 Thu Night HeadNurse
HN_1 Fri Night Nurse
HN_1 Sat Night HeadNurse
HN_2 Mon Night Nurse
HN_2 Tue Night Nurse
HN_2 Wed Night Nurse
HN_3 Wed Day HeadNurse
HN_3 Thu Day HeadNurse
HN_3 Fri Day HeadNurse
HN_4 Mon Day Nurse
HN_4 Tue Day Nurse
HN_5 Wed Day Nurse
HN_5 Thu Day Nurse
HN_5 Fri Day HeadNurse
HN_5 Sat Day HeadNurse
HN_5 Sun Night HeadNurse
HN_6 Mon Day HeadNurse
HN_6 Tue Day Nurse
HN_6 Fri Early Nurse
HN_6 Sat Early HeadNurse
HN_6 Sun Early Nurse
HN_7 Wed Early HeadNurse
HN_7 Thu Early Nurse
HN_7 Fri Night Nurse
NU_8 Mon Day Caretaker
NU_8 Tue Day Caretaker
NU_8 Wed Late Caretaker
NU_8 Thu Late Nurse
NU_8 Fri Late Caretaker
NU_9 Mon Night Nurse
NU_9 Tue Night Caretaker
NU_9 Wed Night Nurse
NU_9 Thu Night Nurse
NU_9 Fri Night Nurse
NU_10 Mon Early Nurse
NU_10 Tue Early Nurse
NU_10 Wed Late Caretaker
NU_10 Thu Late Nurse
NU_11 Mon Night Caretaker
NU_11 Tue Night Caretaker
NU_11 Fri Night Caretaker
NU_11 Sat Night Nurse
NU_11 Sun Night Nurse
NU_12 Mon Night Caretaker
NU_12 Tue Night Caretaker
NU_12 Wed Night Caretaker
NU_12 Thu Night Caretaker
NU_12 Fri Night Caretaker
NU_13 Mon Night Caretaker
NU_13 Sat Night Caretaker
NU_13 Sun Night Nurse
NU_14 Mon Early Caretaker
NU_14 Tue Late Nurse
NU_15 Tue Late Nurse
NU_15 Wed Late Nurse
NU_15 Thu Late Caretaker
NU_15 Fri Late Caretaker
NU_15 Sat Late Nurse
NU_15 Sun Night Nurse
NU_16 Mon Day Caretaker
NU_16 Tue Day Caretaker
NU_16 Wed Day Nurse
NU_16 Thu Early Caretaker
NU_16 Fri Late Caretaker
NU_16 Sat Night Nurse
NU_17 Thu Early Nurse
NU_17 Fri Early Caretaker
NU_17 Sat Day Nurse
NU_17 Sun Day Nurse
NU_18 Mon Late Caretaker
NU_18 Thu Night Nurse
NU_18 Fri Night Caretaker
NU_18 Sat Night Nurse
NU_19 Mon Day Nurse
NU_19 Tue Day Caretaker
NU_19 Wed Early Nurse
NU_19 Fri Day Caretaker
NU_19 Sat Night Caretaker
NU_20 Tue Late Nurse
NU_20 Thu Day Nurse
NU_20 Fri Early Nurse
NU_20 Sat Night Nurse
NU_21 Tue Late Caretaker
NU_21 Wed Late Nurse
NU_21 Thu Late Nurse
NU_21 Sat Early Caretaker
NU_21 Sun Early Nurse
NU_22 Mon Late Nurse
NU_22 Wed Late Nurse
NU_22 Thu Late Caretaker
NU_22 Sat Late Nurse
NU_23 Tue Early Caretaker
NU_23 Wed Day Nurse
NU_23 Thu Night Nurse
NU_23 Sat Early Caretaker
NU_23 Sun Early Nurse
NU_24 Mon Late Nurse
NU_24 Tue Late Caretaker
NU_24 Wed Night Nurse
NU_24 Fri Early Nurse
NU_24 Sat Early Nurse
NU_24 Sun Early Nurse
NU_25 Mon Day Caretaker
NU_25 Fri Late Nurse
NU_25 Sat Late Caretaker
NU_26 Mon Early Nurse
NU_26 Tue Night Nurse
NU_26 Thu Day Caretaker
NU_26 Fri Day Nurse
NU_26 Sat Day Nurse
NU_26 Sun Day Nurse
NU_27 Wed Early Caretaker
NU_27 Thu Day Caretaker
NU_27 Fri Late Nurse
NU_27 Sat Late Nurse
NU_28 Mon Early Caretaker
NU_28 Tue Early Nurse
NU_28 Wed Early Nurse
NU_28 Thu Early Caretaker
NU_28 Sun Day Caretaker
NU_29 Mon Day Nurse
NU_29 Tue Day Nurse
NU_29 Thu Late Nurse
NU_29 Fri Late Nurse
NU_29 Sun Early Caretaker
NU_30 Mon Late Nurse
NU_30 Tue Night Nurse
NU_30 Wed Night Nurse
NU_30 Thu Night Caretaker
NU_30 Fri Night Caretaker
NU_31 Mon Day Caretaker
NU_31 Tue Day Nurse
NU_31 Wed Day Caretaker
NU_31 Sat Early Nurse
NU_31 Sun Night Caretaker
NU_32 Wed Late Caretaker
NU_32 Sat Day Nurse
NU_32 Sun Day Caretaker
NU_33 Thu Early Caretaker
NU_33 Fri Day Nurse
NU_33 Sat Day Nurse
NU_33 Sun Day Nurse
NU_34 Mon Night Nurse
NU_34 Wed Day Caretaker
NU_34 Thu Night Caretaker
NU_35 Mon Night Nurse
NU_35 Fri Night Caretaker
NU_35 Sat Night Caretaker
NU_35 Sun Night Nurse
NU_36 Mon Day Caretaker
NU_36 Tue Early Nurse
NU_36 Wed Early Nurse
NU_36 Thu Early Nurse
NU_36 Fri Early Nurse
NU_36 Sun Early Nurse
NU_37 Wed Day Nurse
NU_37 Thu Early Caretaker
NU_37 Fri Day Nurse
NU_37 Sat Early Nurse
NU_38 Wed Day Caretaker
NU_38 Thu Day Caretaker
NU_38 Fri Day Nurse
NU_38 Sat Early Caretaker
NU_38 Sun Early Caretaker
NU_39 Mon Late Caretaker
NU_39 Wed Early Caretaker
NU_39 Fri Late Caretaker
NU_39 Sun Late Nurse
CT_40 Mon Early Caretaker
CT_40 Tue Early Caretaker
CT_40 Wed Early Caretaker
CT_40 Thu Day Caretaker
CT_40 Fri Day Caretaker
CT_40 Sat Day Caretaker
CT_40 Sun Day Caretaker
CT_41 Tue Night Caretaker
CT_41 Wed Night Caretaker
CT_41 Sat Day Caretaker
CT_41 Sun Early Caretaker
CT_42 Mon Night Caretaker
CT_42 Fri Day Caretaker
CT_42 Sat Early Caretaker
CT_42 Sun Night Caretaker
CT_43 Tue Day Caretaker
CT_43 Wed Day Caretaker
CT_43 Thu Night Caretaker
CT_43 Fri Night Caretaker
CT_43 Sat Night Caretaker
CT_44 Mon Day Caretaker
CT_44 Tue Early Caretaker
CT_44 Thu Day Caretaker
CT_44 Fri Day Caretaker
CT_44 Sat Night Caretaker
CT_44 Sun Night Caretaker
CT_45 Mon Late Caretaker
CT_45 Tue Late Caretaker
CT_45 Wed Night Caretaker
CT_45 Fri Late Caretaker
CT_45 Sat Late Caretaker
CT_45 Sun Night Caretaker
CT_46 Mon Early Caretaker
CT_46 Tue Late Caretaker
CT_46 Thu Night Caretaker
CT_46 Sat Early Caretaker
CT_46 Sun Early Caretaker
CT_47 Mon Early Caretaker
CT_47 Tue Day Caretaker
CT_47 Fri Early Caretaker
CT_47 Sat Day Caretaker
CT_47 Sun Early Caretaker
CT_48 Tue Day Caretaker
CT_48 Wed Night Caretaker
CT_49 Tue Late Caretaker
CT_49 Wed Late Caretaker
CT_49 Fri Day Caretaker
CT_49 Sat Early Caretaker
CT_49 Sun Day Caretaker
CT_50 Mon Late Caretaker
CT_50 Tue Late Caretaker
CT_50 Wed Late Caretaker
CT_50 Thu Late Caretaker
CT_50 Sun Early Caretaker
CT_51 Tue Early Caretaker
CT_51 Wed Early Caretaker
CT_51 Thu Day Caretaker
CT_51 Fri Late Caretaker
CT_51 Sat Night Caretaker
CT_52 Mon Late Caretaker
CT_52 Tue Night Caretaker
CT_52 Wed Night Caretaker
CT_52 Sat Day Caretaker
CT_52 Sun Early Caretaker
CT_53 Wed Day Caretaker
CT_53 Thu Day Caretaker
CT_53 Fri Late Caretaker
CT_53 Sat Late Caretaker
CT_53 Sun Late Caretaker
CT_54 Mon Night Caretaker
CT_54 Fri Early Caretaker
CT_54 Sat Early Caretaker
CT_54 Sun Day Caretaker
CT_55 Mon Early Caretaker
CT_55 Tue Early Caretaker
CT_55 Wed Late Caretaker
CT_55 Thu Late Caretaker
CT_55 Sat Day Caretaker
CT_55 Sun Early Caretaker
CT_56 Mon Early Caretaker
CT_56 Tue Late Caretaker
CT_56 Wed Night Caretaker
CT_56 Sat Day Caretaker
CT_56 Sun Day Caretaker
CT_57 Mon Early Caretaker
CT_57 Tue Day Caretaker
CT_57 Wed Day Caretaker
CT_57 Fri Day Caretaker
CT_57 Sat Day Caretaker
CT_57 Sun Day Caretaker
CT_58 Mon Early Caretaker
CT_58 Tue Early Caretaker
CT_58 Wed Early Caretaker
CT_58 Thu Late Caretaker
CT_58 Sat Early Caretaker
CT_58 Sun Late Caretaker
CT_59 Thu Early Caretaker
CT_59 Fri Late Caretaker
TR_60 Mon Late Trainee
TR_60 Tue Late Trainee
TR_60 Wed Late Trainee
TR_60 Thu Night Trainee
TR_60 Fri Night Trainee
TR_61 Mon Late Trainee
TR_61 Tue Late Trainee
TR_61 Thu Day Trainee
TR_61 Fri Day Trainee
TR_61 Sat Early Trainee
TR_61 Sun Day Trainee
TR_62 Mon Day Trainee
TR_62 Tue Early Trainee
TR_62 Wed Late Trainee
TR_62 Thu Late Trainee
TR_62 Fri Late Trainee
TR_63 Tue Day Trainee
TR_63 Wed Early Trainee
TR_63 Thu Early Trainee
TR_63 Fri Day Trainee
TR_63 Sat Day Trainee
TR_63 Sun Day Trainee
TR_64 Tue Late Trainee
TR_64 Wed Late Trainee
TR_64 Thu Night Trainee
TR_64 Fri Night Trainee
TR_64 Sat Night Trainee
TR_64 Sun Night Trainee
TR_65 Mon Day Trainee
TR_65 Tue Day Trainee
TR_65 Wed Early Trainee
TR_65 Thu Early Trainee
TR_65 Fri Early Trainee
TR_65 Sun Early Trainee
TR_66 Mon Early Trainee
TR_66 Tue Day Trainee
TR_66 Wed Day Trainee
TR_67 Tue Early Trainee
TR_67 Wed Day Trainee
TR_67 Thu Day Trainee
TR_67 Fri Night Trainee
TR_67 Sat Night Trainee
TR_67 Sun Night Trainee
TR_68 Mon Night Trainee
TR_68 Tue Night Trainee
TR_68 Wed Night Trainee
TR_68 Sat Day Trainee
TR_68 Sun Day Trainee
TR_69 Mon Early Trainee
TR_69 Tue Early Trainee
TR_69 Wed Late Trainee
TR_69 Fri Late Trainee
TR_69 Sat Late Trainee
TR_69 Sun Late Trainee

