SOLUTION
0 n070w4

ASSIGNMENTS = 332
HN_0 Mon Late HeadNurse
HN_0 Thu Day HeadNurse
HN_0 Fri Early HeadNurse
HN_0 Sat Early HeadNurse
HN_0 Sun Day Nurse
HN_1 Mon Night Nurse
HN_1 Tue Night HeadNurse
HN_1 Wed Night HeadNurse
HN_1 Thu Night Nurse
HN_1 Sun Late HeadNurse
HN_2 Mon Early HeadNurse
HN_2 Tue Early HeadNurse
HN_2 Wed Early HeadNurse
HN_2 Thu Early Nurse
HN_2 Fri Early Nurse
HN_2 Sat Late HeadNurse
HN_3 Mon Day Nurse
HN_3 Tue Day HeadNurse
HN_3 Wed Early HeadNurse
HN_3 Thu Day Nurse
HN_3 Fri Day HeadNurse
HN_3 Sat Early HeadNurse
HN_4 Mon Day HeadNurse
HN_4 Wed Late HeadNurse
HN_4 Thu Night Nurse
HN_5 Mon Day Nurse
HN_5 Tue Early HeadNurse
HN_5 Wed Late Nurse
HN_5 Thu Late Nurse
HN_5 Fri Late HeadNurse
HN_5 Sun Early HeadNurse
HN_6 Thu Day HeadNurse
HN_6 Fri Night HeadNurse
HN_6 Sun Day HeadNurse
HN_7 Mon Night HeadNurse
HN_7 Thu Night HeadNurse
HN_7 Sat Night Nurse
HN_7 Sun Night HeadNurse
NU_8 Mon Late Nurse
NU_8 Tue Late Caretaker
NU_8 Wed Late Caretaker
NU_8 Thu Late Nurse
NU_8 Fri Late Nurse
NU_8 Sun Day Nurse
NU_9 Mon Early Caretaker
NU_9 Wed Early Nurse
NU_9 Fri Early Caretaker
NU_10 Mon Day Caretaker
NU_10 Tue Early Nurse
NU_10 Wed Early Nurse
NU_10 Fri Day Nurse
NU_10 Sat Early Caretaker
NU_10 Sun Early Nurse
NU_11 Tue Day Caretaker
NU_11 Wed Late Caretaker
NU_11 Thu Late Nurse
NU_11 Sat Day Nurse
NU_11 Sun Early Caretaker
NU_12 Mon Night Nurse
NU_12 Tue Night Caretaker
NU_12 Wed Night Nurse
NU_12 Fri Day Nurse
NU_13 Tue Early Nurse
NU_13 Wed Night Caretaker
NU_13 Thu Night Caretaker
NU_13 Fri Night Caretaker
NU_13 Sat Night Caretaker
NU_14 Mon Night Caretaker
NU_14 Tue Night Caretaker
NU_14 Wed Night Caretaker
NU_14 Fri Early Nurse
NU_15 Thu Day Caretaker
NU_15 Fri Early Caretaker
NU_15 Sat Early Nurse
NU_15 Sun Early Nurse
NU_16 Tue Night Nurse
NU_16 Thu Day Nurse
NU_16 Sat Late Nurse
NU_17 Mon Early Nurse
NU_17 Tue Day Nurse
NU_17 Wed Day Nurse
NU_17 Thu Late Caretaker
NU_17 Fri Late Caretaker
