SOLUTION
0 n070w4

ASSIGNMENTS = 316
HN_0 Thu Late Nurse
HN_0 Fri Night Nurse
HN_0 Sat Night HeadNurse
HN_0 Sun Night HeadNurse
HN_1 Mon Day Nurse
HN_1 Tue Late Nurse
HN_1 Thu Early HeadNurse
HN_1 Fri Early HeadNurse
HN_2 Tue Late Nurse
HN_2 Wed Late HeadNurse
HN_2 Thu Late HeadNurse
HN_2 Sun Early HeadNurse
HN_3 Mon Day Nurse
HN_3 Tue Night Nurse
HN_3 Wed Night Nurse
HN_3 Thu Night Nurse
HN_3 Fri Night HeadNurse
HN_4 Mon Day HeadNurse
HN_4 Tue Early HeadNurse
HN_4 Wed Early HeadNurse
HN_4 Thu Day HeadNurse
HN_4 Fri Day HeadNurse
HN_5 Sat Day HeadNurse
HN_5 Sun Day HeadNurse
HN_6 Wed Late Nurse
HN_6 Thu Late Nurse
HN_6 Fri Late HeadNurse
HN_7 Mon Early Nurse
HN_7 Thu Early Nurse
HN_7 Fri Early Nurse
HN_7 Sat Late HeadNurse
HN_7 Sun Late HeadNurse
NU_8 Wed Early Nurse
NU_8 Thu Early Caretaker
NU_8 Fri Early Caretaker
NU_9 Mon Night Nurse
NU_9 Tue Night Nurse
NU_9 Wed Night Nurse
NU_9 Thu Night Nurse
NU_10 Mon Night Caretaker
NU_10 Tue Night Caretaker
NU_10 Wed Night Caretaker
NU_10 Sun Early Nurse
NU_11 Mon Early Nurse
NU_11 Wed Early Caretaker
NU_11 Thu Early Caretaker
NU_11 Fri Early Caretaker
NU_12 Mon Early Caretaker
NU_12 Tue Day Nurse
NU_12 Wed Early Caretaker
NU_12 Thu Late Caretaker
NU_13 Mon Night Caretaker
NU_13 Tue Night Caretaker
NU_13 Thu Day Caretaker
NU_13 Fri Day Caretaker
NU_13 Sat Early Nurse
NU_14 Wed Day Nurse
NU_14 Sat Early Nurse
NU_14 Sun Late Caretaker
NU_15 Mon Day Caretaker
NU_15 Tue Early Nurse
NU_15 Thu Early Nurse
NU_15 Fri Early Nurse
NU_15 Sat Early Caretaker
NU_15 Sun Early Caretaker
NU_16 Mon Day Nurse
NU_16 Tue Day Caretaker
NU_16 Fri Early Caretaker
NU_16 Sat Early Caretaker
NU_17 Mon Night Nurse
NU_17 Tue Night Nurse
NU_17 Wed Night Nurse
NU_17 Thu Night Caretaker
NU_17 Sat Day Nurse
NU_18 Tue Night Nurse
NU_18 Fri Day Nurse
NU_18 Sat Early Caretaker
NU_18 Sun Late Nurse
NU_19 Mon Early Nurse
NU_19 Tue Day Caretaker
NU_19 Wed Day Nurse
NU_19 Sat Day Nurse
NU_19 Sun Day Nurse
NU_20 Fri Early Nurse
NU_21 Mon Early Caretaker
NU_21 Tue Late Caretaker
NU_21 Wed Night Caretaker
NU_21 Sat Day Caretaker
NU_21 Sun Day Caretaker
NU_22 Tue Day Caretaker
NU_22 Wed Late Nurse
NU_22 Thu Night Nurse
NU_22 Fri Night Nurse
NU_23 Tue Late Nurse
NU_23 Wed Late Caretaker
NU_23 Thu Night Caretaker
NU_23 Sat Early Nurse
NU_23 Sun Night Nurse
NU_24 Mon Night Nurse
NU_24 Fri Late Nurse
NU_24 Sat Late Nurse
NU_24 Sun Late Caretaker
NU_25 Mon Late Nurse
NU_25 Thu Late Caretaker
NU_25 Fri Late Nurse
NU_25 Sat Night Caretaker
NU_25 Sun Night Nurse
NU_26 Mon Late Caretaker
NU_26 Tue Night Caretaker
NU_26 Thu Day Caretaker
NU_26 Fri Day Caretaker
NU_26 Sat Late Nurse
NU_27 Mon Night Caretaker
NU_27 Wed Early Caretaker
NU_27 Thu Early Nurse
NU_27 Fri Late Nurse
NU_27 Sat Night Nurse
NU_27 Sun Night Nurse
NU_28 Mon Day Nurse
NU_28 Tue Early Nurse
NU_28 Wed Late Nurse
NU_28 Sat Day Nurse
NU_28 Sun Late Nurse
NU_29 Wed Early Caretaker
NU_29 Thu Day Caretaker
NU_29 Fri Day Nurse
NU_29 Sat Early Nurse
NU_29 Sun Early Caretaker
NU_30 Mon Early Caretaker
NU_30 Thu Day Nurse
NU_30 Fri Day Nurse
NU_30 Sat Late Caretaker
NU_30 Sun Late Caretaker
NU_31 Mon Night Nurse
NU_31 Tue Night Caretaker
NU_31 Thu Day Nurse
NU_31 Fri Day Caretaker
NU_31 Sat Early Nurse
NU_31 Sun Early Caretaker
NU_32 Tue Early Nurse
NU_32 Fri Day Caretaker
NU_32 Sat Day Nurse
NU_32 Sun Day Caretaker
NU_33 Tue Early Caretaker
NU_33 Wed Late Caretaker
