SOLUTION
4 n035w8

ASSIGNMENTS = 171
HN_0 Mon Early HeadNurse
HN_0 Tue Early HeadNurse
HN_0 Wed Late Caretaker
HN_0 Thu Late Caretaker
HN_1 Mon Early Nurse
HN_1 Tue Early HeadNurse
HN_1 Wed Day HeadNurse
HN_1 Thu Early HeadNurse
HN_1 Sat Late Caretaker
HN_2 Mon Late Caretaker
HN_2 Wed Early Nurse
HN_2 Thu Early Caretaker
HN_2 Fri Day Caretaker
HN_2 Sat Night Caretaker
HN_2 Sun Night HeadNurse
HN_3 Mon Night Nurse
HN_3 Tue Night HeadNurse
HN_3 Thu Day HeadNurse
HN_3 Fri Day HeadNurse
HN_3 Sat Day HeadNurse
HN_4 Mon Day HeadNurse
HN_4 Tue Day HeadNurse
HN_4 Wed Late Nurse
HN_4 Thu Late HeadNurse
HN_4 Sun Day Caretaker
HN_5 Mon Late HeadNurse
HN_5 Wed Early Nurse
HN_5 Thu Late Nurse
HN_5 Fri Late HeadNurse
HN_5 Sun Early HeadNurse
NU_6 Tue Late Nurse
NU_6 Wed Late Nurse
NU_6 Sat Early Nurse
NU_6 Sun Early Caretaker
NU_7 Mon Night Caretaker
NU_7 Thu Night Nurse
NU_7 Fri Night Caretaker
NU_7 Sun Late Nurse
NU_8 Mon Day Nurse
NU_8 Tue Day Nurse
NU_8 Wed Day Caretaker
NU_8 Thu Day Nurse
NU_8 Fri Day Nurse
NU_8 Sat Late Caretaker
NU_8 Sun Night Caretaker
NU_9 Tue Night Nurse
NU_9 Wed Night Caretaker
NU_9 Fri Late Nurse
NU_9 Sat Late Nurse
NU_9 Sun Late Nurse
NU_10 Tue Early Caretaker
NU_10 Wed Day Nurse
NU_10 Thu Late Nurse
NU_10 Fri Late Nurse
NU_10 Sat Night Nurse
NU_10 Sun Night Nurse
NU_11 Mon Day Nurse
NU_11 Tue Early Nurse
NU_11 Wed Late Caretaker
NU_11 Thu Night Caretaker
NU_11 Sat Early Nurse
NU_11 Sun Late Caretaker
NU_12 Wed Early Nurse
NU_12 Thu Early Nurse
NU_12 Fri Night Nurse
NU_12 Sun Early Nurse
NU_13 Mon Late Nurse
NU_13 Tue Late Caretaker
NU_13 Wed Night Caretaker
NU_13 Fri Day Caretaker
NU_13 Sat Late Caretaker
NU_14 Tue Night Nurse
NU_14 Wed Night Nurse
NU_14 Thu Night Nurse
NU_14 Sat Early Caretaker
NU_14 Sun Early Nurse
NU_15 Mon Late Nurse
NU_15 Tue Late Caretaker
NU_15 Fri Early Nurse
NU_15 Sat Night Caretaker
NU_16 Thu Day Nurse
NU_16 Fri Early Caretaker
NU_16 Sat Day Nurse
NU_16 Sun Day Nurse
CT_17 Wed Early Caretaker
CT_17 Thu Day Caretaker
CT_17 Fri Early Caretaker
CT_17 Sat Day Caretaker
CT_17 Sun Early Caretaker
CT_18 Mon Early Caretaker
CT_18 Tue Early Caretaker
CT_18 Wed Early Caretaker
CT_18 Thu Day Caretaker
CT_19 Mon Early Caretaker
CT_19 Tue Day Caretaker
CT_19 Wed Early Caretaker
CT_19 Sat Early Caretaker
CT_20 Mon Late Caretaker
CT_20 Tue Night Caretaker
CT_20 Fri Night Caretaker
CT_21 Mon Night Caretaker
CT_21 Tue Night Caretaker
CT_21 Wed Night Caretaker
CT_21 Fri Day Caretaker
CT_21 Sat Day Caretaker
CT_21 Sun Late Caretaker
CT_22 Mon Late Caretaker
CT_22 Tue Late Caretaker
CT_22 Thu Late Caretaker
CT_22 Fri Late Caretaker
CT_23 Tue Day Caretaker
CT_23 Wed Day Caretaker
CT_23 Thu Day Caretaker
CT_23 Fri Early Caretaker
CT_23 Sat Late Caretaker
CT_23 Sun Night Caretaker
CT_24 Mon Night Caretaker
CT_24 Wed Early Caretaker
CT_24 Thu Early Caretaker
CT_24 Fri Late Caretaker
CT_24 Sat Late Caretaker
CT_25 Mon Day Caretaker
CT_25 Tue Night Caretaker
CT_25 Fri Early Caretaker
CT_25 Sat Day Caretaker
CT_25 Sun Day Caretaker
CT_26 Mon Day Caretaker
CT_26 Tue Late Caretaker
CT_26 Wed Late Caretaker
CT_26 Fri Day Caretaker
CT_26 Sat Day Caretaker
CT_26 Sun Early Caretaker
CT_27 Tue Night Caretaker
CT_27 Thu Night Caretaker
CT_27 Sat Day Caretaker
CT_28 Wed Early Caretaker
CT_28 Thu Night Caretaker
CT_28 Sat Early Caretaker
CT_28 Sun Early Caretaker
TR_29 Mon Day Trainee
TR_29 Tue Early Trainee
TR_29 Fri Day Trainee
TR_29 Sat Day Trainee
TR_29 Sun Day Trainee
TR_30 Mon Early Trainee
TR_30 Tue Night Trainee
TR_30 Wed Night Trainee
TR_30 Fri Day Trainee
TR_30 Sat Early Trainee
TR_30 Sun Night Trainee
TR_31 Wed Early Trainee
TR_31 Thu Day Trainee
TR_31 Fri Late Trainee
TR_31 Sun Early Trainee
TR_32 Mon Early Trainee
TR_32 Tue Day Trainee
TR_32 Wed Day Trainee
TR_32 Thu Early Trainee
TR_32 Fri Early Trainee
TR_32 Sat Early Trainee
TR_33 Tue Early Trainee
TR_33 Wed Early Trainee
TR_33 Thu Late Trainee
TR_33 Sat Late Trainee
TR_33 Sun Late Trainee
TR_34 Mon Late Trainee
TR_34 Tue Late Trainee
TR_34 Thu Early Trainee
TR_34 Fri Early Trainee
TR_34 Sat Day Trainee
TR_34 Sun Day Trainee

