SOLUTION
7 n110w8

ASSIGNMENTS = 380
HN_0 Mon Night HeadNurse
HN_0 Thu Early Nurse
HN_0 Fri Early HeadNurse
HN_0 Sat Early HeadNurse
HN_0 Sun Night HeadNurse
HN_1 Mon Early Nurse
HN_1 Tue Early HeadNurse
HN_1 Wed Early HeadNurse
HN_1 Thu Early HeadNurse
HN_1 Fri Early Nurse
HN_2 Mon Late HeadNurse
HN_2 Tue Late HeadNurse
HN_2 Wed Late HeadNurse
HN_2 Sat Day Nurse
HN_2 Sun Day Nurse
HN_3 Mon Day HeadNurse
HN_3 Tue Early HeadNurse
HN_3 Wed Early HeadNurse
HN_3 Sat Early Nurse
HN_3 Sun Early HeadNurse
HN_4 Mon Night HeadNurse
HN_4 Tue Night HeadNurse
HN_4 Fri Day HeadNurse
HN_4 Sat Day Nurse
HN_4 Sun Early Nurse
HN_5 Tue Late HeadNurse
HN_5 Wed Late HeadNurse
HN_5 Thu Late Nurse
HN_5 Fri Late HeadNurse
HN_6 Sat Late Nurse
HN_6 Sun Late Nurse
HN_7 Wed Late Nurse
HN_7 Thu Late HeadNurse
HN_8 Thu Late HeadNurse
HN_8 Fri Late Nurse
HN_9 Tue Early Nurse
HN_9 Wed Early Nurse
HN_10 Mon Night Nurse
HN_10 Tue Night HeadNurse
HN_10 Wed Night HeadNurse
HN_10 Thu Night HeadNurse
HN_10 Fri Night Nurse
HN_11 Mon Late Nurse
HN_11 Tue Late Nurse
HN_12 Mon Day Nurse
HN_12 Tue Day Nurse
HN_12 Wed Day Nurse
HN_12 Thu Day HeadNurse
HN_13 Wed Late Nurse
HN_13 Thu Late Nurse
HN_13 Fri Late HeadNurse
HN_14 Wed Night Nurse
HN_14 Thu Night Nurse
HN_14 Fri Night Nurse
HN_15 Tue Day HeadNurse
HN_15 Wed Day HeadNurse
HN_15 Thu Day Nurse
HN_16 Mon Late HeadNurse
HN_16 Tue Late Nurse
HN_16 Wed Late Nurse
HN_17 Thu Night HeadNurse
HN_17 Fri Night Nurse
HN_17 Sat Night Nurse
HN_17 Sun Night Nurse
HN_18 Wed Day HeadNurse
HN_18 Thu Day HeadNurse
HN_19 Wed Early Nurse
HN_19 Thu Early HeadNurse
HN_19 Fri Night HeadNurse
HN_19 Sat Night HeadNurse
HN_19 Sun Night HeadNurse
NU_20 Mon Day Nurse
NU_20 Tue Day Caretaker
NU_21 Mon Day Caretaker
NU_21 Tue Day Nurse
NU_21 Wed Day Caretaker
NU_21 Thu Day Nurse
NU_21 Fri Day Caretaker
NU_22 Mon Late Caretaker
NU_22 Tue Late Caretaker
NU_22 Fri Night Caretaker
NU_22 Sat Night Caretaker
NU_22 Sun Night Caretaker
NU_23 Tue Night Nurse
NU_23 Wed Night Caretaker
NU_23 Thu Night Nurse
NU_23 Fri Night Caretaker
NU_24 Tue Early Nurse
NU_24 Wed Early Nurse
NU_25 Mon Early Nurse
NU_25 Tue Early Nurse
NU_25 Wed Day Nurse
NU_25 Thu Day Caretaker
NU_25 Fri Day Nurse
NU_26 Sat Early Caretaker
NU_26 Sun Early Caretaker
NU_27 Mon Night Caretaker
NU_27 Tue Night Nurse
NU_27 Wed Night Caretaker
NU_27 Sat Early Nurse
NU_27 Sun Early Caretaker
NU_28 Mon Day Caretaker
NU_28 Tue Day Nurse
NU_28 Wed Early Nurse
NU_28 Thu Early Nurse
NU_29 Wed Day Caretaker
NU_29 Thu Day Nurse
NU_29 Fri Day Caretaker
NU_30 Wed Late Nurse
NU_30 Thu Late Caretaker
NU_30 Fri Late Nurse
NU_31 Thu Late Caretaker
NU_31 Fri Late Caretaker
NU_32 Mon Day Nurse
NU_32 Tue Day Caretaker
NU_33 Mon Early Caretaker
NU_33 Tue Early Caretaker
NU_33 Wed Early Caretaker
NU_33 Thu Early Nurse
NU_33 Fri Early Caretaker
NU_34 Tue Early Nurse
NU_34 Wed Early Caretaker
NU_34 Thu Day Caretaker
NU_34 Fri Day Caretaker
NU_35 Tue Late Caretaker
NU_35 Wed Late Nurse
NU_36 Mon Late Caretaker
NU_36 Tue Late Caretaker
NU_37 Mon Late Caretaker
NU_37 Thu Early Caretaker
NU_37 Fri Early Nurse
NU_37 Sat Early Caretaker
NU_37 Sun Early Nurse
NU_38 Mon Night Nurse
NU_38 Tue Night Caretaker
NU_38 Wed Night Caretaker
NU_38 Thu Night Caretaker
NU_39 Wed Day Caretaker
NU_39 Thu Day Nurse
NU_39 Fri Late Caretaker
NU_39 Sat Late Caretaker
NU_39 Sun Late Nurse
CT_40 Sat Late Caretaker
CT_40 Sun Late Caretaker
CT_42 Tue Early Caretaker
CT_42 Wed Early Caretaker
CT_42 Thu Late Caretaker
CT_42 Fri Late Caretaker
CT_43 Tue Night Caretaker
CT_43 Wed Night Caretaker
CT_43 Thu Night Caretaker
CT_43 Fri Night Caretaker
CT_44 Mon Day Caretaker
CT_44 Tue Day Caretaker
CT_44 Wed Day Caretaker
CT_44 Thu Day Caretaker
CT_44 Fri Day Caretaker
CT_45 Mon Night Caretaker
CT_45 Thu Early Caretaker
CT_45 Fri Early Caretaker
CT_45 Sat Early Caretaker
